side_effect,fake_triple_component,AUROC,AUPRC,AP50
C0000731,head,0.5,0.49999999999999994,0.27591226249452666
C0000731,tail,0.5,0.49999999999999994,0.27591226249452666
C0000731,both,0.5,0.49999999999999994,0.27591226249452666
C0000737,head,0.6796823477747349,0.6603690263655198,0.541853036519499
C0000737,tail,0.6990157467002307,0.6968410111750848,0.7618481925319192
C0000737,both,0.5419763296647535,0.5310340563988065,0.4147124176673376
C0000768,head,0.8181840255435905,0.7889824707904006,0.8141336192271679
C0000768,tail,0.8501256540688851,0.8207655494407945,0.8746687364113466
C0000768,both,0.5680899367480484,0.5419278201791942,0.3252580323326428
C0000786,head,0.799738750506734,0.7705294256667361,0.684615611717599
C0000786,tail,0.8720327913157064,0.8617014857727019,0.861323330060814
C0000786,both,0.6494302058465835,0.6496009435869303,0.5581351901389631
C0000833,head,0.8192004615641559,0.7883712110599018,0.7249750148108456
C0000833,tail,0.8705147698360883,0.8413826219630641,0.9151810273519705
C0000833,both,0.5736756600822921,0.5463973286362238,0.27166130192436955
C0001122,head,0.7996452591340402,0.7664936580904791,0.8140213828173479
C0001122,tail,0.8395905307551738,0.8019722537311265,0.7113139435162161
C0001122,both,0.5626160594761598,0.5364623208525422,0.30674000384604067
C0001126,head,0.80899525956758,0.7751204537865166,0.6453693253916671
C0001126,tail,0.8443750722626895,0.8160571633835126,0.7302226219826384
C0001126,both,0.5512776043473234,0.5449558009483892,0.30201271155566195
C0001339,head,0.8424803536215068,0.8080722353397316,0.8370297409813162
C0001339,tail,0.8463417684801035,0.8054085339178313,0.7693908515275765
C0001339,both,0.624458111233231,0.5876883796445618,0.33216399402621666
C0001418,head,0.8165428665389344,0.7753079398697887,0.7782363955365201
C0001418,tail,0.8522244702450742,0.8067646597828427,0.8114903623713571
C0001418,both,0.5653400154422489,0.5289265838520643,0.19195617093983824
C0001430,head,0.8854278992255661,0.8695503848110174,0.9103968544054206
C0001430,tail,0.887094402509558,0.8709840695172659,0.8806934910955725
C0001430,both,0.6605479854916184,0.6211698318321606,0.42999770132653276
C0001546,head,0.8314244064972928,0.8008483528855961,0.7235051678229523
C0001546,tail,0.9092044981257809,0.8923122997550043,0.8671689955272011
C0001546,both,0.6213036234902124,0.5498403134407075,0.2503913507910949
C0001623,head,0.8322756788665879,0.7888861903364125,0.7235960573205763
C0001623,tail,0.8581021251475796,0.8273032967694673,0.8399935151176805
C0001623,both,0.5531603137122617,0.5317858414792036,0.249898263492779
C0001818,head,0.8247621878715814,0.8045870935818475,0.7749448046225804
C0001818,tail,0.9166171224732461,0.9109563678564656,0.9445037941022048
C0001818,both,0.6657996432818074,0.6139419026330285,0.3629517272516759
C0001824,head,0.7953969779020003,0.7547136027885009,0.686943909618824
C0001824,tail,0.8381627216350773,0.7936076726649193,0.7500552324033056
C0001824,both,0.5431860861210586,0.5434289109861286,0.42374425246873093
C0001948,head,0.8605057728028749,0.8336005766024281,0.8099862608010426
C0001948,tail,0.8547997426216174,0.826890059525474,0.8028343841816944
C0001948,both,0.6313297478420279,0.6321215946094338,0.5897409188478105
C0001969,head,0.854916445205171,0.8255726741525272,0.7686454298039433
C0001969,tail,0.8455474978604567,0.8127088494054051,0.7615427249695143
C0001969,both,0.5197513625512364,0.512448201429129,0.2875746587722075
C0002064,head,0.8602479338842975,0.820821284471009,0.7442321319288314
C0002064,tail,0.8767768595041322,0.8308740631422492,0.7515960762731665
C0002064,both,0.5261157024793388,0.536307995488876,0.31656011664831235
C0002103,head,0.8671570846536895,0.830826183602684,0.863943928950053
C0002103,tail,0.8913716613852423,0.8739020101243143,0.934415841975339
C0002103,both,0.6293798098687189,0.58267083300594,0.2318428179174066
C0002170,head,0.8033147278812246,0.7709525783760143,0.8314153375777485
C0002170,tail,0.8585793782709283,0.8274941461533054,0.8389494098243812
C0002170,both,0.5759009793131331,0.5364573214975854,0.12783347737795972
C0002390,head,0.8297920604914933,0.778368466335266,0.6447375299592072
C0002390,tail,0.8958790170132325,0.8850195730324266,0.9003151030149579
C0002390,both,0.6098298676748581,0.5508620350829805,0.27879426822604936
C0002453,head,0.8810692148760331,0.8693955989859468,0.9049887860369127
C0002453,tail,0.8744189049586777,0.8156625009987954,0.6646217468181641
C0002453,both,0.619996126033058,0.5799840680315097,0.32129176532538223
C0002622,head,0.8170786177757658,0.7759588217734968,0.759452933794394
C0002622,tail,0.8523856948845632,0.8125441047614453,0.7363215018311958
C0002622,both,0.5843146723001862,0.5577702702943902,0.3641814797458588
C0002726,head,0.8680555555555556,0.8528036026627136,0.7748522710337099
C0002726,tail,0.9070294784580499,0.888279374009308,0.8557113444652947
C0002726,both,0.6079931972789115,0.5419451786271355,0.28146890017278603
C0002736,head,0.88484375,0.8314647547888648,0.7428837094654099
C0002736,tail,0.90078125,0.8937622546527358,0.8553677097706899
C0002736,both,0.65453125,0.6391947126007047,0.44737665165522605
C0002792,head,0.8008417121516805,0.7828554805368226,0.9297053223482256
C0002792,tail,0.8372048261993681,0.7754894095024578,0.5933162052484571
C0002792,both,0.551683424303361,0.5324353742732475,0.2969449791273635
C0002871,head,0.7886905736915628,0.7518288763093801,0.7925820565502402
C0002871,tail,0.8353377696441908,0.7930996566306395,0.7160248496808344
C0002871,both,0.5694710955573244,0.5456691005487088,0.4290873972573958
