drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.9082810187414281
CID000004829,drug similarity,mean components,0.7366246874283772
CID000004140,drug similarity,mean components,0.9377051530349113
CID000002909,drug similarity,mean components,0.9088187299524703
CID000003676,drug similarity,mean components,0.47208588480784097
CID000003339,drug similarity,mean components,0.8471820539515427
CID000005656,drug similarity,mean components,0.7753981790487944
CID000000853,drug similarity,mean components,0.8139229626739883
CID000119607,drug similarity,mean components,0.7291254305714713
CID000004889,drug similarity,mean components,0.9463259914878556
CID000003154,drug similarity,mean components,0.8367636775085009
CID000005029,drug similarity,mean components,0.8552625491479027
CID000003823,drug similarity,mean components,0.7960247506328291
CID000003937,drug similarity,mean components,0.836760679893031
CID000003883,drug similarity,mean components,0.809919207606702
CID000004885,drug similarity,mean components,0.6222131860644297
CID000003961,drug similarity,mean components,0.8688766787756348
CID000060835,drug similarity,mean components,0.7740280163167331
CID000002622,drug similarity,mean components,0.6197126070513002
CID000004609,drug similarity,mean components,0.3448777782506056
CID003468412,drug similarity,mean components,0.8652632185865626
CID000060147,drug similarity,mean components,0.8171614854542335
CID000002244,drug similarity,mean components,0.739943292296635
CID000002806,drug similarity,mean components,0.8833571601388093
CID000003446,drug similarity,mean components,0.8662724551112795
CID000005352,drug similarity,mean components,0.7722792873528951
CID000004112,drug similarity,mean components,0.8182278275865894
CID000004635,drug similarity,mean components,0.8032054151089836
CID000002088,drug similarity,mean components,0.6592989562306728
CID000002311,drug similarity,mean components,0.7722394156961586
CID000000772,drug similarity,mean components,0.8734670255891872
CID000003672,drug similarity,mean components,0.8027983228372564
CID000004583,drug similarity,mean components,0.8929711144928418
CID000003639,drug similarity,mean components,0.786897123441252
CID000004585,drug similarity,mean components,0.7377959367629352
CID000003899,drug similarity,mean components,0.747817981922389
CID000004616,drug similarity,mean components,0.8770532062892231
CID000005064,drug similarity,mean components,0.858587350431008
CID000003929,drug similarity,mean components,0.8031587539526059
CID000051263,drug similarity,mean components,0.8248331258465568
CID000065999,drug similarity,mean components,0.9301582371014264
CID000083786,drug similarity,mean components,0.8968011428056423
CID000002524,drug similarity,mean components,0.9475852036893061
CID000003405,drug similarity,mean components,0.8049126877107584
CID000667490,drug similarity,mean components,0.9278819904183178
CID000003062,drug similarity,mean components,0.8958801533294913
CID000071616,drug similarity,mean components,0.8575580482753693
