epoch,runtime
1,121.36993789672852
2,121.04629778862
3,121.43429708480835
4,121.0532214641571
5,121.63101267814636
6,120.7267153263092
7,122.9505045413971
8,121.90072226524353
9,119.55897331237793
10,121.36318492889404
11,119.67640423774719
12,120.63600492477417
13,120.23408842086792
14,118.20833325386047
15,121.64370131492615
16,119.93313121795654
17,120.47823023796082
18,122.14960241317749
19,122.82470440864563
20,118.0725998878479
21,121.70438265800476
22,119.89101338386536
23,121.63212776184082
24,122.30244088172913
25,120.61600017547607
26,119.14014601707458
27,120.85323238372803
28,120.66146612167358
29,121.13780283927917
30,119.94901633262634
31,120.25181078910828
32,120.88322901725769
33,123.34707450866699
34,119.10382127761841
35,119.99331760406494
36,119.76869630813599
37,121.52635264396667
38,119.14720106124878
39,120.69079756736755
40,120.99008464813232
