epoch,runtime
1,109.51612639427185
2,110.63157606124878
3,109.88136291503906
4,110.26751375198364
5,110.29552030563354
6,109.76319122314453
7,110.38168096542358
8,110.21959137916565
9,110.6780891418457
10,110.46538472175598
11,110.12031579017639
12,110.460777759552
13,110.60542511940002
14,110.39021873474121
15,110.85795187950134
16,109.5188798904419
17,110.86561155319214
18,110.39800810813904
19,110.77563786506653
20,110.30753874778748
21,110.37198829650879
22,110.03053069114685
23,110.40611267089844
24,110.22258615493774
25,110.8821313381195
26,109.65940165519714
27,109.64558577537537
28,109.91899371147156
29,110.14569139480591
30,109.67659211158752
31,108.94973158836365
32,110.16007614135742
33,110.15291428565979
34,109.68546748161316
35,109.78188562393188
