drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.5696305705533303
CID000004829,drug similarity,mean components,0.564505797560098
CID000004140,drug similarity,mean components,0.5725244943535586
CID000002909,drug similarity,mean components,0.5485897762779304
CID000003676,drug similarity,mean components,0.5645190407028738
CID000003339,drug similarity,mean components,0.6092544512039735
CID000005656,drug similarity,mean components,0.6023387545851793
CID000000853,drug similarity,mean components,0.5392326636910202
CID000119607,drug similarity,mean components,0.44382596379095074
CID000004889,drug similarity,mean components,0.643553066349114
CID000003154,drug similarity,mean components,0.6173499684990871
CID000005029,drug similarity,mean components,0.6023067349874472
CID000003823,drug similarity,mean components,0.6190664307538406
CID000003937,drug similarity,mean components,0.5791010989318973
CID000003883,drug similarity,mean components,0.6219359685418535
CID000004885,drug similarity,mean components,0.5221663366359767
CID000003961,drug similarity,mean components,0.610031963250694
CID000060835,drug similarity,mean components,0.5052603636780675
CID000002622,drug similarity,mean components,0.6970483023737052
CID000004609,drug similarity,mean components,0.5386727773303422
CID003468412,drug similarity,mean components,0.5285830496978641
CID000060147,drug similarity,mean components,0.5511042464743549
CID000002244,drug similarity,mean components,0.47226505082831727
CID000002806,drug similarity,mean components,0.5553279026081183
CID000003446,drug similarity,mean components,0.5668655997266205
CID000005352,drug similarity,mean components,0.45525213522211483
CID000004112,drug similarity,mean components,0.5507811553785086
CID000004635,drug similarity,mean components,0.5439449928697602
CID000002088,drug similarity,mean components,0.4730729156504363
CID000002311,drug similarity,mean components,0.4549840422405991
CID000000772,drug similarity,mean components,0.43149627424106685
CID000003672,drug similarity,mean components,0.5797666644464702
CID000004583,drug similarity,mean components,0.6362225279502276
CID000003639,drug similarity,mean components,0.554375520711982
CID000004585,drug similarity,mean components,0.5604549275398318
CID000003899,drug similarity,mean components,0.5304438289885651
CID000004616,drug similarity,mean components,0.6576284277370552
CID000005064,drug similarity,mean components,0.5666920271051112
CID000003929,drug similarity,mean components,0.5823019207931461
CID000051263,drug similarity,mean components,0.6278648257074418
CID000065999,drug similarity,mean components,0.5914138547665174
CID000083786,drug similarity,mean components,0.545157809229451
CID000002524,drug similarity,mean components,0.6161412821978113
CID000003405,drug similarity,mean components,0.5178732361151475
CID000667490,drug similarity,mean components,0.627506179819085
CID000003062,drug similarity,mean components,0.5909880479192252
CID000071616,drug similarity,mean components,0.6077977378406209
CID000004091,drug similarity,mean components,0.5838250246633959
CID000005090,drug similarity,mean components,0.5339681357736465
CID000004170,drug similarity,mean components,0.5959689071375948
CID000005095,drug similarity,mean components,0.6378913226692082
CID000005291,drug similarity,mean components,0.4420332687929007
CID000019090,drug similarity,mean components,0.594264947490861
CID000002802,drug similarity,mean components,0.6473500152500685
CID000004900,drug similarity,mean components,0.6816251798986654
CID000002803,drug similarity,mean components,0.6510418846265006
CID000003365,drug similarity,mean components,0.5254002395503743
CID000000942,drug similarity,mean components,0.5440822541365423
CID000062924,drug similarity,mean components,0.5616570437522086
CID000001065,drug similarity,mean components,0.5737541792107212
CID000005512,drug similarity,mean components,0.5833997709110457
CID000041781,drug similarity,mean components,0.49417885655703575
CID000005039,drug similarity,mean components,0.44194064884736095
CID000004679,drug similarity,mean components,0.6686974011380119
CID000005523,drug similarity,mean components,0.6615153035024675
CID000002520,drug similarity,mean components,0.5739478271533224
CID000005038,drug similarity,mean components,0.6281877455971175
CID000005035,drug similarity,mean components,0.5051567331787599
CID000005426,drug similarity,mean components,0.5936424763667854
CID000002662,drug similarity,mean components,0.5879878840819528
CID000004873,drug similarity,mean components,0.5939313043928057
CID000005556,drug similarity,mean components,0.5477740236708246
CID000006691,drug similarity,mean components,0.5833094476025025
CID000002666,drug similarity,mean components,0.6492353436904795
CID000002749,drug similarity,mean components,0.4483068585419765
CID000004411,drug similarity,mean components,0.5676136598473539
CID000004748,drug similarity,mean components,0.6161219955910645
CID000005533,drug similarity,mean components,0.5212495770167958
CID004475485,drug similarity,mean components,0.5004110119262829
CID000003016,drug similarity,mean components,0.6267148945989589
CID000003379,drug similarity,mean components,0.5872128651107832
CID000005719,drug similarity,mean components,0.4407404661621115
CID000003440,drug similarity,mean components,0.5262611846690938
CID000003325,drug similarity,mean components,0.5533091401859754
CID000003403,drug similarity,mean components,0.47836240736515623
CID000002118,drug similarity,mean components,0.5130863762506019
CID000003382,drug similarity,mean components,0.5355955188946832
CID000003463,drug similarity,mean components,0.4424766091979373
CID000004510,drug similarity,mean components,0.5594719648525183
