drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.43692957140147626
CID000004829,drug similarity,mean components,0.5536561791374435
CID000004140,drug similarity,mean components,0.4712207833693065
CID000002909,drug similarity,mean components,0.5733081512328831
CID000003676,drug similarity,mean components,0.6147501706315361
CID000003339,drug similarity,mean components,0.5581786513295387
CID000005656,drug similarity,mean components,0.5559536579699675
CID000000853,drug similarity,mean components,0.4887489392130342
CID000119607,drug similarity,mean components,0.506074508050566
CID000004889,drug similarity,mean components,0.636150558831773
CID000003154,drug similarity,mean components,0.4345043919947289
CID000005029,drug similarity,mean components,0.5858665460439134
CID000003823,drug similarity,mean components,0.5621419782709727
CID000003937,drug similarity,mean components,0.47034195220102615
CID000003883,drug similarity,mean components,0.5629900047237946
CID000004885,drug similarity,mean components,0.4943347091444026
CID000003961,drug similarity,mean components,0.6361040471167894
CID000060835,drug similarity,mean components,0.5528014453423866
CID000002622,drug similarity,mean components,0.6019600005388601
CID000004609,drug similarity,mean components,0.5161208364504603
CID003468412,drug similarity,mean components,0.6023097713198571
CID000060147,drug similarity,mean components,0.4243721671068048
CID000002244,drug similarity,mean components,0.5334601724302226
CID000002806,drug similarity,mean components,0.4604129799952338
CID000003446,drug similarity,mean components,0.5522034929818129
CID000005352,drug similarity,mean components,0.5195191160906083
CID000004112,drug similarity,mean components,0.45546302244681613
CID000004635,drug similarity,mean components,0.41639971009019483
CID000002088,drug similarity,mean components,0.409221479801704
CID000002311,drug similarity,mean components,0.5238616889693385
CID000000772,drug similarity,mean components,0.39968084961718486
CID000003672,drug similarity,mean components,0.582765254628292
CID000004583,drug similarity,mean components,0.4540689367101862
CID000003639,drug similarity,mean components,0.5362428409142449
CID000004585,drug similarity,mean components,0.4761735965887133
CID000003899,drug similarity,mean components,0.5849183607624717
CID000004616,drug similarity,mean components,0.593001470983809
CID000005064,drug similarity,mean components,0.5119095472622871
CID000003929,drug similarity,mean components,0.48522247902471194
CID000051263,drug similarity,mean components,0.611084352242687
CID000065999,drug similarity,mean components,0.5658652638694397
CID000083786,drug similarity,mean components,0.38230780353390714
CID000002524,drug similarity,mean components,0.5195897069633449
CID000003405,drug similarity,mean components,0.48411863852695247
CID000667490,drug similarity,mean components,0.5685714415296018
CID000003062,drug similarity,mean components,0.4470037669104897
CID000071616,drug similarity,mean components,0.5960201469557769
