epoch,runtime
1,777.2642502784729
2,776.609349489212
3,772.0872955322266
4,778.9079356193542
5,777.8053126335144
6,791.5758483409882
7,768.3832440376282
8,774.5126831531525
9,775.7635521888733
10,793.1640858650208
11,797.0688419342041
12,786.3088393211365
13,778.9568974971771
14,788.0482184886932
15,788.2908596992493
16,787.7212674617767
17,771.1309480667114
18,765.6036741733551
19,772.7508790493011
20,772.3676288127899
21,759.3107810020447
22,766.9531393051147
23,766.4004921913147
24,761.4544343948364
25,754.9979643821716
26,760.8428537845612
27,776.1423206329346
28,773.9757564067841
29,771.4818913936615
30,759.439935207367
31,760.5349812507629
32,773.1264517307281
33,777.2324533462524
34,765.174143075943
35,763.7538268566132
