drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4033990433815827
CID000004829,drug similarity,mean components,0.459559185953349
CID000004140,drug similarity,mean components,0.5340899587924689
CID000002909,drug similarity,mean components,0.31756415889951817
CID000003676,drug similarity,mean components,0.43668396366076123
CID000003339,drug similarity,mean components,0.5316632327424944
CID000005656,drug similarity,mean components,0.5020942040162975
CID000000853,drug similarity,mean components,0.4917920490534726
CID000119607,drug similarity,mean components,0.4381005762452024
CID000004889,drug similarity,mean components,0.4697398525416605
CID000003154,drug similarity,mean components,0.5977326046354906
CID000005029,drug similarity,mean components,0.5403437598264241
CID000003823,drug similarity,mean components,0.5671033660807102
CID000003937,drug similarity,mean components,0.465653197976053
CID000003883,drug similarity,mean components,0.46557382773220035
CID000004885,drug similarity,mean components,0.4970303611786473
CID000003961,drug similarity,mean components,0.4982535951841175
CID000060835,drug similarity,mean components,0.37927966132602675
CID000002622,drug similarity,mean components,0.5493821055910755
CID000004609,drug similarity,mean components,0.4878629446788725
CID003468412,drug similarity,mean components,0.49667221040356024
CID000060147,drug similarity,mean components,0.48071193340044927
CID000002244,drug similarity,mean components,0.44752252584024377
CID000002806,drug similarity,mean components,0.4777513761100086
CID000003446,drug similarity,mean components,0.39915857612729155
CID000005352,drug similarity,mean components,0.6056503228145526
CID000004112,drug similarity,mean components,0.43003262937643294
CID000004635,drug similarity,mean components,0.38244887155463825
CID000002088,drug similarity,mean components,0.4269533516790017
CID000002311,drug similarity,mean components,0.4833549404053674
CID000000772,drug similarity,mean components,0.3674393959817792
CID000003672,drug similarity,mean components,0.4406073073462029
CID000004583,drug similarity,mean components,0.5540867437399072
CID000003639,drug similarity,mean components,0.46352916626612695
CID000004585,drug similarity,mean components,0.5480619857801539
CID000003899,drug similarity,mean components,0.4802292204385149
CID000004616,drug similarity,mean components,0.46295397760308155
CID000005064,drug similarity,mean components,0.32672468279060096
CID000003929,drug similarity,mean components,0.5644898375204875
CID000051263,drug similarity,mean components,0.5964540152208762
CID000065999,drug similarity,mean components,0.611361507705439
CID000083786,drug similarity,mean components,0.4023272191196827
CID000002524,drug similarity,mean components,0.41583125086040096
CID000003405,drug similarity,mean components,0.4518344713492761
CID000667490,drug similarity,mean components,0.5487365706979022
CID000003062,drug similarity,mean components,0.30734710635218776
CID000071616,drug similarity,mean components,0.5345096154653366
CID000004091,drug similarity,mean components,0.388954311607037
CID000005090,drug similarity,mean components,0.44322068280689186
CID000004170,drug similarity,mean components,0.6241451223006445
CID000005095,drug similarity,mean components,0.5527636291017053
CID000005291,drug similarity,mean components,0.617869975033568
CID000019090,drug similarity,mean components,0.49455767578721055
CID000002802,drug similarity,mean components,0.4174299329822051
CID000004900,drug similarity,mean components,0.44952534871328764
CID000002803,drug similarity,mean components,0.47355599854841834
CID000003365,drug similarity,mean components,0.4221159843903567
CID000000942,drug similarity,mean components,0.5244822638196108
CID000062924,drug similarity,mean components,0.5233320442222793
CID000001065,drug similarity,mean components,0.4871092307344411
CID000005512,drug similarity,mean components,0.4629099232029974
CID000041781,drug similarity,mean components,0.5555952541400799
CID000005039,drug similarity,mean components,0.28919286314279025
CID000004679,drug similarity,mean components,0.3775328354450821
CID000005523,drug similarity,mean components,0.4955211200430545
CID000002520,drug similarity,mean components,0.4529158548107056
CID000005038,drug similarity,mean components,0.45097007764391006
CID000005035,drug similarity,mean components,0.5312343170130679
CID000005426,drug similarity,mean components,0.46164441643630316
CID000002662,drug similarity,mean components,0.35757220842736914
CID000004873,drug similarity,mean components,0.45435083769438633
CID000005556,drug similarity,mean components,0.45406949105645356
CID000006691,drug similarity,mean components,0.3953693377424061
CID000002666,drug similarity,mean components,0.510629768012755
CID000002749,drug similarity,mean components,0.5245817199102946
CID000004411,drug similarity,mean components,0.517618322971327
CID000004748,drug similarity,mean components,0.6632017086045784
CID000005533,drug similarity,mean components,0.5666391214093437
CID004475485,drug similarity,mean components,0.537717850075461
CID000003016,drug similarity,mean components,0.5295827987090215
CID000003379,drug similarity,mean components,0.5236394778854386
CID000005719,drug similarity,mean components,0.5925649823049884
CID000003440,drug similarity,mean components,0.529941830845086
CID000003325,drug similarity,mean components,0.4790745469905928
CID000003403,drug similarity,mean components,0.5602893324878059
CID000002118,drug similarity,mean components,0.48269932178160824
CID000003382,drug similarity,mean components,0.5465348654865981
CID000003463,drug similarity,mean components,0.4247698210039982
CID000004510,drug similarity,mean components,0.3497329236703066
CID000004058,drug similarity,mean components,0.5639551667582454
CID000004171,drug similarity,mean components,0.4317606904566649
CID000005647,drug similarity,mean components,0.40996902632706467
CID000003308,drug similarity,mean components,0.5765259648512885
CID000004173,drug similarity,mean components,0.4519886817848131
CID000000450,drug similarity,mean components,0.4777033594509055
CID000060854,drug similarity,mean components,0.6569935639932993
CID000002895,drug similarity,mean components,0.5683173762205606
CID000005650,drug similarity,mean components,0.44216306525951654
CID000028112,drug similarity,mean components,0.43357481041993795
CID000004927,drug similarity,mean components,0.452910989276619
CID000003784,drug similarity,mean components,0.5363827702069288
CID000005402,drug similarity,mean components,0.6115775051520476
CID000005732,drug similarity,mean components,0.49434809395241697
CID000003958,drug similarity,mean components,0.45591108253979873
CID000005487,drug similarity,mean components,0.5783093223524328
CID000002022,drug similarity,mean components,0.42059895181360063
CID000003345,drug similarity,mean components,0.4200237980908471
