epoch,runtime
1,265.19388222694397
2,259.0141005516052
3,256.42283821105957
4,253.37419295310974
5,254.92089557647705
6,246.57070803642273
7,258.63277673721313
8,246.50730633735657
9,252.7315378189087
10,253.80254364013672
11,249.29044246673584
12,247.41047310829163
13,251.76357889175415
14,257.6658389568329
15,249.63434839248657
16,255.20030784606934
17,252.10879921913147
18,250.370023727417
19,254.37634897232056
20,257.4925310611725
21,252.21579504013062
22,252.18950128555298
23,252.81784319877625
24,256.88523292541504
25,256.0885362625122
26,252.9203655719757
27,247.84107613563538
28,256.18235087394714
29,249.37378120422363
30,252.36790657043457
31,252.05724024772644
32,257.07108521461487
33,256.1358115673065
34,250.71228981018066
35,252.00334453582764
36,245.84831976890564
37,254.07140183448792
38,249.04297161102295
39,254.45056223869324
40,254.61749410629272
41,259.43551230430603
42,250.19098806381226
43,255.1893129348755
44,251.94318270683289
45,255.76169419288635
46,255.08267092704773
47,257.09493112564087
48,253.1368851661682
49,247.84009075164795
50,253.65331840515137
51,255.30772614479065
52,253.58124327659607
53,253.9364287853241
54,250.07945275306702
55,246.87318062782288
