,side_effect,fake_triple_component,AUROC,AUPRC,AP50
0,C0000731,head,0.5,0.4999999999999999,0.2759122624945266
1,C0000731,tail,0.5,0.4999999999999999,0.2759122624945266
2,C0000731,both,0.5,0.4999999999999999,0.2759122624945266
3,C0000737,head,0.6770324098727694,0.6679257480300606,0.6445369989466299
4,C0000737,tail,0.7029663291869925,0.6967023093920155,0.5995571887237092
5,C0000737,both,0.5447962108963997,0.5282523964595818,0.18061378644248
6,C0000768,head,0.8346101081717636,0.8096094228470969,0.8112068127735309
7,C0000768,tail,0.8496643154584856,0.8183918208648071,0.8285753829946766
8,C0000768,both,0.5760540980223142,0.5723108597574791,0.4679539387875678
9,C0000786,head,0.7999639655871357,0.7901468824994123,0.7663540494655865
10,C0000786,tail,0.8816269537408226,0.8711458605144017,0.8876926526210848
11,C0000786,both,0.6130804918697356,0.5881967476958261,0.3612718837860288
12,C0000833,head,0.8201179504642754,0.7962438702349056,0.883350476859505
13,C0000833,tail,0.8770586563884774,0.8469879476177112,0.7962260718094449
14,C0000833,both,0.5630692281163714,0.5567531773173806,0.4153223654508126
15,C0001122,head,0.7886163360719901,0.7656817958394903,0.8858418598889604
16,C0001122,tail,0.8475312479439934,0.818472638883013,0.9223239875539252
17,C0001122,both,0.537789569651798,0.5223168794420621,0.2898697797305163
18,C0001126,head,0.817319921378194,0.804775058063812,0.7627317607064191
19,C0001126,tail,0.8451844143831657,0.8196945445038679,0.7303055050624299
20,C0001126,both,0.5383281304197017,0.5460620868599357,0.3238203486372674
21,C0001339,head,0.8340416585721547,0.8012184381143028,0.7941229346238999
22,C0001339,tail,0.8557198704523259,0.8217543172899671,0.7601595686191389
23,C0001339,both,0.6072294414919804,0.5827297109964977,0.3577058269233483
24,C0001418,head,0.8170790557350797,0.7842231175254707,0.7916352614675054
25,C0001418,tail,0.8645854185135405,0.8187977734172962,0.7881841251102153
26,C0001418,both,0.5818528553861992,0.577405731106464,0.4996199313910204
27,C0001430,head,0.8761150867562003,0.8660126663437895,0.9380076456691472
28,C0001430,tail,0.8982697774727968,0.870790812540431,0.8846346579573015
29,C0001430,both,0.6238604058425645,0.6221677103225298,0.5544966013834199
30,C0001546,head,0.8086214077467722,0.7526205148532807,0.6224303234744333
31,C0001546,tail,0.9236776343190336,0.9170583504446452,0.9033265601857609
32,C0001546,both,0.6128696376509788,0.6244974450004706,0.4431497202509659
33,C0001623,head,0.8434390285039636,0.8194368784793964,0.8298478710157252
34,C0001623,tail,0.8619708213864058,0.836105998283232,0.8697058194910483
35,C0001623,both,0.5832771124978917,0.5866902636166322,0.5004011984124009
36,C0001818,head,0.8390309155766945,0.8227977445042142,0.8383764564379034
37,C0001818,tail,0.922934007134364,0.912190415348294,0.9035031274103054
38,C0001818,both,0.6710017835909632,0.6380384009225508,0.4801640451074637
39,C0001824,head,0.7876015372521619,0.7547395722788883,0.7148960176358266
40,C0001824,tail,0.8454613940082103,0.8154595780943845,0.8967529606100868
41,C0001824,both,0.5180692636911521,0.5128768422022578,0.3197424979447319
42,C0001948,head,0.8461314329420049,0.8213330967657523,0.8045085241949181
43,C0001948,tail,0.8532579004237031,0.8320559329635939,0.8448346197365464
44,C0001948,both,0.5780087168716387,0.5707282051715641,0.4169748377165435
45,C0001969,head,0.8524390793207512,0.8264995160294522,0.7928839739407698
46,C0001969,tail,0.8596459618936084,0.8299950502523126,0.7815758545299047
47,C0001969,both,0.5711004008828431,0.5498612758028776,0.3298431748591154
48,C0002064,head,0.8519834710743802,0.824288364830499,0.7809331422947831
49,C0002064,tail,0.8821487603305785,0.8717375569108452,0.8397825722376183
50,C0002064,both,0.5097520661157025,0.4988643745999822,0.1971384217704676
51,C0002103,head,0.8736668175645087,0.8486946665513967,0.9165840146946976
52,C0002103,tail,0.903349932095971,0.885260361342314,0.9533515216137484
53,C0002103,both,0.6050611136260751,0.6043504633686969,0.6339495367999769
54,C0002170,head,0.8035954942611352,0.7694338310584239,0.8110000940735074
55,C0002170,tail,0.8697973989802564,0.8372367720747933,0.8053045752909448
56,C0002170,both,0.6017160441140137,0.5800041639108273,0.3954592517558578
57,C0002390,head,0.8400756143667297,0.7865802984725345,0.6835639640476585
58,C0002390,tail,0.8878638941398865,0.8791417110293995,0.9072658183209482
59,C0002390,both,0.6325897920604915,0.6617163392580275,0.6383879041376115
60,C0002453,head,0.8855242768595041,0.8724286375024476,0.9300050633521638
61,C0002453,tail,0.8955320247933884,0.8675790666914305,0.8424504688811747
62,C0002453,both,0.6592200413223139,0.6593491854766431,0.6014242555794999
63,C0002622,head,0.8153810170514562,0.7806379089159806,0.8657040857677337
64,C0002622,tail,0.8664378049393893,0.8309530240633842,0.722682011572873
65,C0002622,both,0.603057190282179,0.5797425495955972,0.3574122705482754
66,C0002726,head,0.8285147392290249,0.8045274993329448,0.7050456464182389
67,C0002726,tail,0.923185941043084,0.9123563149826064,0.8795333127391494
68,C0002726,both,0.5721371882086168,0.56872240463508,0.3677246360600494
69,C0002736,head,0.90078125,0.8686069797898902,0.7923251675272062
70,C0002736,tail,0.92015625,0.9165877986291978,0.9141669946507558
71,C0002736,both,0.66609375,0.6274076900164147,0.4115581949389788
72,C0002792,head,0.7988537776501005,0.7801864348576797,0.9174375089827432
73,C0002792,tail,0.8553490376328641,0.8023917041490098,0.6427451271563875
