drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.5604737028228461
CID000004829,drug similarity,mean components,0.5906882234385312
CID000004140,drug similarity,mean components,0.5215453952242507
CID000002909,drug similarity,mean components,0.49276761542664405
CID000003676,drug similarity,mean components,0.485080601086356
CID000003339,drug similarity,mean components,0.6346989605125098
CID000005656,drug similarity,mean components,0.6287075390990152
CID000000853,drug similarity,mean components,0.5963795292200443
CID000119607,drug similarity,mean components,0.5300348356115948
CID000004889,drug similarity,mean components,0.6182840137258603
CID000003154,drug similarity,mean components,0.5813806751878656
CID000005029,drug similarity,mean components,0.5976215239544654
CID000003823,drug similarity,mean components,0.631515185415908
CID000003937,drug similarity,mean components,0.5134571711262406
CID000003883,drug similarity,mean components,0.6344861537659685
CID000004885,drug similarity,mean components,0.5476661584889515
CID000003961,drug similarity,mean components,0.6370902068062446
CID000060835,drug similarity,mean components,0.5722433157617949
CID000002622,drug similarity,mean components,0.634685943831573
CID000004609,drug similarity,mean components,0.5785301835655158
CID003468412,drug similarity,mean components,0.5778555378768097
CID000060147,drug similarity,mean components,0.5559871108375211
CID000002244,drug similarity,mean components,0.45851087287354964
CID000002806,drug similarity,mean components,0.5108482267609268
CID000003446,drug similarity,mean components,0.4653358147999196
CID000005352,drug similarity,mean components,0.5533651811923266
CID000004112,drug similarity,mean components,0.5715102062214336
CID000004635,drug similarity,mean components,0.5594171732914399
CID000002088,drug similarity,mean components,0.4601069935305092
CID000002311,drug similarity,mean components,0.5513328975358763
CID000000772,drug similarity,mean components,0.4184959749025976
CID000003672,drug similarity,mean components,0.4818653759812541
CID000004583,drug similarity,mean components,0.572210284726784
CID000003639,drug similarity,mean components,0.6351298915341287
CID000004585,drug similarity,mean components,0.6275916872965215
CID000003899,drug similarity,mean components,0.5304367325192522
CID000004616,drug similarity,mean components,0.5557081854895526
CID000005064,drug similarity,mean components,0.445185663511948
CID000003929,drug similarity,mean components,0.5275154663241197
CID000051263,drug similarity,mean components,0.6117456038249274
CID000065999,drug similarity,mean components,0.6432824297610769
CID000083786,drug similarity,mean components,0.45775044898571493
CID000002524,drug similarity,mean components,0.5110632547286671
CID000003405,drug similarity,mean components,0.4970572415715868
CID000667490,drug similarity,mean components,0.5653644977506324
CID000003062,drug similarity,mean components,0.4157495162643525
CID000071616,drug similarity,mean components,0.5580967188540465
CID000004091,drug similarity,mean components,0.36333727103902924
CID000005090,drug similarity,mean components,0.6154436407132133
CID000004170,drug similarity,mean components,0.6062153602727749
CID000005095,drug similarity,mean components,0.6392345004788108
CID000005291,drug similarity,mean components,0.6222068495242505
CID000019090,drug similarity,mean components,0.518789964636417
CID000002802,drug similarity,mean components,0.5327406442194996
CID000004900,drug similarity,mean components,0.645611401059036
CID000002803,drug similarity,mean components,0.536825244818173
CID000003365,drug similarity,mean components,0.436057182044127
CID000000942,drug similarity,mean components,0.5838894023484501
CID000062924,drug similarity,mean components,0.5149417981813296
CID000001065,drug similarity,mean components,0.5027338215047182
CID000005512,drug similarity,mean components,0.6032853534118147
CID000041781,drug similarity,mean components,0.5428106024209303
CID000005039,drug similarity,mean components,0.4057107567456609
CID000004679,drug similarity,mean components,0.5714154665561194
CID000005523,drug similarity,mean components,0.6408981932107013
CID000002520,drug similarity,mean components,0.4199046100666306
CID000005038,drug similarity,mean components,0.5628597268203792
