drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.36443520712775324
CID000004829,drug similarity,mean components,0.3501241986406336
CID000004140,drug similarity,mean components,0.5297620319667229
CID000002909,drug similarity,mean components,0.38842606502805954
CID000003676,drug similarity,mean components,0.3896880808565588
CID000003339,drug similarity,mean components,0.37131813836744
CID000005656,drug similarity,mean components,0.3032358551160774
CID000000853,drug similarity,mean components,0.41877972426277255
CID000119607,drug similarity,mean components,0.2910824719213052
CID000004889,drug similarity,mean components,0.4728636435267728
CID000003154,drug similarity,mean components,0.4455599084355124
CID000005029,drug similarity,mean components,0.4292438227035995
CID000003823,drug similarity,mean components,0.4460070859680285
CID000003937,drug similarity,mean components,0.2553032970679652
CID000003883,drug similarity,mean components,0.44130562786683813
CID000004885,drug similarity,mean components,0.3072447367631842
CID000003961,drug similarity,mean components,0.4761196023212425
CID000060835,drug similarity,mean components,0.4120920772769938
CID000002622,drug similarity,mean components,0.5360279870340291
CID000004609,drug similarity,mean components,0.47629951809892557
CID003468412,drug similarity,mean components,0.3975430617942516
CID000060147,drug similarity,mean components,0.41055974896704617
CID000002244,drug similarity,mean components,0.33237385913809336
CID000002806,drug similarity,mean components,0.42509043029434923
CID000003446,drug similarity,mean components,0.3229535546336504
CID000005352,drug similarity,mean components,0.5008822775767656
CID000004112,drug similarity,mean components,0.27979304101330893
CID000004635,drug similarity,mean components,0.40380379458706506
CID000002088,drug similarity,mean components,0.2589424827902349
CID000002311,drug similarity,mean components,0.40537685434582715
CID000000772,drug similarity,mean components,0.32127704843808713
CID000003672,drug similarity,mean components,0.27895989450705405
CID000004583,drug similarity,mean components,0.4063636063533378
CID000003639,drug similarity,mean components,0.28987675254251255
CID000004585,drug similarity,mean components,0.4011869567611295
CID000003899,drug similarity,mean components,0.4485123152802244
CID000004616,drug similarity,mean components,0.5176518419619536
CID000005064,drug similarity,mean components,0.48758065004462936
CID000003929,drug similarity,mean components,0.4944855834799172
CID000051263,drug similarity,mean components,0.675800111905054
