drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.55852371963846
CID000004829,drug similarity,mean components,0.4974263155633596
CID000004140,drug similarity,mean components,0.5695581813866974
CID000002909,drug similarity,mean components,0.5206652047563507
CID000003676,drug similarity,mean components,0.4533779261311244
CID000003339,drug similarity,mean components,0.5403850898903669
CID000005656,drug similarity,mean components,0.6309728888473538
CID000000853,drug similarity,mean components,0.5723680889300166
CID000119607,drug similarity,mean components,0.4331569600970906
CID000004889,drug similarity,mean components,0.565141418639607
CID000003154,drug similarity,mean components,0.5860956739831784
CID000005029,drug similarity,mean components,0.6734269072346659
CID000003823,drug similarity,mean components,0.6491127468324008
CID000003937,drug similarity,mean components,0.5476178122816666
CID000003883,drug similarity,mean components,0.6517829580339815
CID000004885,drug similarity,mean components,0.46825987518074685
CID000003961,drug similarity,mean components,0.6163423997127099
CID000060835,drug similarity,mean components,0.5757519238038492
CID000002622,drug similarity,mean components,0.5122369264014687
CID000004609,drug similarity,mean components,0.42315800090825406
CID003468412,drug similarity,mean components,0.49142746952945626
CID000060147,drug similarity,mean components,0.40305147450060097
CID000002244,drug similarity,mean components,0.409305259081141
CID000002806,drug similarity,mean components,0.5059726245491168
CID000003446,drug similarity,mean components,0.5390536799914577
CID000005352,drug similarity,mean components,0.41258203242528635
CID000004112,drug similarity,mean components,0.520033366697036
CID000004635,drug similarity,mean components,0.47797378829921744
CID000002088,drug similarity,mean components,0.4482157913662288
CID000002311,drug similarity,mean components,0.5166227374159342
CID000000772,drug similarity,mean components,0.31185914690074645
CID000003672,drug similarity,mean components,0.5295229374629062
CID000004583,drug similarity,mean components,0.7151039008155378
CID000003639,drug similarity,mean components,0.40237543769741246
CID000004585,drug similarity,mean components,0.5752868946256147
CID000003899,drug similarity,mean components,0.5124309381610556
CID000004616,drug similarity,mean components,0.4654162428211668
CID000005064,drug similarity,mean components,0.5091678946853985
CID000003929,drug similarity,mean components,0.518919499516191
CID000051263,drug similarity,mean components,0.60699053792847
CID000065999,drug similarity,mean components,0.48740136723575267
CID000083786,drug similarity,mean components,0.42581323355529754
CID000002524,drug similarity,mean components,0.5773154824446618
CID000003405,drug similarity,mean components,0.5668196573801639
CID000667490,drug similarity,mean components,0.5297375356210163
CID000003062,drug similarity,mean components,0.5657603387347051
