drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4384255681808449
CID000004829,drug similarity,mean components,0.43584002573692127
CID000004140,drug similarity,mean components,0.5072392476234518
CID000002909,drug similarity,mean components,0.5002801157639812
CID000003676,drug similarity,mean components,0.5554012543069963
CID000003339,drug similarity,mean components,0.46674723635216875
CID000005656,drug similarity,mean components,0.5042326764426073
CID000000853,drug similarity,mean components,0.3619948901496961
CID000119607,drug similarity,mean components,0.46495236615235336
CID000004889,drug similarity,mean components,0.5835357163074137
CID000003154,drug similarity,mean components,0.4851721330929937
CID000005029,drug similarity,mean components,0.579592133389413
CID000003823,drug similarity,mean components,0.5140469153442865
CID000003937,drug similarity,mean components,0.4457062080424413
CID000003883,drug similarity,mean components,0.5527258660582952
CID000004885,drug similarity,mean components,0.4679695050246202
CID000003961,drug similarity,mean components,0.551357146121453
CID000060835,drug similarity,mean components,0.4898901281550554
CID000002622,drug similarity,mean components,0.5718027703889885
CID000004609,drug similarity,mean components,0.4867307868599029
CID003468412,drug similarity,mean components,0.5598138753319101
CID000060147,drug similarity,mean components,0.4283558327248187
CID000002244,drug similarity,mean components,0.47633142278664964
CID000002806,drug similarity,mean components,0.4630834148230135
CID000003446,drug similarity,mean components,0.4386624213977872
CID000005352,drug similarity,mean components,0.43516991740826727
CID000004112,drug similarity,mean components,0.48172956285648105
CID000004635,drug similarity,mean components,0.3561682616579622
CID000002088,drug similarity,mean components,0.34798305131812235
CID000002311,drug similarity,mean components,0.48371500902129183
CID000000772,drug similarity,mean components,0.3663000858329035
CID000003672,drug similarity,mean components,0.49282414041401834
CID000004583,drug similarity,mean components,0.44138751423201905
CID000003639,drug similarity,mean components,0.4539214901554609
CID000004585,drug similarity,mean components,0.46404172110231956
CID000003899,drug similarity,mean components,0.5012432793766569
CID000004616,drug similarity,mean components,0.5720014568934366
CID000005064,drug similarity,mean components,0.4489925997322022
CID000003929,drug similarity,mean components,0.5209628526279763
CID000051263,drug similarity,mean components,0.5810107659474643
CID000065999,drug similarity,mean components,0.5247148849758025
CID000083786,drug similarity,mean components,0.4227759699163358
CID000002524,drug similarity,mean components,0.5218306564431299
CID000003405,drug similarity,mean components,0.43703165184978066
CID000667490,drug similarity,mean components,0.5879683053298684
CID000003062,drug similarity,mean components,0.42089396167745796
CID000071616,drug similarity,mean components,0.567655703024451
CID000004091,drug similarity,mean components,0.40913157398407285
