epoch,runtime
1,590.4349391460419
2,602.7277023792267
3,597.9505603313446
4,601.3885056972504
5,599.6828782558441
6,597.4679021835327
7,594.8904201984406
8,606.3588812351227
9,610.1150660514832
10,600.5789864063263
11,600.8196558952332
12,607.5710253715515
13,602.3291108608246
14,598.4793996810913
15,600.188056230545
16,591.0367093086243
17,599.8952951431274
18,599.4766039848328
19,604.5574674606323
20,602.5667355060577
21,601.587080001831
22,604.2639513015747
23,612.654985666275
24,601.4588797092438
25,603.593985080719
26,602.9775958061218
27,605.5124719142914
28,603.9071624279022
29,601.4653105735779
30,606.2624273300171
31,597.4476974010468
32,589.883782863617
33,593.3272292613983
34,594.0913116931915
35,607.1431052684784
36,590.787029504776
37,598.4393200874329
38,605.3364288806915
39,601.2021508216858
40,600.5694744586945
41,598.9114592075348
42,596.0541527271271
43,605.1364243030548
44,595.5994477272034
45,592.5448977947235
46,590.8678092956543
47,593.5037884712219
48,586.833025932312
49,602.3576333522797
50,599.4782977104187
51,603.3006267547607
52,606.2372233867645
53,597.2884838581085
54,596.0042090415955
55,597.3463287353516
56,610.9856612682343
57,601.5354089736938
58,604.9516749382019
59,599.8851535320282
60,595.7852296829224
61,601.2102165222168
62,597.815194606781
63,597.869223356247
64,595.1492760181427
65,601.5578684806824
66,602.7474839687347
67,601.2194244861603
68,609.2713956832886
69,597.7039630413055
70,598.6284286975861
71,605.3331384658813
72,601.144100189209
73,591.5662755966187
74,604.1254885196686
75,592.3937432765961
76,601.7001819610596
77,605.3339014053345
78,601.8685109615326
79,603.0153949260712
80,604.8092069625854
81,603.174378156662
82,607.1771187782288
83,604.2124011516571
84,598.2154598236084
85,592.4516582489014
86,599.0394501686096
87,591.4861710071564
88,600.3856973648071
89,610.1955993175507
90,600.4846618175507
91,607.0346839427948
92,602.9824669361115
93,602.985641002655
94,591.9575655460358
95,595.6016311645508
96,608.4568319320679
97,606.4720911979675
98,607.3678348064423
99,607.9724369049072
100,601.8286545276642
