drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.6620832684665254
CID000004829,drug similarity,mean components,0.6410962772155296
CID000004140,drug similarity,mean components,0.571600576435722
CID000002909,drug similarity,mean components,0.4995173248870307
CID000003676,drug similarity,mean components,0.4740173102330525
CID000003339,drug similarity,mean components,0.6254363181571537
CID000005656,drug similarity,mean components,0.6832729745376515
CID000000853,drug similarity,mean components,0.5149045537746475
CID000119607,drug similarity,mean components,0.6213834024973802
CID000004889,drug similarity,mean components,0.6914850805067865
CID000003154,drug similarity,mean components,0.5597972397591428
CID000005029,drug similarity,mean components,0.6785379256931018
CID000003823,drug similarity,mean components,0.5336646395843008
CID000003937,drug similarity,mean components,0.6717058946477666
CID000003883,drug similarity,mean components,0.7537618981319288
CID000004885,drug similarity,mean components,0.5698874437673281
CID000003961,drug similarity,mean components,0.6730217422266896
CID000060835,drug similarity,mean components,0.6783387014643226
CID000002622,drug similarity,mean components,0.6856618390666834
CID000004609,drug similarity,mean components,0.6150592496637676
CID003468412,drug similarity,mean components,0.5516515665905704
CID000060147,drug similarity,mean components,0.5892787484550963
CID000002244,drug similarity,mean components,0.535764271490096
CID000002806,drug similarity,mean components,0.5245172062228667
CID000003446,drug similarity,mean components,0.6320834874627785
CID000005352,drug similarity,mean components,0.5766671039071768
CID000004112,drug similarity,mean components,0.6093558859687874
CID000004635,drug similarity,mean components,0.5719069544844595
CID000002088,drug similarity,mean components,0.5673915430746888
CID000002311,drug similarity,mean components,0.5739623325711717
CID000000772,drug similarity,mean components,0.36544123244188753
CID000003672,drug similarity,mean components,0.578459766851737
CID000004583,drug similarity,mean components,0.6240426860731413
CID000003639,drug similarity,mean components,0.681092262108682
CID000004585,drug similarity,mean components,0.7293943492017975
CID000003899,drug similarity,mean components,0.6072387054960254
CID000004616,drug similarity,mean components,0.5657364104995752
CID000005064,drug similarity,mean components,0.4855850293221462
CID000003929,drug similarity,mean components,0.48125233414285185
CID000051263,drug similarity,mean components,0.5826246231373243
CID000065999,drug similarity,mean components,0.5817650201599963
CID000083786,drug similarity,mean components,0.5731466531525805
CID000002524,drug similarity,mean components,0.5669065416538916
CID000003405,drug similarity,mean components,0.5801082484115612
CID000667490,drug similarity,mean components,0.570295423309311
CID000003062,drug similarity,mean components,0.39113452213554933
CID000071616,drug similarity,mean components,0.5322062169793821
CID000004091,drug similarity,mean components,0.4693046080795975
CID000005090,drug similarity,mean components,0.7402290627093139
CID000004170,drug similarity,mean components,0.5802397456660828
CID000005095,drug similarity,mean components,0.636063471586115
CID000005291,drug similarity,mean components,0.6550942910314177
CID000019090,drug similarity,mean components,0.604535611819653
CID000002802,drug similarity,mean components,0.578726056141501
CID000004900,drug similarity,mean components,0.7647813051275241
CID000002803,drug similarity,mean components,0.7054453590843376
CID000003365,drug similarity,mean components,0.5788648363798463
CID000000942,drug similarity,mean components,0.6640706280693217
CID000062924,drug similarity,mean components,0.5843262407534654
CID000001065,drug similarity,mean components,0.5120376316951814
CID000005512,drug similarity,mean components,0.6251358642113957
CID000041781,drug similarity,mean components,0.5011606595547002
CID000005039,drug similarity,mean components,0.5994330936490876
CID000004679,drug similarity,mean components,0.761792773311187
CID000005523,drug similarity,mean components,0.6300918559964901
CID000002520,drug similarity,mean components,0.3871172216339793
CID000005038,drug similarity,mean components,0.6007031604824158
CID000005035,drug similarity,mean components,0.6234001824743909
CID000005426,drug similarity,mean components,0.6918983524497674
CID000002662,drug similarity,mean components,0.4742309282800141
CID000004873,drug similarity,mean components,0.6238680167331613
CID000005556,drug similarity,mean components,0.5740060192476248
CID000006691,drug similarity,mean components,0.5971924416204395
CID000002666,drug similarity,mean components,0.6792146619943695
CID000002749,drug similarity,mean components,0.4972176703853517
CID000004411,drug similarity,mean components,0.630346965208451
CID000004748,drug similarity,mean components,0.542603633580152
CID000005533,drug similarity,mean components,0.6465259835424814
CID004475485,drug similarity,mean components,0.4267424658655935
CID000003016,drug similarity,mean components,0.6447707230857211
CID000003379,drug similarity,mean components,0.4492765385136993
CID000005719,drug similarity,mean components,0.5809602077468707
CID000003440,drug similarity,mean components,0.5976472693677228
CID000003325,drug similarity,mean components,0.6063604943996652
CID000003403,drug similarity,mean components,0.5738357401309173
CID000002118,drug similarity,mean components,0.528971293711805
CID000003382,drug similarity,mean components,0.5437114985473879
CID000003463,drug similarity,mean components,0.6524789257962988
CID000004510,drug similarity,mean components,0.4919901822204156
CID000004058,drug similarity,mean components,0.5047715014254708
CID000004171,drug similarity,mean components,0.616276463830465
CID000005647,drug similarity,mean components,0.5532431931286856
CID000003308,drug similarity,mean components,0.587895651667794
CID000004173,drug similarity,mean components,0.5333652720693407
CID000000450,drug similarity,mean components,0.4750089805383332
CID000060854,drug similarity,mean components,0.6327069570650746
CID000002895,drug similarity,mean components,0.7288732735676053
