drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4547538134433877
CID000004829,drug similarity,mean components,0.5427430540596773
CID000004140,drug similarity,mean components,0.5290419937031698
CID000002909,drug similarity,mean components,0.41989570071630955
CID000003676,drug similarity,mean components,0.4458677193615873
CID000003339,drug similarity,mean components,0.5811154543827948
CID000005656,drug similarity,mean components,0.5813563551340455
CID000000853,drug similarity,mean components,0.5202468923957375
CID000119607,drug similarity,mean components,0.49783017446716404
CID000004889,drug similarity,mean components,0.5194687522404771
CID000003154,drug similarity,mean components,0.6220075543435863
CID000005029,drug similarity,mean components,0.5620284626462025
CID000003823,drug similarity,mean components,0.6098553325490165
CID000003937,drug similarity,mean components,0.49058074975195565
CID000003883,drug similarity,mean components,0.48708985020286666
CID000004885,drug similarity,mean components,0.5225326178608477
CID000003961,drug similarity,mean components,0.5122198256417235
CID000060835,drug similarity,mean components,0.42954797949859613
CID000002622,drug similarity,mean components,0.5554808272717032
CID000004609,drug similarity,mean components,0.5675724108213407
CID003468412,drug similarity,mean components,0.5453672834364499
CID000060147,drug similarity,mean components,0.5219876135150857
CID000002244,drug similarity,mean components,0.4967729851130891
CID000002806,drug similarity,mean components,0.5435904465998562
CID000003446,drug similarity,mean components,0.4167178466675757
CID000005352,drug similarity,mean components,0.6167327538868308
CID000004112,drug similarity,mean components,0.48661605938898767
CID000004635,drug similarity,mean components,0.4100944523568725
CID000002088,drug similarity,mean components,0.367031868648272
CID000002311,drug similarity,mean components,0.5349143405670866
CID000000772,drug similarity,mean components,0.447910668680514
CID000003672,drug similarity,mean components,0.4506524764461639
CID000004583,drug similarity,mean components,0.5218854770121784
CID000003639,drug similarity,mean components,0.534287449479185
CID000004585,drug similarity,mean components,0.5986179169655891
CID000003899,drug similarity,mean components,0.50477833650233
CID000004616,drug similarity,mean components,0.5418579727190809
CID000005064,drug similarity,mean components,0.38992309268110126
CID000003929,drug similarity,mean components,0.5061546271439543
CID000051263,drug similarity,mean components,0.6130773804883729
CID000065999,drug similarity,mean components,0.5959673925544207
