drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.497979751232977
CID000004829,drug similarity,mean components,0.5526833415467449
CID000004140,drug similarity,mean components,0.4795202870754498
CID000002909,drug similarity,mean components,0.5517511682813834
CID000003676,drug similarity,mean components,0.5066817361680991
CID000003339,drug similarity,mean components,0.6188531485247151
CID000005656,drug similarity,mean components,0.48955461319732174
CID000000853,drug similarity,mean components,0.4596617637477325
CID000119607,drug similarity,mean components,0.525050177592404
CID000004889,drug similarity,mean components,0.4128318194734344
CID000003154,drug similarity,mean components,0.5986309528385871
CID000005029,drug similarity,mean components,0.5477617126234327
CID000003823,drug similarity,mean components,0.5499787698393604
CID000003937,drug similarity,mean components,0.38542504743226846
CID000003883,drug similarity,mean components,0.4302291366223694
CID000004885,drug similarity,mean components,0.5097887981933135
CID000003961,drug similarity,mean components,0.5364458812680535
CID000060835,drug similarity,mean components,0.5886336634309395
CID000002622,drug similarity,mean components,0.6198176001856107
CID000004609,drug similarity,mean components,0.5574664303242769
CID003468412,drug similarity,mean components,0.5329698233632922
CID000060147,drug similarity,mean components,0.5480224026404812
CID000002244,drug similarity,mean components,0.4256439918439323
CID000002806,drug similarity,mean components,0.47483228616513706
CID000003446,drug similarity,mean components,0.5000075519038231
CID000005352,drug similarity,mean components,0.5756219625957847
CID000004112,drug similarity,mean components,0.5289249175442243
CID000004635,drug similarity,mean components,0.4238819660960427
CID000002088,drug similarity,mean components,0.4775869100156267
CID000002311,drug similarity,mean components,0.48585676222304763
CID000000772,drug similarity,mean components,0.41736380807652484
CID000003672,drug similarity,mean components,0.6024107180318444
CID000004583,drug similarity,mean components,0.5981049767920871
CID000003639,drug similarity,mean components,0.5838816782567465
CID000004585,drug similarity,mean components,0.599480201222373
CID000003899,drug similarity,mean components,0.5770136360589467
CID000004616,drug similarity,mean components,0.5799819129670657
CID000005064,drug similarity,mean components,0.39919513731571965
CID000003929,drug similarity,mean components,0.5763926098366782
CID000051263,drug similarity,mean components,0.564325501569426
CID000065999,drug similarity,mean components,0.6193396778304615
CID000083786,drug similarity,mean components,0.535704889646198
CID000002524,drug similarity,mean components,0.5097625607173333
CID000003405,drug similarity,mean components,0.465474338844045
CID000667490,drug similarity,mean components,0.5415999618148472
CID000003062,drug similarity,mean components,0.39948008809770585
CID000071616,drug similarity,mean components,0.5575885200161635
CID000004091,drug similarity,mean components,0.49657430562164817
CID000005090,drug similarity,mean components,0.5404951777804163
CID000004170,drug similarity,mean components,0.612640991583465
CID000005095,drug similarity,mean components,0.553179664300029
CID000005291,drug similarity,mean components,0.6145926305780194
CID000019090,drug similarity,mean components,0.5495893729385657
CID000002802,drug similarity,mean components,0.5642394502137137
CID000004900,drug similarity,mean components,0.4898424755450034
CID000002803,drug similarity,mean components,0.6605748714285005
CID000003365,drug similarity,mean components,0.4948082730721497
