epoch,runtime
1,1132.3824877738953
2,1118.9913725852966
3,1120.4772067070007
4,1119.34459400177
5,1110.7219862937927
6,1121.5637114048004
7,1122.909194946289
8,1124.3827412128448
9,1143.4230263233185
10,1121.6469404697418
11,1127.8758096694946
12,1127.334944486618
13,1117.6392579078674
14,1119.4937767982483
15,1122.8184900283813
16,1121.8344569206238
17,1132.7300612926483
18,1128.4157392978668
19,1129.835853099823
20,1135.557579278946
21,1128.4798521995544
22,1121.9133701324463
23,1118.588020324707
24,1130.9426410198212
25,1119.2407429218292
26,1137.4224236011505
27,1103.2170011997223
28,1113.3072896003723
29,1128.4205963611603
30,1114.5700101852417
31,1109.1220710277557
32,1126.7039659023285
33,1118.2404427528381
34,1119.718220949173
35,1100.8557279109955
