epoch,runtime
1,1017.0554087162018
2,1028.1119327545166
3,1017.1398506164551
4,1015.3934736251831
5,1008.5855984687805
6,1007.4195470809937
7,1018.1525995731354
8,1015.6895973682404
9,1009.2710697650909
10,1008.1611652374268
11,1003.8773982524872
12,997.1095521450043
13,1000.4904861450195
14,1009.7032659053802
15,1006.5749609470367
16,1000.8104481697083
17,1007.8712544441223
18,1017.4738903045654
19,1011.4974796772003
20,1004.2429845333099
21,1002.2109889984131
22,1009.2848026752472
23,1001.1765689849854
24,999.9557592868805
25,1012.5627324581146
26,1005.4325292110443
27,1012.4994223117828
28,1001.4712631702423
29,1010.5207633972168
30,1015.8323159217834
31,1002.5961148738861
32,1005.5469737052917
33,997.4362304210663
34,1002.7836587429047
35,1005.908613204956
36,1004.0694870948792
37,1001.2711417675018
38,995.4093058109283
39,1000.2951791286469
40,1011.112051486969
41,1003.9587893486023
42,1004.3581228256226
43,996.2780146598816
44,1015.1662678718567
45,1003.0805306434631
46,1003.7425591945648
47,1015.0117802619934
48,1005.6639444828033
49,999.0430691242218
50,1009.4082026481628
51,1001.5634152889252
52,1007.2494118213654
53,1008.5296213626862
54,1014.804393529892
55,994.7491145133972
56,1007.2402009963989
57,1008.5086507797241
58,1006.5382976531982
59,1004.8558528423309
60,1010.6187806129456
