drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.6714383833758549
CID000004829,drug similarity,mean components,0.5599457911660894
CID000004140,drug similarity,mean components,0.7374178639988144
CID000002909,drug similarity,mean components,0.7231599317466062
CID000003676,drug similarity,mean components,0.6449118336710482
CID000003339,drug similarity,mean components,0.6602890814840823
CID000005656,drug similarity,mean components,0.7251969940960832
CID000000853,drug similarity,mean components,0.715093947384975
CID000119607,drug similarity,mean components,0.5208957380702034
CID000004889,drug similarity,mean components,0.7722941131533733
CID000003154,drug similarity,mean components,0.6351576869217719
CID000005029,drug similarity,mean components,0.7027868622907982
CID000003823,drug similarity,mean components,0.6855720742089503
CID000003937,drug similarity,mean components,0.6670078953236614
CID000003883,drug similarity,mean components,0.7320211321789604
CID000004885,drug similarity,mean components,0.5751949325326137
CID000003961,drug similarity,mean components,0.6912726171891009
CID000060835,drug similarity,mean components,0.5397039694172286
CID000002622,drug similarity,mean components,0.7542735152730097
CID000004609,drug similarity,mean components,0.5922095200953582
CID003468412,drug similarity,mean components,0.676869929111504
CID000060147,drug similarity,mean components,0.616458112895208
CID000002244,drug similarity,mean components,0.5462784031853565
CID000002806,drug similarity,mean components,0.67664128785297
CID000003446,drug similarity,mean components,0.7169100353368537
CID000005352,drug similarity,mean components,0.49219825533824646
CID000004112,drug similarity,mean components,0.6117106426905765
CID000004635,drug similarity,mean components,0.6681682783217641
CID000002088,drug similarity,mean components,0.6735872686641576
CID000002311,drug similarity,mean components,0.600851416083472
CID000000772,drug similarity,mean components,0.6563881985268809
CID000003672,drug similarity,mean components,0.6515843256838347
CID000004583,drug similarity,mean components,0.7134486379921989
CID000003639,drug similarity,mean components,0.6560532561154931
CID000004585,drug similarity,mean components,0.654284905845808
CID000003899,drug similarity,mean components,0.552575593099947
CID000004616,drug similarity,mean components,0.7589010701283465
CID000005064,drug similarity,mean components,0.6377839273235424
CID000003929,drug similarity,mean components,0.6408648269558511
CID000051263,drug similarity,mean components,0.7618060916297776
CID000065999,drug similarity,mean components,0.7115355576641771
CID000083786,drug similarity,mean components,0.7161449547016101
CID000002524,drug similarity,mean components,0.7678804477664046
CID000003405,drug similarity,mean components,0.6928462437075591
CID000667490,drug similarity,mean components,0.6433397726232798
CID000003062,drug similarity,mean components,0.7007203306026436
CID000071616,drug similarity,mean components,0.6652202773183179
CID000004091,drug similarity,mean components,0.669961169294058
CID000005090,drug similarity,mean components,0.5781647793170672
CID000004170,drug similarity,mean components,0.6657280128397796
CID000005095,drug similarity,mean components,0.6539495200393001
CID000005291,drug similarity,mean components,0.5619458537146143
CID000019090,drug similarity,mean components,0.718939208009795
CID000002802,drug similarity,mean components,0.7325485263884577
CID000004900,drug similarity,mean components,0.7714433179233893
CID000002803,drug similarity,mean components,0.6428904288390751
CID000003365,drug similarity,mean components,0.6425418458602256
CID000000942,drug similarity,mean components,0.5984027913666952
CID000062924,drug similarity,mean components,0.7354203393219887
CID000001065,drug similarity,mean components,0.6838974722891359
CID000005512,drug similarity,mean components,0.6617716093522015
CID000041781,drug similarity,mean components,0.6083457037000463
CID000005039,drug similarity,mean components,0.5681568283215964
