epoch,runtime
1,1165.1448800563812
2,1163.0253455638885
3,1167.9395623207092
4,1175.5810496807098
5,1173.3104596138
6,1168.514310836792
7,1162.8310143947601
8,1178.0486290454865
9,1176.2525272369385
10,1175.267226934433
11,1194.3885924816132
12,1183.1895115375519
13,1170.3236413002014
14,1179.7691886425018
15,1179.3733117580414
16,1173.2113173007965
17,1179.3429646492004
18,1185.3278048038483
19,1186.9197478294373
20,1187.3652777671814
21,1186.222404718399
22,1189.3707633018494
23,1188.9843430519104
24,1178.0148420333862
25,1182.577163219452
26,1190.0000023841858
27,1169.9479413032532
28,1192.9351835250854
29,1179.8607285022736
30,1180.6694564819336
