epoch,runtime
1,1115.6096334457397
2,1111.3928389549255
3,1108.0241849422455
4,1120.675722360611
5,1103.4365439414978
6,1095.599492073059
7,1096.1702435016632
8,1092.6267759799957
9,1088.3030407428741
10,1101.007334470749
11,1101.7806107997894
12,1095.955670595169
13,1091.7781364917755
14,1093.5890913009644
15,1104.0146193504333
16,1091.0020735263824
17,1104.654052734375
18,1092.4477574825287
19,1103.089867591858
20,1078.077826499939
21,1091.9016954898834
22,1106.9381785392761
23,1102.9968993663788
24,1090.4311022758484
25,1099.5880072116852
26,1098.6161077022552
27,1095.808405160904
28,1097.0124456882477
29,1111.5224795341492
30,1101.3296575546265
31,1096.5334339141846
32,1107.2908041477203
33,1096.7432148456573
34,1101.0715517997742
35,1100.109590291977
36,1094.9371025562286
37,1094.898413181305
38,1102.3450663089752
39,1097.0100598335266
40,1107.5511076450348
