,side_effect,fake_triple_component,AUROC,AUPRC,AP50
0,C0000731,head,0.5,0.4999999999999999,0.2759122624945266
1,C0000731,tail,0.5,0.4999999999999999,0.2759122624945266
2,C0000731,both,0.5,0.4999999999999999,0.2759122624945266
3,C0000737,head,0.6852939681462062,0.6716557371204352,0.6954246865530647
4,C0000737,tail,0.7006680583549181,0.6953167717733355,0.8375897956226822
5,C0000737,both,0.5697242140448235,0.5500578984151123,0.3011776601412509
6,C0000768,head,0.8365890080005827,0.7870639496238598,0.6953741259693319
7,C0000768,tail,0.8555645934757008,0.8226404863424316,0.8078488330486644
8,C0000768,both,0.6194320678896187,0.5844360409264304,0.3567258382255136
9,C0000786,head,0.8247376244313319,0.7967206567346816,0.7188854054882512
10,C0000786,tail,0.8673933606594296,0.866965942871993,0.9223328699119064
11,C0000786,both,0.6509616683933156,0.614554187776663,0.4295546014501934
12,C0000833,head,0.8298828086872968,0.804930785887303,0.8638008355467028
13,C0000833,tail,0.8696168019763968,0.8382940012155389,0.8060916853117044
14,C0000833,both,0.6091410525311198,0.589621618775462,0.4838980148277148
15,C0001122,head,0.8052711646161427,0.7701990591435431,0.8290457934912054
16,C0001122,tail,0.8503039197388722,0.816532965223475,0.8734678444112453
17,C0001122,both,0.604975502471236,0.5798188437878303,0.6111724242125077
18,C0001126,head,0.7930396577639033,0.7497651177759691,0.5994768944862721
19,C0001126,tail,0.847149959532894,0.8220639264653957,0.7565578133720972
20,C0001126,both,0.588044860677535,0.5767418469756243,0.3566888071040046
21,C0001339,head,0.8360774837732757,0.8102224976988587,0.9509880590938222
22,C0001339,tail,0.8602439264548167,0.8309173219927654,0.8484329375696749
23,C0001339,both,0.6768014391820506,0.6519454650635905,0.519701289949938
24,C0001418,head,0.8317902999799823,0.7892499275319894,0.7091960884314488
25,C0001418,tail,0.8516382367239557,0.7983661096050823,0.6714121699622437
26,C0001418,both,0.6089786668191827,0.5910869765495066,0.5711633310153975
27,C0001430,head,0.8834427997255171,0.8714400791398,0.9207408794907184
28,C0001430,tail,0.8876335653367318,0.8584808877446952,0.8666936991180668
29,C0001430,both,0.676061170473483,0.6339345979940153,0.5000225474627905
30,C0001546,head,0.8306955435235318,0.8047045235241543,0.6929205108049772
31,C0001546,tail,0.929612661391087,0.9206466308529418,0.8888841256438775
32,C0001546,both,0.6729487713452728,0.6497216327262526,0.4923976886267396
33,C0001623,head,0.8326657109124641,0.7995402380748795,0.8093603408111437
34,C0001623,tail,0.8803128689492327,0.8565605413925879,0.830705754560082
35,C0001623,both,0.608534322820037,0.6031874718550245,0.5688009705883502
36,C0001818,head,0.8553804994054697,0.8132766575107073,0.7040613406678758
37,C0001818,tail,0.9007134363852557,0.8969874593229987,0.9169425293749948
38,C0001818,both,0.6646848989298454,0.6455329003183061,0.4950710126835452
39,C0001824,head,0.8146617608524762,0.7666250191988774,0.6708555421078244
40,C0001824,tail,0.845057428596384,0.7996102898253474,0.7482265530239645
41,C0001824,both,0.6214734911345969,0.5886935324529284,0.3848779473842567
42,C0001948,head,0.8610763758210006,0.8425335440900432,0.8923197175849275
43,C0001948,tail,0.8693197683594556,0.848099344766569,0.8516167040219941
44,C0001948,both,0.6529762410615645,0.6214773849728069,0.4981570632988061
45,C0001969,head,0.8876627178955903,0.8641087496200135,0.8334780978812292
46,C0001969,tail,0.8713121030584209,0.8608325767516444,0.9031651897504186
47,C0001969,both,0.6611864330435566,0.6696034845763074,0.6038730717119448
48,C0002064,head,0.8246280991735537,0.759112745069374,0.621165848040176
49,C0002064,tail,0.8995867768595042,0.8787068528474926,0.8421137654455738
50,C0002064,both,0.6851239669421488,0.6539426982014346,0.5853699178072183
51,C0002103,head,0.8696287913082843,0.8459913496205123,0.9497614991250626
52,C0002103,tail,0.905038478949751,0.8883754842765919,0.9413131401622749
53,C0002103,both,0.6589271163422362,0.6393946049784812,0.4916208205223212
54,C0002170,head,0.8048224433413445,0.7772495578539601,0.9325752417820916
55,C0002170,tail,0.8729082904696659,0.8448481504881011,0.8652810453159161
56,C0002170,both,0.6284281574987084,0.6159674133647999,0.6624169506694935
57,C0002390,head,0.8234404536862003,0.7951970451943196,0.7374581956691822
58,C0002390,tail,0.9130434782608696,0.908374702851592,0.9299772524576048
59,C0002390,both,0.6867296786389414,0.6657871275572117,0.5336590663458258
60,C0002453,head,0.8699638429752067,0.8481958690585181,0.8313441313852401
61,C0002453,tail,0.9130294421487604,0.8712322640144576,0.7807968471911292
62,C0002453,both,0.6720364152892562,0.6481037777212331,0.478736618412063
63,C0002622,head,0.8250213771943061,0.7839219769809169,0.7629625630492423
64,C0002622,tail,0.8608782254413763,0.8283369837139574,0.8005324893137744
65,C0002622,both,0.6277561490870681,0.6053158364733788,0.5630343450813031
66,C0002726,head,0.8520408163265306,0.8171655601107601,0.7111283971396049
67,C0002726,tail,0.9289965986394556,0.9170377728037782,0.8737436846556551
68,C0002726,both,0.6897675736961452,0.6400915974818819,0.438305744225987
69,C0002736,head,0.91,0.8992707400258984,0.87036261937461
70,C0002736,tail,0.91,0.8707455598315867,0.803705957642096
71,C0002736,both,0.74390625,0.7549705226086303,0.6626403869194414
72,C0002792,head,0.8147773628267738,0.789871261433385,0.8186232187220562
73,C0002792,tail,0.8526314277506464,0.8032509095785136,0.6824127932870393
