drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.41495988193223443
CID000004829,drug similarity,mean components,0.4408691516332255
CID000004140,drug similarity,mean components,0.5223534269935833
CID000002909,drug similarity,mean components,0.42608818184482056
CID000003676,drug similarity,mean components,0.39318484347457394
CID000003339,drug similarity,mean components,0.4393162832349973
CID000005656,drug similarity,mean components,0.3351815664247966
CID000000853,drug similarity,mean components,0.40934793711513073
CID000119607,drug similarity,mean components,0.29223964482991915
CID000004889,drug similarity,mean components,0.47763945854537837
CID000003154,drug similarity,mean components,0.4465771657973272
CID000005029,drug similarity,mean components,0.45309084512691467
CID000003823,drug similarity,mean components,0.5347789189682852
CID000003937,drug similarity,mean components,0.3287471140709597
CID000003883,drug similarity,mean components,0.5292332372125095
CID000004885,drug similarity,mean components,0.2789573354514905
CID000003961,drug similarity,mean components,0.47542802450079213
CID000060835,drug similarity,mean components,0.4293234327361244
CID000002622,drug similarity,mean components,0.5721273236817909
CID000004609,drug similarity,mean components,0.44074728952697084
CID003468412,drug similarity,mean components,0.40098257333690046
CID000060147,drug similarity,mean components,0.40629645468769615
CID000002244,drug similarity,mean components,0.2632321308583212
CID000002806,drug similarity,mean components,0.45470088235212014
CID000003446,drug similarity,mean components,0.3907464511241494
CID000005352,drug similarity,mean components,0.40472444866182
CID000004112,drug similarity,mean components,0.37202492472968085
CID000004635,drug similarity,mean components,0.3866965331672757
CID000002088,drug similarity,mean components,0.2855996851420848
CID000002311,drug similarity,mean components,0.37215143650231697
CID000000772,drug similarity,mean components,0.2463159436106086
CID000003672,drug similarity,mean components,0.2857151646114784
CID000004583,drug similarity,mean components,0.44446460319372594
CID000003639,drug similarity,mean components,0.27065873465828594
CID000004585,drug similarity,mean components,0.3771466635774332
CID000003899,drug similarity,mean components,0.5027601498758884
CID000004616,drug similarity,mean components,0.507511340669748
CID000005064,drug similarity,mean components,0.5104105781874718
CID000003929,drug similarity,mean components,0.5086771501381736
CID000051263,drug similarity,mean components,0.49623496538470646
CID000065999,drug similarity,mean components,0.46201463667120546
CID000083786,drug similarity,mean components,0.38689208173354905
CID000002524,drug similarity,mean components,0.4110508661352834
CID000003405,drug similarity,mean components,0.36359433361582894
CID000667490,drug similarity,mean components,0.5285292485001352
CID000003062,drug similarity,mean components,0.3260322178600499
CID000071616,drug similarity,mean components,0.6330103601751668
CID000004091,drug similarity,mean components,0.3226847408741167
CID000005090,drug similarity,mean components,0.28621109048097926
CID000004170,drug similarity,mean components,0.36806665264672644
CID000005095,drug similarity,mean components,0.45485703547710843
CID000005291,drug similarity,mean components,0.4255770573725294
CID000019090,drug similarity,mean components,0.5386743802316485
CID000002802,drug similarity,mean components,0.4142402234228816
CID000004900,drug similarity,mean components,0.5121707025607689
CID000002803,drug similarity,mean components,0.3368473744246203
CID000003365,drug similarity,mean components,0.37301889247246744
CID000000942,drug similarity,mean components,0.4605470931959953
CID000062924,drug similarity,mean components,0.4596171070660251
CID000001065,drug similarity,mean components,0.4892400122549808
CID000005512,drug similarity,mean components,0.4036242515506444
CID000041781,drug similarity,mean components,0.41272719530849156
CID000005039,drug similarity,mean components,0.16205553330267208
CID000004679,drug similarity,mean components,0.48784892045588224
CID000005523,drug similarity,mean components,0.5144731199589665
CID000002520,drug similarity,mean components,0.3644191301687938
CID000005038,drug similarity,mean components,0.5005552140326481
CID000005035,drug similarity,mean components,0.4483014343071816
CID000005426,drug similarity,mean components,0.43218936112390693
CID000002662,drug similarity,mean components,0.41119783947221134
CID000004873,drug similarity,mean components,0.4177329195289582
CID000005556,drug similarity,mean components,0.41943599698596046
CID000006691,drug similarity,mean components,0.34102445885162513
CID000002666,drug similarity,mean components,0.4586949780996977
CID000002749,drug similarity,mean components,0.414084133367038
