epoch,runtime
1,121.03975296020508
2,120.55844950675964
3,119.84363651275635
4,119.5163962841034
5,120.83858585357666
6,121.42850923538208
7,119.20318269729614
8,119.12812042236328
9,120.52925276756287
10,118.37151145935059
11,120.24964642524719
12,120.06893062591553
13,119.09517741203308
14,118.70308637619019
15,121.73910188674927
16,119.39917230606079
17,119.17036843299866
18,119.66164994239807
19,118.96536707878113
20,120.0028305053711
21,118.6748149394989
22,120.14271521568298
23,121.31058692932129
24,118.56775689125061
25,120.34299159049988
26,117.9540593624115
27,119.23870348930359
28,118.242262840271
29,118.84150266647339
30,119.93998646736145
31,117.56646776199341
32,119.53695321083069
33,120.80397510528564
34,119.5545744895935
35,120.17116379737854
36,120.76749277114868
37,118.65215373039246
38,119.75112915039062
39,118.51957678794861
40,118.7656180858612
41,118.17478513717651
42,120.46506404876709
43,120.54698634147644
44,119.2880334854126
45,119.59458041191101
46,120.25364685058594
47,120.40407729148865
48,119.51110053062439
49,120.11547112464905
50,119.49220156669617
