epoch,runtime
1,522.6331000328064
2,539.8772478103638
3,526.0893034934998
4,528.1389577388763
5,530.6452281475067
6,526.5309989452362
7,526.8068380355835
8,517.8932886123657
9,534.5930602550507
10,526.3911015987396
11,524.4961700439453
12,535.4225537776947
13,524.0916223526001
14,528.379887342453
15,517.2984445095062
16,525.5681941509247
17,529.362606048584
18,532.4538450241089
19,532.1850125789642
20,530.9019513130188
21,526.3530533313751
22,529.9416773319244
23,529.058735370636
24,523.2650637626648
25,523.9040620326996
26,526.9691081047058
27,527.6518316268921
28,533.4296317100525
29,516.3682112693787
30,535.3064348697662
31,534.441962480545
32,522.7753036022186
33,527.8667802810669
34,524.8204901218414
35,523.5487058162689
36,528.4220488071442
37,533.9657490253448
38,523.085113286972
39,529.5817093849182
40,530.4555854797363
41,535.3486437797546
42,522.1205835342407
43,522.2914509773254
44,539.0558397769928
45,531.4784750938416
46,525.187858581543
47,523.8142488002777
48,528.0587232112885
49,521.6168529987335
50,532.9380970001221
51,521.9628255367279
52,509.76706290245056
53,521.005254983902
54,527.4682860374451
55,530.4179031848907
