drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.3653591759298809
CID000004829,drug similarity,mean components,0.40173187862587345
CID000004140,drug similarity,mean components,0.5220375162084343
CID000002909,drug similarity,mean components,0.3903536910436156
CID000003676,drug similarity,mean components,0.40553581545387896
CID000003339,drug similarity,mean components,0.3294094642992976
CID000005656,drug similarity,mean components,0.33299064797663025
CID000000853,drug similarity,mean components,0.445724420642855
CID000119607,drug similarity,mean components,0.2981937597122837
CID000004889,drug similarity,mean components,0.4752224538056986
CID000003154,drug similarity,mean components,0.4051278169866128
CID000005029,drug similarity,mean components,0.5074744696189805
CID000003823,drug similarity,mean components,0.45520024754848387
CID000003937,drug similarity,mean components,0.30136739932992196
CID000003883,drug similarity,mean components,0.43702062748484616
CID000004885,drug similarity,mean components,0.266701793802101
CID000003961,drug similarity,mean components,0.47812315523472193
CID000060835,drug similarity,mean components,0.404059688357121
CID000002622,drug similarity,mean components,0.558746404727747
CID000004609,drug similarity,mean components,0.4115249642022387
CID003468412,drug similarity,mean components,0.36286989318874574
CID000060147,drug similarity,mean components,0.4150994323648338
CID000002244,drug similarity,mean components,0.3366249189109878
CID000002806,drug similarity,mean components,0.4216263796207449
CID000003446,drug similarity,mean components,0.2828700017091076
CID000005352,drug similarity,mean components,0.42019724167827444
CID000004112,drug similarity,mean components,0.33020754511445094
CID000004635,drug similarity,mean components,0.36366150138736564
CID000002088,drug similarity,mean components,0.31791318189350515
CID000002311,drug similarity,mean components,0.42372652487758544
CID000000772,drug similarity,mean components,0.28859806515912134
CID000003672,drug similarity,mean components,0.3066426753210407
CID000004583,drug similarity,mean components,0.34795177342953443
CID000003639,drug similarity,mean components,0.3113436653548174
CID000004585,drug similarity,mean components,0.3753815589478735
CID000003899,drug similarity,mean components,0.4207268925878467
CID000004616,drug similarity,mean components,0.5060408303913768
CID000005064,drug similarity,mean components,0.3796254993809731
CID000003929,drug similarity,mean components,0.43134555499176086
CID000051263,drug similarity,mean components,0.609263187023417
CID000065999,drug similarity,mean components,0.40260003015125223
CID000083786,drug similarity,mean components,0.3628980056225364
CID000002524,drug similarity,mean components,0.36392070815514266
CID000003405,drug similarity,mean components,0.4265362680780467
CID000667490,drug similarity,mean components,0.536230971127809
CID000003062,drug similarity,mean components,0.30729529261390665
CID000071616,drug similarity,mean components,0.6176651108913817
CID000004091,drug similarity,mean components,0.28005644249727124
CID000005090,drug similarity,mean components,0.2615324013901208
CID000004170,drug similarity,mean components,0.32101153034078245
CID000005095,drug similarity,mean components,0.43195995652552543
CID000005291,drug similarity,mean components,0.32804297303536345
CID000019090,drug similarity,mean components,0.5333324494413508
CID000002802,drug similarity,mean components,0.35286975974921053
CID000004900,drug similarity,mean components,0.4969361416812328
CID000002803,drug similarity,mean components,0.36342153782714715
CID000003365,drug similarity,mean components,0.3528959230663299
CID000000942,drug similarity,mean components,0.42955695680707884
CID000062924,drug similarity,mean components,0.4177053041779306
CID000001065,drug similarity,mean components,0.44380167502419465
CID000005512,drug similarity,mean components,0.34772572585752126
CID000041781,drug similarity,mean components,0.3957448053663981
CID000005039,drug similarity,mean components,0.19752949371483208
CID000004679,drug similarity,mean components,0.4573915352260307
CID000005523,drug similarity,mean components,0.5076027738348203
CID000002520,drug similarity,mean components,0.3614425738029341
CID000005038,drug similarity,mean components,0.4101388964521837
CID000005035,drug similarity,mean components,0.4122925594592268
CID000005426,drug similarity,mean components,0.4382084193009279
CID000002662,drug similarity,mean components,0.40654790039962285
CID000004873,drug similarity,mean components,0.4096723006692412
CID000005556,drug similarity,mean components,0.43344900480433945
CID000006691,drug similarity,mean components,0.3678623603328899
CID000002666,drug similarity,mean components,0.3673889543277905
CID000002749,drug similarity,mean components,0.35367532013184655
CID000004411,drug similarity,mean components,0.433852115780228
CID000004748,drug similarity,mean components,0.558916292121046
CID000005533,drug similarity,mean components,0.4512264594533839
CID004475485,drug similarity,mean components,0.40647704130208095
CID000003016,drug similarity,mean components,0.3825772445662623
CID000003379,drug similarity,mean components,0.5014470530000306
CID000005719,drug similarity,mean components,0.39414351301785644
CID000003440,drug similarity,mean components,0.47708904692980936
CID000003325,drug similarity,mean components,0.3143724522072684
CID000003403,drug similarity,mean components,0.2214157056496573
CID000002118,drug similarity,mean components,0.39385080990734933
CID000003382,drug similarity,mean components,0.5535028637050493
CID000003463,drug similarity,mean components,0.3378490190755534
CID000004510,drug similarity,mean components,0.3001886690219284
CID000004058,drug similarity,mean components,0.5790732457390126
CID000004171,drug similarity,mean components,0.3900967912784299
CID000005647,drug similarity,mean components,0.42621022393641983
