epoch,runtime
1,106.87914991378784
2,106.7411253452301
3,106.65114378929138
4,106.72473430633545
5,106.69113636016846
6,106.30635452270508
7,106.64515924453735
8,106.62525868415833
9,106.6272828578949
10,106.61642909049988
11,106.30343127250671
12,106.64554119110107
13,106.66376399993896
14,106.60512447357178
15,106.61555767059326
16,106.23487901687622
17,106.58473539352417
18,106.59797644615173
19,106.57334685325623
20,106.58595681190491
21,106.353755235672
22,106.49002528190613
23,106.45905041694641
24,106.39844751358032
25,106.40649080276489
26,106.12008428573608
27,106.32093262672424
28,106.28456020355225
29,106.2522611618042
30,106.26386213302612
31,105.95919752120972
32,106.31710767745972
33,106.26242136955261
34,106.31598091125488
35,106.27145671844482
36,105.93660593032837
37,106.30839467048645
38,106.29357433319092
39,106.32973289489746
40,106.26955676078796
41,105.96897792816162
42,106.29883909225464
43,106.45964217185974
44,106.30392026901245
45,106.28376317024231
46,105.99367880821228
47,106.49460768699646
48,106.26271796226501
49,106.29015064239502
50,106.2659502029419
51,105.932785987854
52,106.24769163131714
53,106.25502920150757
54,106.25009489059448
55,106.28042554855347
56,105.99972200393677
57,106.29433727264404
58,106.24161195755005
59,106.26459956169128
60,106.37377285957336
61,105.9317238330841
62,106.26486325263977
63,106.26487421989441
64,106.2269139289856
65,106.24183487892151
