epoch,runtime
1,430.1406087875366
2,425.0317642688751
3,425.8355407714844
4,428.7366542816162
5,429.79823660850525
6,425.1892740726471
7,425.88966727256775
8,424.934463262558
9,427.1545536518097
10,420.9706480503082
11,435.51350951194763
12,436.5424253940582
13,435.2567720413208
14,423.4289584159851
15,432.1830086708069
16,424.24808073043823
17,423.4915144443512
18,426.2822461128235
19,429.73338556289673
20,428.5524911880493
21,428.62407183647156
22,431.95195484161377
23,421.74178409576416
24,432.8193793296814
25,428.951233625412
26,430.8353078365326
27,424.9369752407074
28,434.0901460647583
29,428.5267562866211
30,429.3540439605713
31,428.4602155685425
32,431.3906979560852
33,425.1579101085663
34,416.0463242530823
35,425.3651008605957
36,422.7224156856537
37,414.60707211494446
38,415.35835123062134
39,410.6062858104706
40,421.4780058860779
41,413.1570963859558
42,421.96498823165894
43,416.6269202232361
44,416.5431079864502
45,416.75224137306213
46,415.8496148586273
47,414.22672605514526
48,425.8730773925781
49,419.2510178089142
50,426.5423333644867
51,423.9322233200073
52,423.1735007762909
53,423.4972517490387
54,419.73975014686584
55,418.5570909976959
