drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4586018935979186
CID000004829,drug similarity,mean components,0.6334578296059015
CID000004140,drug similarity,mean components,0.42527994355079346
CID000002909,drug similarity,mean components,0.4762907439678121
CID000003676,drug similarity,mean components,0.40722075570518634
CID000003339,drug similarity,mean components,0.5083395915241503
CID000005656,drug similarity,mean components,0.5268557231008181
CID000000853,drug similarity,mean components,0.5005006301726311
CID000119607,drug similarity,mean components,0.48588281190371085
CID000004889,drug similarity,mean components,0.4170778586207293
CID000003154,drug similarity,mean components,0.6014175163148376
CID000005029,drug similarity,mean components,0.6087560145728105
CID000003823,drug similarity,mean components,0.6412355101733866
CID000003937,drug similarity,mean components,0.43559985442740234
CID000003883,drug similarity,mean components,0.5086807441023312
CID000004885,drug similarity,mean components,0.38335576712696484
CID000003961,drug similarity,mean components,0.592701111540755
CID000060835,drug similarity,mean components,0.4107374179525325
CID000002622,drug similarity,mean components,0.6222119761239553
CID000004609,drug similarity,mean components,0.42554952211810615
CID003468412,drug similarity,mean components,0.5276728643460965
CID000060147,drug similarity,mean components,0.5296648168248945
CID000002244,drug similarity,mean components,0.3326615409195872
CID000002806,drug similarity,mean components,0.36485951814645934
CID000003446,drug similarity,mean components,0.3988420722877859
CID000005352,drug similarity,mean components,0.575777321466116
CID000004112,drug similarity,mean components,0.46449234028852593
CID000004635,drug similarity,mean components,0.43250283977792947
CID000002088,drug similarity,mean components,0.4659479990394293
CID000002311,drug similarity,mean components,0.49620464530340835
CID000000772,drug similarity,mean components,0.3990134566801391
CID000003672,drug similarity,mean components,0.45826436865898756
CID000004583,drug similarity,mean components,0.5220506485758619
CID000003639,drug similarity,mean components,0.44407466304095267
CID000004585,drug similarity,mean components,0.6389866287027998
CID000003899,drug similarity,mean components,0.5595791094850779
CID000004616,drug similarity,mean components,0.4762903211920948
CID000005064,drug similarity,mean components,0.3961388121619752
CID000003929,drug similarity,mean components,0.55603992798758
CID000051263,drug similarity,mean components,0.5412089109120981
CID000065999,drug similarity,mean components,0.5536091360298668
CID000083786,drug similarity,mean components,0.5088617499050063
CID000002524,drug similarity,mean components,0.5023605256516308
CID000003405,drug similarity,mean components,0.4970697028371702
CID000667490,drug similarity,mean components,0.5269604426558093
CID000003062,drug similarity,mean components,0.362028375632776
CID000071616,drug similarity,mean components,0.5039911751810731
CID000004091,drug similarity,mean components,0.5048911353165201
CID000005090,drug similarity,mean components,0.5419010938666086
CID000004170,drug similarity,mean components,0.5931562470942664
CID000005095,drug similarity,mean components,0.5060472276253217
CID000005291,drug similarity,mean components,0.5911891952512256
CID000019090,drug similarity,mean components,0.5231466060481443
CID000002802,drug similarity,mean components,0.5077869277856217
CID000004900,drug similarity,mean components,0.5840494717060587
CID000002803,drug similarity,mean components,0.5672196042904813
CID000003365,drug similarity,mean components,0.49288594399495445
CID000000942,drug similarity,mean components,0.5637338186397183
CID000062924,drug similarity,mean components,0.4951497488108779
CID000001065,drug similarity,mean components,0.4763294852197866
CID000005512,drug similarity,mean components,0.4943249919745416
CID000041781,drug similarity,mean components,0.48551893090604625
CID000005039,drug similarity,mean components,0.40008291287974385
CID000004679,drug similarity,mean components,0.5817462324069549
CID000005523,drug similarity,mean components,0.5200490170279639
CID000002520,drug similarity,mean components,0.44470353945904395
CID000005038,drug similarity,mean components,0.540469486522673
CID000005035,drug similarity,mean components,0.5387208603793108
CID000005426,drug similarity,mean components,0.5159400695174754
CID000002662,drug similarity,mean components,0.46735086110423874
CID000004873,drug similarity,mean components,0.46511231752364157
CID000005556,drug similarity,mean components,0.5114064577435862
CID000006691,drug similarity,mean components,0.5021623099267691
CID000002666,drug similarity,mean components,0.5241400561996409
CID000002749,drug similarity,mean components,0.45010063380966014
CID000004411,drug similarity,mean components,0.4509264130371041
CID000004748,drug similarity,mean components,0.5618697046019206
CID000005533,drug similarity,mean components,0.6158703325322127
CID004475485,drug similarity,mean components,0.5260906538399212
CID000003016,drug similarity,mean components,0.5886747446672986
CID000003379,drug similarity,mean components,0.4808656497569125
CID000005719,drug similarity,mean components,0.5493055557075579
CID000003440,drug similarity,mean components,0.5541872740195095
CID000003325,drug similarity,mean components,0.4741426365710426
CID000003403,drug similarity,mean components,0.537429603803139
CID000002118,drug similarity,mean components,0.484679676264652
CID000003382,drug similarity,mean components,0.5633030060786308
CID000003463,drug similarity,mean components,0.48920274820944987
CID000004510,drug similarity,mean components,0.5982941907568876
CID000004058,drug similarity,mean components,0.5642693996041095
CID000004171,drug similarity,mean components,0.4093003148075225
CID000005647,drug similarity,mean components,0.4225408140648179
CID000003308,drug similarity,mean components,0.5998056694560098
CID000004173,drug similarity,mean components,0.4788794395575455
CID000000450,drug similarity,mean components,0.4408477408065954
CID000060854,drug similarity,mean components,0.5674564895649551
CID000002895,drug similarity,mean components,0.5237121673118554
CID000005650,drug similarity,mean components,0.6280233645806308
CID000028112,drug similarity,mean components,0.5389521292220667
CID000004927,drug similarity,mean components,0.47683857266879925
CID000003784,drug similarity,mean components,0.5998959825298759
CID000005402,drug similarity,mean components,0.6565762290906257
CID000005732,drug similarity,mean components,0.4398219335458813
CID000003958,drug similarity,mean components,0.49350572157508554
CID000005487,drug similarity,mean components,0.5178858569103407
CID000002022,drug similarity,mean components,0.5063128944538814
CID000003345,drug similarity,mean components,0.34105514502228673
CID000003878,drug similarity,mean components,0.5541483581403089
CID000005358,drug similarity,mean components,0.5974759270848135
CID000002656,drug similarity,mean components,0.6085011404332457
CID000005391,drug similarity,mean components,0.4656445056774099
CID000004946,drug similarity,mean components,0.4971499975721516
CID000060865,drug similarity,mean components,0.4288271288966049
CID000001302,drug similarity,mean components,0.496720156383047
CID000002678,drug similarity,mean components,0.44629593060166484
CID000004634,drug similarity,mean components,0.539473357537778
CID000125889,drug similarity,mean components,0.33657271679482303
CID000002771,drug similarity,mean components,0.5534269340624158
CID000003640,drug similarity,mean components,0.5225982661336988
CID000000444,drug similarity,mean components,0.40151048925274613
CID000024011,drug similarity,mean components,0.5253015049933161
