drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4827120000018382
CID000004829,drug similarity,mean components,0.5137291104113229
CID000004140,drug similarity,mean components,0.5882857217811492
CID000002909,drug similarity,mean components,0.40310495198490015
CID000003676,drug similarity,mean components,0.41924082512252125
CID000003339,drug similarity,mean components,0.42518968571935933
CID000005656,drug similarity,mean components,0.4337039856363707
CID000000853,drug similarity,mean components,0.5129040172932665
CID000119607,drug similarity,mean components,0.4453293739595693
CID000004889,drug similarity,mean components,0.4045229624751816
CID000003154,drug similarity,mean components,0.595758254000286
CID000005029,drug similarity,mean components,0.5125621318726588
CID000003823,drug similarity,mean components,0.5443126410148666
CID000003937,drug similarity,mean components,0.4260770464034327
CID000003883,drug similarity,mean components,0.44003887151356924
CID000004885,drug similarity,mean components,0.4622533849312085
CID000003961,drug similarity,mean components,0.4517513721311741
CID000060835,drug similarity,mean components,0.37689849185097435
CID000002622,drug similarity,mean components,0.5987681292322988
CID000004609,drug similarity,mean components,0.4247656589044799
CID003468412,drug similarity,mean components,0.4814275549020577
CID000060147,drug similarity,mean components,0.500473287465422
CID000002244,drug similarity,mean components,0.4092998546973582
CID000002806,drug similarity,mean components,0.4202571747516236
CID000003446,drug similarity,mean components,0.3436213865994546
CID000005352,drug similarity,mean components,0.5713093655378609
CID000004112,drug similarity,mean components,0.4002494380696411
CID000004635,drug similarity,mean components,0.338308724315443
CID000002088,drug similarity,mean components,0.35220821579856487
CID000002311,drug similarity,mean components,0.5529814352087279
CID000000772,drug similarity,mean components,0.3632050172019188
CID000003672,drug similarity,mean components,0.41495598164502767
CID000004583,drug similarity,mean components,0.46107874339877963
CID000003639,drug similarity,mean components,0.5153311030561717
CID000004585,drug similarity,mean components,0.5396488590696082
CID000003899,drug similarity,mean components,0.44695039365708755
CID000004616,drug similarity,mean components,0.5685625368824239
CID000005064,drug similarity,mean components,0.34382589248919726
CID000003929,drug similarity,mean components,0.5012945852714537
CID000051263,drug similarity,mean components,0.6414271901531056
CID000065999,drug similarity,mean components,0.5494254381524138
CID000083786,drug similarity,mean components,0.3709588292543925
CID000002524,drug similarity,mean components,0.4076209080450095
CID000003405,drug similarity,mean components,0.4075808339301641
CID000667490,drug similarity,mean components,0.46322012500918586
CID000003062,drug similarity,mean components,0.33690131428549996
CID000071616,drug similarity,mean components,0.5243359536183427
CID000004091,drug similarity,mean components,0.3110870051124126
CID000005090,drug similarity,mean components,0.3900950731061723
CID000004170,drug similarity,mean components,0.6273540318207225
CID000005095,drug similarity,mean components,0.5209531601799835
CID000005291,drug similarity,mean components,0.5651222772567178
CID000019090,drug similarity,mean components,0.46719121342161074
CID000002802,drug similarity,mean components,0.41428958768484425
CID000004900,drug similarity,mean components,0.40908946851148953
CID000002803,drug similarity,mean components,0.5117631993537225
CID000003365,drug similarity,mean components,0.4464660281426648
CID000000942,drug similarity,mean components,0.527729020079143
CID000062924,drug similarity,mean components,0.49976753329219514
CID000001065,drug similarity,mean components,0.4625895382033153
CID000005512,drug similarity,mean components,0.44563270973603675
CID000041781,drug similarity,mean components,0.5776721832804016
CID000005039,drug similarity,mean components,0.2590504650980424
CID000004679,drug similarity,mean components,0.37901262959501647
CID000005523,drug similarity,mean components,0.5358141569811572
CID000002520,drug similarity,mean components,0.46846041605052635
CID000005038,drug similarity,mean components,0.49008696665816975
CID000005035,drug similarity,mean components,0.6014687405355661
CID000005426,drug similarity,mean components,0.42375273816720016
CID000002662,drug similarity,mean components,0.310021495171491
CID000004873,drug similarity,mean components,0.39610647864512494
CID000005556,drug similarity,mean components,0.4775064456809739
CID000006691,drug similarity,mean components,0.4357899920266253
CID000002666,drug similarity,mean components,0.46911150383465217
CID000002749,drug similarity,mean components,0.5179071538575605
CID000004411,drug similarity,mean components,0.5737962740641895
CID000004748,drug similarity,mean components,0.6852094431446208
CID000005533,drug similarity,mean components,0.5242418785554677
CID004475485,drug similarity,mean components,0.5472809158264833
CID000003016,drug similarity,mean components,0.44983726579220873
CID000003379,drug similarity,mean components,0.5759219354720729
CID000005719,drug similarity,mean components,0.5562214820401075
CID000003440,drug similarity,mean components,0.4872973652380497
CID000003325,drug similarity,mean components,0.43283435564252415
CID000003403,drug similarity,mean components,0.5537503782907961
CID000002118,drug similarity,mean components,0.50608294978169
CID000003382,drug similarity,mean components,0.5570064246325667
CID000003463,drug similarity,mean components,0.4332634507147948
CID000004510,drug similarity,mean components,0.3597607949775349
CID000004058,drug similarity,mean components,0.5822402262126689
CID000004171,drug similarity,mean components,0.445440316387004
CID000005647,drug similarity,mean components,0.5306475418221893
CID000003308,drug similarity,mean components,0.5581723909410733
CID000004173,drug similarity,mean components,0.3815519060357141
CID000000450,drug similarity,mean components,0.4807066351506174
CID000060854,drug similarity,mean components,0.6253521848730148
CID000002895,drug similarity,mean components,0.5682509546216015
CID000005650,drug similarity,mean components,0.4769670860138593
CID000028112,drug similarity,mean components,0.40077461985593665
CID000004927,drug similarity,mean components,0.432586636172693
CID000003784,drug similarity,mean components,0.5716873361506872
CID000005402,drug similarity,mean components,0.5724244347183607
CID000005732,drug similarity,mean components,0.44564668987470235
CID000003958,drug similarity,mean components,0.43762015845294067
CID000005487,drug similarity,mean components,0.4919645651726736
CID000002022,drug similarity,mean components,0.4660820480546113
CID000003345,drug similarity,mean components,0.4288317346376267
CID000003878,drug similarity,mean components,0.5304982568052642
CID000005358,drug similarity,mean components,0.619895695631439
CID000002656,drug similarity,mean components,0.5087892912082569
CID000005391,drug similarity,mean components,0.39047852037342745
CID000004946,drug similarity,mean components,0.4682661170286324
CID000060865,drug similarity,mean components,0.5728167400349327
CID000001302,drug similarity,mean components,0.46185069308497917
CID000002678,drug similarity,mean components,0.4656198636590938
CID000004634,drug similarity,mean components,0.4467170040141881
CID000125889,drug similarity,mean components,0.3935113679097666
CID000002771,drug similarity,mean components,0.4682914634900517
CID000003640,drug similarity,mean components,0.3812695379466664
CID000000444,drug similarity,mean components,0.39866489824412876
CID000024011,drug similarity,mean components,0.5332174407013436
CID000002171,drug similarity,mean components,0.49158759681041175
CID000054808,drug similarity,mean components,0.6318014698649759
CID000005040,drug similarity,mean components,0.562021066116715
CID000005077,drug similarity,mean components,0.5459435798553004
CID000002083,drug similarity,mean components,0.39630426278000286
CID000002375,drug similarity,mean components,0.5716392171084261
CID006398525,drug similarity,mean components,0.4605376371378722
CID000002801,drug similarity,mean components,0.6720112730533224
CID005311297,drug similarity,mean components,0.5218105228474481
CID000005645,drug similarity,mean components,0.5171017070552995
CID000060831,drug similarity,mean components,0.4666168152205308
CID000002609,drug similarity,mean components,0.6538990976546887
CID000124087,drug similarity,mean components,0.48769185708011986
CID000003043,drug similarity,mean components,0.5612795581630186
CID000148192,drug similarity,mean components,0.5955510457937542
CID000001690,drug similarity,mean components,0.49864042339612547
CID000004053,drug similarity,mean components,0.5912095019489776
CID000003367,drug similarity,mean components,0.5487076724345105
CID000002550,drug similarity,mean components,0.4607191588301921
CID000004259,drug similarity,mean components,0.6215236250346021
CID000003821,drug similarity,mean components,0.3578728719349973
CID000003488,drug similarity,mean components,0.48383443686505734
CID000005372,drug similarity,mean components,0.44001911945439365
CID000003780,drug similarity,mean components,0.5353733292896976
CID000027661,drug similarity,mean components,0.5014054888638074
CID000003032,drug similarity,mean components,0.4823924465966978
CID000004943,drug similarity,mean components,0.4432100387144652
CID000163742,drug similarity,mean components,0.5819730443517112
CID000123620,drug similarity,mean components,0.5417408691955374
CID000005002,drug similarity,mean components,0.5525572660382777
CID000004856,drug similarity,mean components,0.5492015994288741
CID000002249,drug similarity,mean components,0.37411931332502113
CID000003419,drug similarity,mean components,0.5405924557456885
CID000002141,drug similarity,mean components,0.6269199463513564
CID005311039,drug similarity,mean components,0.5757038022999503
CID000002812,drug similarity,mean components,0.37708792265174096
CID000005152,drug similarity,mean components,0.47518976937581026
CID000004740,drug similarity,mean components,0.5315006376930473
CID000002786,drug similarity,mean components,0.46206492640121866
CID000002092,drug similarity,mean components,0.5582732150359137
CID000003890,drug similarity,mean components,0.48645958385741317
CID000003003,drug similarity,mean components,0.28572604979371374
CID000003385,drug similarity,mean components,0.5496079588396952
CID000034312,drug similarity,mean components,0.5508938730564971
CID000005203,drug similarity,mean components,0.37633765188733137
CID000002477,drug similarity,mean components,0.5349852492484681
CID000032797,drug similarity,mean components,0.617565245319343
CID000000143,drug similarity,mean components,0.5024816440459138
CID000004595,drug similarity,mean components,0.354663366020743
CID000003957,drug similarity,mean components,0.5610559142224806
CID000004054,drug similarity,mean components,0.48078406929396034
CID000004543,drug similarity,mean components,0.4978268519186031
CID000004599,drug similarity,mean components,0.4023247122727943
CID000003042,drug similarity,mean components,0.4709638016775757
CID000003516,drug similarity,mean components,0.5607860436141403
CID000003962,drug similarity,mean components,0.49846650836304707
CID000060852,drug similarity,mean components,0.48300838742292873
CID000002250,drug similarity,mean components,0.37292630619859857
CID000002891,drug similarity,mean components,0.4338869011512516
CID000010631,drug similarity,mean components,0.5819721360438028
CID000003075,drug similarity,mean components,0.4537336706316232
CID000005073,drug similarity,mean components,0.4367694786481766
CID000004594,drug similarity,mean components,0.4401636446492101
CID000060184,drug similarity,mean components,0.513162518299964
CID000197712,drug similarity,mean components,0.45447303293754704
CID000005267,drug similarity,mean components,0.5485975949964372
CID000003222,drug similarity,mean components,0.4541264664484608
CID000002576,drug similarity,mean components,0.4808215912705006
CID000002462,drug similarity,mean components,0.3794366120599739
CID000176168,drug similarity,mean components,0.5656704258979051
