left_out_node,left_out_ID,cosine_to_actual,best_train_loss,best_epoch,time_to_best
CID000003404,0,0.6282835006713867,0.3248763382434845,999,5.702901840209961
CID000004943,1,0.5179835557937622,0.3419508934020996,198,1.0230977535247803
CID000002802,2,0.6244860887527466,0.3577066659927368,160,0.8153178691864014
CID000077992,3,0.6485224962234497,0.33141931891441345,427,2.2623443603515625
CID000002249,4,0.5919314026832581,0.328686386346817,425,2.0937957763671875
CID000216239,5,0.5946849584579468,0.3307854235172272,396,1.9942405223846436
CID000119182,6,0.5275967717170715,0.32593485713005066,999,5.572234392166138
CID000004594,7,0.5773521661758423,0.3234792649745941,999,5.705985069274902
CID000003494,8,0.7176356315612793,0.35844364762306213,137,0.7487177848815918
CID000002118,9,0.46421411633491516,0.34543973207473755,999,5.438663721084595
CID000005734,10,0.43444880843162537,0.334300696849823,393,2.2168009281158447
CID005311181,11,0.4972619414329529,0.3200158476829529,999,4.695751905441284
CID000148192,12,0.7442161440849304,0.3355672359466553,387,1.7598097324371338
CID000002541,13,0.6103132963180542,0.32996833324432373,998,5.77638840675354
CID000110635,14,0.7827557921409607,0.31904906034469604,999,5.067646265029907
CID000005358,15,0.6002892255783081,0.3152749836444855,999,5.144059658050537
CID000003510,16,0.6431605219841003,0.31681323051452637,999,5.55423378944397
CID000005381,17,0.7151716947555542,0.33641281723976135,397,2.1352016925811768
CID000004211,18,0.6481965184211731,0.3268126845359802,999,5.296013355255127
CID000005039,19,0.5427995324134827,0.348813533782959,177,0.9213864803314209
CID000002719,20,0.6229729652404785,0.328622043132782,452,2.2925608158111572
CID000005472,21,0.6221632957458496,0.3221818208694458,999,5.214596748352051
CID000001046,22,0.5079771876335144,0.31735777854919434,999,5.639111042022705
CID000000444,23,0.3926035761833191,0.32904189825057983,429,2.486786365509033
CID000004723,24,0.7054125070571899,0.3278380036354065,426,2.4306111335754395
CID000005210,25,0.6587894558906555,0.3429027795791626,198,1.0955727100372314
CID000004991,26,0.5948662161827087,0.34362077713012695,185,1.0867087841033936
CID000005593,27,0.643478274345398,0.32921987771987915,436,2.437708616256714
CID000005245,28,0.54832923412323,0.3569580614566803,143,0.871565580368042
CID000013342,29,0.5087548494338989,0.3180752992630005,999,5.504894018173218
CID000002801,30,0.6470791697502136,0.3288764953613281,999,5.640470027923584
CID000003661,31,0.645561695098877,0.32162216305732727,999,5.742176294326782
CID000170361,32,0.3702510595321655,0.321148157119751,999,5.724482536315918
CID000003440,33,0.6439837217330933,0.33413344621658325,999,5.643603563308716
CID000005212,34,0.6046784520149231,0.339973509311676,202,1.0882487297058105
CID005329102,35,0.5941218137741089,0.3282245695590973,991,5.4723217487335205
CID000057537,36,0.5970311164855957,0.33743685483932495,212,1.1762750148773193
CID000004473,37,0.6440989971160889,0.33388450741767883,999,4.928776025772095
CID000002764,38,0.6160479187965393,0.3355904519557953,997,4.922760486602783
CID000002215,39,0.6448603272438049,0.3394727110862732,209,1.1127004623413086
CID000005291,40,0.5769388675689697,0.3224514126777649,999,5.472040891647339
CID000002995,41,0.6864397525787354,0.3377699553966522,382,1.9918615818023682
CID000003961,42,0.6447375416755676,0.3288370370864868,434,2.7315330505371094
CID000004058,43,0.6932584643363953,0.3166118562221527,999,5.316727161407471
CID000003108,44,0.491438090801239,0.3387191891670227,358,1.982651710510254
CID000004771,45,0.6755112409591675,0.3459015488624573,168,0.9477097988128662
CID000003278,46,0.6003170013427734,0.35024070739746094,165,0.9331817626953125
CID000051263,47,0.6104111671447754,0.3254755735397339,999,5.669041395187378
CID000003386,48,0.6782041192054749,0.3362050950527191,999,5.645552396774292
CID000002187,49,0.42830854654312134,0.33206906914711,415,2.36476731300354
CID000003746,50,0.5165190100669861,0.32312917709350586,999,5.7595438957214355
CID000004927,51,0.6278384923934937,0.33206093311309814,394,2.073230743408203
CID000005732,52,0.41905444860458374,0.3361024260520935,364,1.9325575828552246
CID000003559,53,0.6081535220146179,0.35081586241722107,164,0.9288349151611328
CID000003964,54,0.6311022639274597,0.32943445444107056,398,2.17521333694458
CID000001065,55,0.5152384638786316,0.3338468074798584,999,5.646569013595581
CID000004543,56,0.6499093770980835,0.3238697350025177,446,2.312775135040283
CID000003157,57,0.6888364553451538,0.335863322019577,384,1.9555695056915283
CID000003198,58,0.6704980731010437,0.3248339891433716,988,5.061587333679199
CID000072054,59,0.6107916235923767,0.3374563157558441,985,4.7204108238220215
CID000002812,60,0.5925002098083496,0.34055209159851074,198,1.165450096130371
CID000003675,61,0.6535205841064453,0.339061975479126,999,4.992965221405029
CID000005078,62,0.5992212295532227,0.3559739887714386,147,0.7998144626617432
CID000002099,63,0.6738651990890503,0.3328567445278168,407,2.085909366607666
CID000003114,64,0.5739443302154541,0.3351705074310303,997,5.576970815658569
CID000002162,65,0.5808224678039551,0.3430764377117157,999,5.609339952468872
CID000176870,66,0.565658688545227,0.34390348196029663,995,5.674962759017944
CID001349907,67,0.45435288548469543,0.33522188663482666,400,2.2675507068634033
CID000003767,68,0.6119714379310608,0.3386419117450714,206,1.1429002285003662
CID006436173,69,0.6729834079742432,0.34701576828956604,183,0.9723105430603027
CID000083786,70,0.44796448945999146,0.32471638917922974,999,5.7027177810668945
CID000002476,71,0.6186299324035645,0.3392035663127899,999,5.584917068481445
CID000077993,72,0.6513828039169312,0.31672021746635437,999,5.687262058258057
CID005353980,73,0.7016207575798035,0.33161449432373047,999,5.604496479034424
CID000002370,74,0.7275522351264954,0.3234448730945587,999,5.443936109542847
CID000004205,75,0.6678266525268555,0.32424893975257874,999,5.406268358230591
CID000004679,76,0.5507377982139587,0.3436586856842041,187,1.0720093250274658
CID000004946,77,0.6278500556945801,0.35970059037208557,135,0.7658536434173584
CID000003355,78,0.6262648701667786,0.33810266852378845,213,1.194807529449463
CID000004485,79,0.6196731328964233,0.3585389256477356,153,0.8783297538757324
CID000005453,80,0.570634126663208,0.3339087963104248,237,1.3946797847747803
CID000003827,81,0.669710636138916,0.33118826150894165,410,2.211160898208618
CID000004917,82,0.6222620606422424,0.32732415199279785,974,5.416841268539429
CID000001986,83,0.5767217874526978,0.3242567181587219,999,5.9203691482543945
CID000004168,84,0.6749720573425293,0.34418895840644836,179,0.9967122077941895
CID000005572,85,0.5318121910095215,0.33198532462120056,383,2.119558572769165
CID000060795,86,0.5004501938819885,0.33504119515419006,999,5.640546083450317
CID000000937,87,0.6422832012176514,0.3282669484615326,413,2.355504274368286
CID003002190,88,0.7554877996444702,0.33019891381263733,436,2.3473076820373535
CID000003672,89,0.6643863916397095,0.3171194791793823,999,5.549005508422852
CID000002771,90,0.6172613501548767,0.33552488684654236,999,5.642695665359497
CID000003478,91,0.3354683220386505,0.31759631633758545,999,5.7222371101379395
CID000004178,92,0.5772011280059814,0.3566592335700989,135,0.7435357570648193
CID000004828,93,0.655563473701477,0.33576351404190063,999,5.458728313446045
CID000003117,94,0.6758750081062317,0.34441888332366943,185,1.035114049911499
CID000039860,95,0.47210967540740967,0.34895703196525574,175,0.9239623546600342
CID000002712,96,0.6560131311416626,0.345380574464798,189,1.077819585800171
CID000005584,97,0.6101924180984497,0.3566366136074066,156,0.8841841220855713
CID000004440,98,0.6707701086997986,0.33085671067237854,980,5.499044895172119
CID000002130,99,0.3725833296775818,0.3274265229701996,411,2.330575466156006
CID000004497,100,0.6483029127120972,0.3389437198638916,999,5.741487741470337
CID000002435,101,0.6130310297012329,0.33363595604896545,999,5.66264533996582
CID000004601,102,0.6367326378822327,0.32729625701904297,986,4.8881049156188965
CID000002170,103,0.5959629416465759,0.32824254035949707,994,5.580858469009399
CID000003385,104,0.3461989164352417,0.3334878385066986,374,1.272874355316162
CID000060164,105,0.7032039761543274,0.3206593692302704,999,3.1470985412597656
CID000004932,106,0.64316326379776,0.31901371479034424,999,3.1382904052734375
CID000003715,107,0.6443649530410767,0.32992908358573914,406,1.2810165882110596
CID000005523,108,0.5448783040046692,0.32774817943573,999,3.1535892486572266
CID000119607,109,0.39425817131996155,0.35615286231040955,138,0.43898749351501465
CID000002141,110,0.5994188189506531,0.3314668536186218,395,1.2463102340698242
CID000104741,111,0.6719157695770264,0.360342413187027,135,0.42862820625305176
CID000004740,112,0.26261112093925476,0.34130460023880005,335,1.0595531463623047
CID000005029,113,0.5812891125679016,0.33345553278923035,979,3.0915610790252686
CID000003639,114,0.517765998840332,0.3291929066181183,443,1.3973231315612793
CID000000119,115,0.5143916010856628,0.3258919417858124,441,1.389021635055542
CID000060877,116,0.5551807880401611,0.3287973403930664,414,1.3041119575500488
CID000002818,117,0.6454393267631531,0.33376532793045044,399,1.2591404914855957
CID000003883,118,0.6418775916099548,0.3185120224952698,999,3.1510133743286133
CID000002477,119,0.6081222295761108,0.3336765766143799,400,1.2662379741668701
CID000002519,120,0.6459907293319702,0.3255193531513214,633,1.9930634498596191
CID000004034,121,0.6108916401863098,0.3156638741493225,999,3.14729905128479
CID000060198,122,0.3874427378177643,0.3303646147251129,383,1.209740400314331
CID000002725,123,0.6448513269424438,0.32889339327812195,428,1.349987506866455
