epoch,runtime
1,322.2932035923004
2,321.10961842536926
3,319.85072088241577
4,324.6353485584259
5,319.8752393722534
6,319.08775091171265
7,319.12773609161377
8,328.6635732650757
9,310.668829202652
10,319.8627095222473
11,321.0799117088318
12,323.2551836967468
13,324.1343288421631
14,322.18126010894775
15,321.40381503105164
16,320.1568913459778
17,318.75050234794617
18,320.8914589881897
19,315.6905837059021
20,320.08740878105164
21,318.5575726032257
22,319.5460662841797
23,316.73714995384216
24,316.72364044189453
25,319.6334607601166
26,313.86344623565674
27,316.67551732063293
28,318.7722227573395
29,320.4150266647339
30,326.87000370025635
31,320.0949070453644
32,315.95309114456177
33,328.7347192764282
34,321.47257709503174
35,317.62403750419617
