drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4853525391071887
CID000004829,drug similarity,mean components,0.6293817162352229
CID000004140,drug similarity,mean components,0.6270316400573269
CID000002909,drug similarity,mean components,0.46725394472527193
CID000003676,drug similarity,mean components,0.3686533964516817
CID000003339,drug similarity,mean components,0.5414587998486854
CID000005656,drug similarity,mean components,0.5745440933132797
CID000000853,drug similarity,mean components,0.3778246439730877
CID000119607,drug similarity,mean components,0.6064137060654534
CID000004889,drug similarity,mean components,0.5881790924588509
CID000003154,drug similarity,mean components,0.6494714787182393
CID000005029,drug similarity,mean components,0.5602970781583864
CID000003823,drug similarity,mean components,0.6037117530088569
CID000003937,drug similarity,mean components,0.5508896782302121
CID000003883,drug similarity,mean components,0.6420737635740853
CID000004885,drug similarity,mean components,0.5300305614262656
CID000003961,drug similarity,mean components,0.6291788939330286
CID000060835,drug similarity,mean components,0.635867712165565
CID000002622,drug similarity,mean components,0.6661114849855402
CID000004609,drug similarity,mean components,0.5615789020877976
CID003468412,drug similarity,mean components,0.5254357544651289
CID000060147,drug similarity,mean components,0.4414897551961148
CID000002244,drug similarity,mean components,0.43309585083643976
CID000002806,drug similarity,mean components,0.48123208365764236
CID000003446,drug similarity,mean components,0.4523325880141138
CID000005352,drug similarity,mean components,0.5252487386247335
CID000004112,drug similarity,mean components,0.47904270514902425
CID000004635,drug similarity,mean components,0.47891526945742
CID000002088,drug similarity,mean components,0.46127189408638647
CID000002311,drug similarity,mean components,0.5023578087311376
CID000000772,drug similarity,mean components,0.25825849856642413
CID000003672,drug similarity,mean components,0.5154465920525444
CID000004583,drug similarity,mean components,0.6406053184163261
CID000003639,drug similarity,mean components,0.6010156611387563
CID000004585,drug similarity,mean components,0.6268480220905933
CID000003899,drug similarity,mean components,0.6234617737669125
CID000004616,drug similarity,mean components,0.5297943854800675
CID000005064,drug similarity,mean components,0.36599510946791103
CID000003929,drug similarity,mean components,0.522908400171572
CID000051263,drug similarity,mean components,0.4879981212199065
CID000065999,drug similarity,mean components,0.6123452731189344
CID000083786,drug similarity,mean components,0.531432805255937
CID000002524,drug similarity,mean components,0.5624305173304339
CID000003405,drug similarity,mean components,0.410112252488092
CID000667490,drug similarity,mean components,0.6478591001374703
CID000003062,drug similarity,mean components,0.24904803368821082
CID000071616,drug similarity,mean components,0.5752521469385031
CID000004091,drug similarity,mean components,0.32071147270523537
CID000005090,drug similarity,mean components,0.6042283232305535
CID000004170,drug similarity,mean components,0.5728559809885287
CID000005095,drug similarity,mean components,0.5878558495170121
CID000005291,drug similarity,mean components,0.5500532745855511
CID000019090,drug similarity,mean components,0.5755368823260888
CID000002802,drug similarity,mean components,0.5067840458575088
CID000004900,drug similarity,mean components,0.5921618770296861
CID000002803,drug similarity,mean components,0.7103883457248807
CID000003365,drug similarity,mean components,0.4532217143903108
CID000000942,drug similarity,mean components,0.5995257955460355
CID000062924,drug similarity,mean components,0.5382796960125333
CID000001065,drug similarity,mean components,0.5120079390243529
CID000005512,drug similarity,mean components,0.5770057659852112
CID000041781,drug similarity,mean components,0.42912211157796354
