drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.3719047889644618
CID000004829,drug similarity,mean components,0.36399168227779943
CID000004140,drug similarity,mean components,0.5321810128897122
CID000002909,drug similarity,mean components,0.4413928387593884
CID000003676,drug similarity,mean components,0.4088410451483391
CID000003339,drug similarity,mean components,0.4302285450749834
CID000005656,drug similarity,mean components,0.3217655932202639
CID000000853,drug similarity,mean components,0.4591528433054817
CID000119607,drug similarity,mean components,0.3006987474617451
CID000004889,drug similarity,mean components,0.3961515770660339
CID000003154,drug similarity,mean components,0.45551235944600177
CID000005029,drug similarity,mean components,0.442661850845103
CID000003823,drug similarity,mean components,0.43845967199439906
CID000003937,drug similarity,mean components,0.2367869281259135
CID000003883,drug similarity,mean components,0.4104438654249045
CID000004885,drug similarity,mean components,0.29536507819528013
CID000003961,drug similarity,mean components,0.44792839540377405
CID000060835,drug similarity,mean components,0.4025950169721748
CID000002622,drug similarity,mean components,0.5052105068611176
CID000004609,drug similarity,mean components,0.4421777067605679
CID003468412,drug similarity,mean components,0.4024167860540485
CID000060147,drug similarity,mean components,0.38552488618644976
CID000002244,drug similarity,mean components,0.32410285561799723
CID000002806,drug similarity,mean components,0.4224309550978036
CID000003446,drug similarity,mean components,0.2908342835166787
CID000005352,drug similarity,mean components,0.4459065398173525
CID000004112,drug similarity,mean components,0.36292837748158147
CID000004635,drug similarity,mean components,0.3622690469255503
CID000002088,drug similarity,mean components,0.35474644556421864
CID000002311,drug similarity,mean components,0.4346248840951046
CID000000772,drug similarity,mean components,0.32342771565704054
CID000003672,drug similarity,mean components,0.30976318110303414
CID000004583,drug similarity,mean components,0.4120892380757486
CID000003639,drug similarity,mean components,0.31420863289640555
CID000004585,drug similarity,mean components,0.4019986143259293
CID000003899,drug similarity,mean components,0.42110218940257416
CID000004616,drug similarity,mean components,0.5560737438737923
CID000005064,drug similarity,mean components,0.4095577219838793
CID000003929,drug similarity,mean components,0.475826731868906
CID000051263,drug similarity,mean components,0.643473012773488
CID000065999,drug similarity,mean components,0.46394366432124945
CID000083786,drug similarity,mean components,0.36059572893843295
CID000002524,drug similarity,mean components,0.49412535884875175
CID000003405,drug similarity,mean components,0.37134429617555986
CID000667490,drug similarity,mean components,0.5184972022077123
CID000003062,drug similarity,mean components,0.31916767377978295
CID000071616,drug similarity,mean components,0.6455822299091643
CID000004091,drug similarity,mean components,0.35162328677870314
CID000005090,drug similarity,mean components,0.23151767264710998
CID000004170,drug similarity,mean components,0.31706430914123485
CID000005095,drug similarity,mean components,0.4888977690868894
CID000005291,drug similarity,mean components,0.4250034908932776
CID000019090,drug similarity,mean components,0.5246066262002804
CID000002802,drug similarity,mean components,0.3717221833716886
CID000004900,drug similarity,mean components,0.5008657259630301
CID000002803,drug similarity,mean components,0.36022167335195043
CID000003365,drug similarity,mean components,0.401521070461083
CID000000942,drug similarity,mean components,0.5806872504217137
CID000062924,drug similarity,mean components,0.42918491572736606
CID000001065,drug similarity,mean components,0.4499290351316514
CID000005512,drug similarity,mean components,0.3755894814808083
CID000041781,drug similarity,mean components,0.3994560983723654
CID000005039,drug similarity,mean components,0.19902603200837776
CID000004679,drug similarity,mean components,0.4519698391564694
CID000005523,drug similarity,mean components,0.5003476976983746
CID000002520,drug similarity,mean components,0.3726196770419463
CID000005038,drug similarity,mean components,0.45620034456460545
CID000005035,drug similarity,mean components,0.37733260795630275
CID000005426,drug similarity,mean components,0.44611823915489945
CID000002662,drug similarity,mean components,0.4473637942570441
CID000004873,drug similarity,mean components,0.36290353102989614
CID000005556,drug similarity,mean components,0.4142083882987073
CID000006691,drug similarity,mean components,0.31958626383742716
CID000002666,drug similarity,mean components,0.45141600207245713
CID000002749,drug similarity,mean components,0.43523576912757744
CID000004411,drug similarity,mean components,0.5102114072330274
CID000004748,drug similarity,mean components,0.5982481718991248
CID000005533,drug similarity,mean components,0.39583435335679507
CID004475485,drug similarity,mean components,0.4461021345938758
CID000003016,drug similarity,mean components,0.39247690726193185
CID000003379,drug similarity,mean components,0.5233890141359231
CID000005719,drug similarity,mean components,0.40247466075129323
CID000003440,drug similarity,mean components,0.46147837420707405
CID000003325,drug similarity,mean components,0.3806727247797963
CID000003403,drug similarity,mean components,0.33044396061063475
CID000002118,drug similarity,mean components,0.3838043930541155
CID000003382,drug similarity,mean components,0.5123459916529994
CID000003463,drug similarity,mean components,0.3953526851620932
CID000004510,drug similarity,mean components,0.30914900842484294
CID000004058,drug similarity,mean components,0.5671348573768756
CID000004171,drug similarity,mean components,0.38037446591253177
CID000005647,drug similarity,mean components,0.3714768006574437
CID000003308,drug similarity,mean components,0.3101212758342714
CID000004173,drug similarity,mean components,0.31816090281604525
CID000000450,drug similarity,mean components,0.4230974939034029
CID000060854,drug similarity,mean components,0.44786919159675176
CID000002895,drug similarity,mean components,0.42567855907205443
CID000005650,drug similarity,mean components,0.35968530572682245
CID000028112,drug similarity,mean components,0.5392313706086285
CID000004927,drug similarity,mean components,0.47625366091612653
CID000003784,drug similarity,mean components,0.4997766492354513
CID000005402,drug similarity,mean components,0.4378987286482481
CID000005732,drug similarity,mean components,0.26292432489522277
CID000003958,drug similarity,mean components,0.396914047487932
CID000005487,drug similarity,mean components,0.31400943404675596
CID000002022,drug similarity,mean components,0.43064218709146584
CID000003345,drug similarity,mean components,0.27280154204035334
CID000003878,drug similarity,mean components,0.35217750444258344
CID000005358,drug similarity,mean components,0.5373788565262665
