epoch,runtime
1,119.50974178314209
2,120.80670261383057
3,121.80332255363464
4,120.90850448608398
5,120.33727526664734
6,118.89896011352539
7,121.87151670455933
8,122.7497775554657
9,120.81635546684265
10,121.80562591552734
11,120.20142149925232
12,120.20789051055908
13,121.3447277545929
14,121.25756239891052
15,122.12931847572327
16,119.88146829605103
17,119.08743810653687
18,120.42977714538574
19,119.24900507926941
20,120.66047286987305
21,118.9464054107666
22,118.8951895236969
23,120.5165958404541
24,122.69153189659119
25,121.35043025016785
26,120.02039074897766
27,120.32855439186096
28,119.49524879455566
29,119.95735025405884
30,120.97310447692871
31,120.56232523918152
32,118.58555436134338
33,119.38952922821045
34,120.3522846698761
35,119.43083310127258
36,119.66803693771362
37,118.82855272293091
38,118.5142548084259
39,120.86745285987854
40,119.9921178817749
41,121.60106039047241
42,120.30171036720276
43,119.48639035224915
44,119.35089635848999
45,117.9899468421936
