drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4735493686127592
CID000004829,drug similarity,mean components,0.5304893433017892
CID000004140,drug similarity,mean components,0.5304232231859961
CID000002909,drug similarity,mean components,0.4367298382317364
CID000003676,drug similarity,mean components,0.4287913293087624
CID000003339,drug similarity,mean components,0.4916171106702152
CID000005656,drug similarity,mean components,0.4953762334937719
CID000000853,drug similarity,mean components,0.4951618418717676
CID000119607,drug similarity,mean components,0.3012123111749814
CID000004889,drug similarity,mean components,0.5469454133254954
CID000003154,drug similarity,mean components,0.4753424588602624
CID000005029,drug similarity,mean components,0.5807077336995006
CID000003823,drug similarity,mean components,0.5539151672268234
CID000003937,drug similarity,mean components,0.4573635053424874
CID000003883,drug similarity,mean components,0.5636858884124992
CID000004885,drug similarity,mean components,0.411742034550481
CID000003961,drug similarity,mean components,0.5745488646039255
CID000060835,drug similarity,mean components,0.5119492591700294
CID000002622,drug similarity,mean components,0.6641799055042589
CID000004609,drug similarity,mean components,0.501385472953607
CID003468412,drug similarity,mean components,0.44227116255852306
CID000060147,drug similarity,mean components,0.47967295342097493
CID000002244,drug similarity,mean components,0.31365584111613787
CID000002806,drug similarity,mean components,0.5129678204232475
CID000003446,drug similarity,mean components,0.45440234155133963
CID000005352,drug similarity,mean components,0.48764824274802154
CID000004112,drug similarity,mean components,0.4500108674681633
CID000004635,drug similarity,mean components,0.4523670031778766
CID000002088,drug similarity,mean components,0.42925470986374137
CID000002311,drug similarity,mean components,0.48292830951263443
CID000000772,drug similarity,mean components,0.34870755766241546
CID000003672,drug similarity,mean components,0.46947072489950425
CID000004583,drug similarity,mean components,0.596222535921093
CID000003639,drug similarity,mean components,0.4184566634663558
CID000004585,drug similarity,mean components,0.5367545146254572
CID000003899,drug similarity,mean components,0.5319762179557014
CID000004616,drug similarity,mean components,0.5170076910653563
CID000005064,drug similarity,mean components,0.5668380964714015
CID000003929,drug similarity,mean components,0.5165814521224431
