,side_effect,fake_triple_component,AUROC,AUPRC,AP50
0,C0000731,head,0.5,0.4999999999999999,0.2759122624945266
1,C0000731,tail,0.5,0.4999999999999999,0.2759122624945266
2,C0000731,both,0.5,0.4999999999999999,0.2759122624945266
3,C0000737,head,0.6828074289014047,0.6744139770288444,0.7272997882221052
4,C0000737,tail,0.7025915376075427,0.6926966807617065,0.5384260674562867
5,C0000737,both,0.5560325409843755,0.5453139975049615,0.3078468685574104
6,C0000768,head,0.8162051257147712,0.7785377521570498,0.7204305492297612
7,C0000768,tail,0.8574585098762885,0.8146606091105251,0.7419636299889701
8,C0000768,both,0.5556580752467555,0.5664565101307617,0.4596209607599787
9,C0000786,head,0.8193324625016891,0.800830522559992,0.7489705347132748
10,C0000786,tail,0.8962659339669385,0.8938136623781981,0.9224632493364032
11,C0000786,both,0.7006891581460295,0.6713755744541825,0.5764598749110509
12,C0000833,head,0.828099886994866,0.7936413271616323,0.7687233995783737
13,C0000833,tail,0.8874438498962132,0.8624964177091433,0.8842451413462747
14,C0000833,both,0.619645541285916,0.5994338767695467,0.4993227216960995
15,C0001122,head,0.7998976863967218,0.7713563235455534,0.8378346742628067
16,C0001122,tail,0.8456595266451745,0.8187348051641162,0.9563804730979908
17,C0001122,both,0.5608020742001882,0.562043499619328,0.6220550308319208
18,C0001126,head,0.7859868192854665,0.7669029937387059,0.699454970674111
19,C0001126,tail,0.8585963695224881,0.8279776962937312,0.7614861892124022
20,C0001126,both,0.5385593710255521,0.5356163405019162,0.2624298728999925
21,C0001339,head,0.8365857747712026,0.8089678163478038,0.85277112028744
22,C0001339,tail,0.8633389130024031,0.8342265907474712,0.8464856377762415
23,C0001339,both,0.6477436935989931,0.6424874943295008,0.6727969949300967
24,C0001418,head,0.8248377134033001,0.7892799276326429,0.6819826130035191
25,C0001418,tail,0.8621779290228488,0.806727335109655,0.6782166858233413
26,C0001418,both,0.6012772026652178,0.5765844830913256,0.362470391141506
27,C0001430,head,0.8753798647191452,0.8631441708950002,0.8880407507518379
28,C0001430,tail,0.905376923830997,0.8866599119725795,0.9087094997426468
29,C0001430,both,0.6295461229291246,0.6217623825121895,0.5235826287071038
30,C0001546,head,0.8270512286547272,0.8193671963446754,0.7854722602222823
31,C0001546,tail,0.9281549354435652,0.9269897109248512,0.945769984852992
32,C0001546,both,0.6502498958767181,0.6420289744337624,0.458062835378609
33,C0001623,head,0.8463589981447125,0.8225316957274094,0.8760729494010264
34,C0001623,tail,0.8780359251138472,0.8723232052492711,0.9779148555444378
35,C0001623,both,0.6239247765221791,0.6214372877252625,0.5390267895707258
36,C0001818,head,0.8335315101070155,0.8150279776958693,0.7936916692321867
37,C0001818,tail,0.9198127229488704,0.9099704219539952,0.9337814835184268
38,C0001818,both,0.6782847800237812,0.6475905532856858,0.452005424048685
39,C0001824,head,0.8078926107083588,0.7753289954606961,0.7541945502993181
40,C0001824,tail,0.8481308411214954,0.8125334457170648,0.7751238621818928
41,C0001824,both,0.5735817538649663,0.5622961132292603,0.4319585798973258
42,C0001948,head,0.8549090070293437,0.8267239357394913,0.7712333309071365
43,C0001948,tail,0.8736782041787566,0.834077816713714,0.7496921099124907
44,C0001948,both,0.6555257439085093,0.6190563731448231,0.4877490951904409
45,C0001969,head,0.8864015134453402,0.8804567789018721,0.9533515216137484
46,C0001969,tail,0.865906941128778,0.8242034924603194,0.7465370257067563
47,C0001969,both,0.614116481239584,0.5990770232116936,0.4415895435141943
48,C0002064,head,0.837603305785124,0.7863753613236235,0.6582534291662892
49,C0002064,tail,0.8948760330578512,0.8818804617676282,0.875245962644222
50,C0002064,both,0.5321487603305785,0.5131109223213719,0.2438784624567421
51,C0002103,head,0.8748030783159801,0.8478959628650509,0.8498269561469614
52,C0002103,tail,0.9179447713897692,0.8950868343386634,0.8720392111886442
53,C0002103,both,0.6387867813490266,0.6425037021312276,0.6652530431724218
54,C0002170,head,0.8126459985175535,0.7792485242384601,0.8029240488591967
55,C0002170,tail,0.8779031243682756,0.8479318455912878,0.9240677470806372
56,C0002170,both,0.6449077401675614,0.6313295300428516,0.646919630159125
57,C0002390,head,0.8228355387523629,0.7632227313580779,0.6395676109833922
58,C0002390,tail,0.8917202268431001,0.8836727589034866,0.9159511036112902
59,C0002390,both,0.6478638941398867,0.645772285278954,0.49965868044325
60,C0002453,head,0.8904635847107437,0.8862700870028962,0.9474535316998136
61,C0002453,tail,0.8981469524793388,0.862062352816472,0.8051584071447095
62,C0002453,both,0.6792032541322314,0.6823093679136072,0.6810288928826803
63,C0002622,head,0.8257139982898244,0.7923722810680079,0.8381829012253617
64,C0002622,tail,0.8667969418037323,0.8255656360347219,0.6707834618091688
65,C0002622,both,0.6203103465620441,0.5945662591438705,0.3325346065255277
66,C0002726,head,0.8421201814058957,0.8246087985005794,0.7446690390643036
67,C0002726,tail,0.9203514739229024,0.9133894059541756,0.8768020929958109
68,C0002726,both,0.5864512471655329,0.6122885265769251,0.4165230762751342
69,C0002736,head,0.9165625,0.8909814265272727,0.8123051890179508
70,C0002736,tail,0.9271875,0.9280581751631308,0.93177535167819
71,C0002736,both,0.7367187500000001,0.7047767329545245,0.5662075412682339
72,C0002792,head,0.7997960356219478,0.781996716253659,0.8363721066017691
73,C0002792,tail,0.8564952599827635,0.8192163588705087,0.7778834924751584
