drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.5569048319492861
CID000004829,drug similarity,mean components,0.5066518359373103
CID000004140,drug similarity,mean components,0.556730075947548
CID000002909,drug similarity,mean components,0.508418954408847
CID000003676,drug similarity,mean components,0.4861685034926313
CID000003339,drug similarity,mean components,0.5494160674180817
CID000005656,drug similarity,mean components,0.5300787963105137
CID000000853,drug similarity,mean components,0.4590319988747851
CID000119607,drug similarity,mean components,0.38638816531303877
CID000004889,drug similarity,mean components,0.630275840422128
CID000003154,drug similarity,mean components,0.5636869732452527
CID000005029,drug similarity,mean components,0.5649474733433401
CID000003823,drug similarity,mean components,0.6482359330193113
CID000003937,drug similarity,mean components,0.43110735042132875
CID000003883,drug similarity,mean components,0.5603692938553727
CID000004885,drug similarity,mean components,0.4426955705248665
CID000003961,drug similarity,mean components,0.6159682305537244
CID000060835,drug similarity,mean components,0.5532210646231617
CID000002622,drug similarity,mean components,0.646208482559324
CID000004609,drug similarity,mean components,0.5003556921884779
CID003468412,drug similarity,mean components,0.4804351510657867
CID000060147,drug similarity,mean components,0.44993602438774094
CID000002244,drug similarity,mean components,0.4201199827945874
CID000002806,drug similarity,mean components,0.5429271728182928
CID000003446,drug similarity,mean components,0.5507746672292333
CID000005352,drug similarity,mean components,0.44084725900459554
CID000004112,drug similarity,mean components,0.5803373409074186
CID000004635,drug similarity,mean components,0.46099535676483505
CID000002088,drug similarity,mean components,0.399434090169027
CID000002311,drug similarity,mean components,0.5141366869766926
CID000000772,drug similarity,mean components,0.316128388110004
CID000003672,drug similarity,mean components,0.5077081400533726
CID000004583,drug similarity,mean components,0.5598834568189297
CID000003639,drug similarity,mean components,0.44560839347620385
CID000004585,drug similarity,mean components,0.4921726126282252
CID000003899,drug similarity,mean components,0.5656571966220152
CID000004616,drug similarity,mean components,0.5483293016885942
CID000005064,drug similarity,mean components,0.551497856439871
CID000003929,drug similarity,mean components,0.5175245653208025
CID000051263,drug similarity,mean components,0.5886814187404794
CID000065999,drug similarity,mean components,0.48536906683108805
CID000083786,drug similarity,mean components,0.4950387382587669
CID000002524,drug similarity,mean components,0.5675147893954166
CID000003405,drug similarity,mean components,0.4530569607033953
