drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4029309222350801
CID000004829,drug similarity,mean components,0.4371126585119335
CID000004140,drug similarity,mean components,0.5634646968132866
CID000002909,drug similarity,mean components,0.5071874760281242
CID000003676,drug similarity,mean components,0.5724451124069899
CID000003339,drug similarity,mean components,0.4756426009510144
CID000005656,drug similarity,mean components,0.4874200544650795
CID000000853,drug similarity,mean components,0.4154135893358757
CID000119607,drug similarity,mean components,0.4157994815676608
CID000004889,drug similarity,mean components,0.5404488902558072
CID000003154,drug similarity,mean components,0.4686566083066537
CID000005029,drug similarity,mean components,0.47697242328635703
CID000003823,drug similarity,mean components,0.5749294314209077
CID000003937,drug similarity,mean components,0.39251407227316615
CID000003883,drug similarity,mean components,0.4336270522013732
CID000004885,drug similarity,mean components,0.4437445815216874
CID000003961,drug similarity,mean components,0.5092247672722555
CID000060835,drug similarity,mean components,0.410243327346534
CID000002622,drug similarity,mean components,0.5446852014570049
CID000004609,drug similarity,mean components,0.43296993696795805
CID003468412,drug similarity,mean components,0.569282497692068
CID000060147,drug similarity,mean components,0.39845741009025293
CID000002244,drug similarity,mean components,0.44299120477095144
CID000002806,drug similarity,mean components,0.39024559085153276
CID000003446,drug similarity,mean components,0.35343020660382696
CID000005352,drug similarity,mean components,0.47670131786301706
CID000004112,drug similarity,mean components,0.40237962065547594
CID000004635,drug similarity,mean components,0.31256313789975665
CID000002088,drug similarity,mean components,0.3293236642738351
CID000002311,drug similarity,mean components,0.4971040250836605
CID000000772,drug similarity,mean components,0.3136228819807936
CID000003672,drug similarity,mean components,0.4504138096634991
CID000004583,drug similarity,mean components,0.3262046817521407
CID000003639,drug similarity,mean components,0.4008023226870281
CID000004585,drug similarity,mean components,0.4464100738591761
CID000003899,drug similarity,mean components,0.44941091213203
CID000004616,drug similarity,mean components,0.547023601249489
CID000005064,drug similarity,mean components,0.4548945097984607
CID000003929,drug similarity,mean components,0.4457021792698701
CID000051263,drug similarity,mean components,0.5751870448803311
CID000065999,drug similarity,mean components,0.5107736202126117
CID000083786,drug similarity,mean components,0.3478133614490406
CID000002524,drug similarity,mean components,0.4438073786505452
CID000003405,drug similarity,mean components,0.4474431629668667
CID000667490,drug similarity,mean components,0.5545398687403154
CID000003062,drug similarity,mean components,0.31705188654877725
CID000071616,drug similarity,mean components,0.5675699625075291
CID000004091,drug similarity,mean components,0.40271362597096005
CID000005090,drug similarity,mean components,0.2796861416412755
CID000004170,drug similarity,mean components,0.4809602153673824
CID000005095,drug similarity,mean components,0.5061796461485203
CID000005291,drug similarity,mean components,0.4893038984513587
CID000019090,drug similarity,mean components,0.5047532022797054
CID000002802,drug similarity,mean components,0.45567267918362786
CID000004900,drug similarity,mean components,0.41305869758976066
CID000002803,drug similarity,mean components,0.4239751522877162
CID000003365,drug similarity,mean components,0.4492031751763481
CID000000942,drug similarity,mean components,0.43279232364685927
CID000062924,drug similarity,mean components,0.5006708522676465
CID000001065,drug similarity,mean components,0.4902017757741792
CID000005512,drug similarity,mean components,0.35081751500252123
CID000041781,drug similarity,mean components,0.46374589429258073
CID000005039,drug similarity,mean components,0.3136393796682829
CID000004679,drug similarity,mean components,0.4801791654729466
CID000005523,drug similarity,mean components,0.5025306088920136
CID000002520,drug similarity,mean components,0.40519393540123394
CID000005038,drug similarity,mean components,0.46448475288114666
CID000005035,drug similarity,mean components,0.48102843641604087
CID000005426,drug similarity,mean components,0.5161493780479827
CID000002662,drug similarity,mean components,0.4282077226500265
CID000004873,drug similarity,mean components,0.3277901250869282
CID000005556,drug similarity,mean components,0.4683797228910749
CID000006691,drug similarity,mean components,0.3439330138467378
CID000002666,drug similarity,mean components,0.534833589148704
CID000002749,drug similarity,mean components,0.4598603946351071
CID000004411,drug similarity,mean components,0.44941549177258144
CID000004748,drug similarity,mean components,0.6670978603762476
CID000005533,drug similarity,mean components,0.5035186326733566
CID004475485,drug similarity,mean components,0.3707450463838955
CID000003016,drug similarity,mean components,0.48436473941926517
CID000003379,drug similarity,mean components,0.48657095340749557
CID000005719,drug similarity,mean components,0.49410218122685245
CID000003440,drug similarity,mean components,0.4530264418452188
CID000003325,drug similarity,mean components,0.34732353893526113
CID000003403,drug similarity,mean components,0.43150553241537715
CID000002118,drug similarity,mean components,0.42842776505123337
