drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.6046895314316247
CID000004829,drug similarity,mean components,0.6344822898419141
CID000004140,drug similarity,mean components,0.5522678067233704
CID000002909,drug similarity,mean components,0.49101956002512404
CID000003676,drug similarity,mean components,0.5647157938264574
CID000003339,drug similarity,mean components,0.6428923099429584
CID000005656,drug similarity,mean components,0.6768650761623373
CID000000853,drug similarity,mean components,0.5900796476652646
CID000119607,drug similarity,mean components,0.5696801555148777
CID000004889,drug similarity,mean components,0.6128189318322871
CID000003154,drug similarity,mean components,0.5575793457897307
CID000005029,drug similarity,mean components,0.7100260465856879
CID000003823,drug similarity,mean components,0.6296856104884166
CID000003937,drug similarity,mean components,0.576031045949683
CID000003883,drug similarity,mean components,0.6753240676850903
CID000004885,drug similarity,mean components,0.5837302403281052
CID000003961,drug similarity,mean components,0.6514105213481654
CID000060835,drug similarity,mean components,0.5589134978974764
CID000002622,drug similarity,mean components,0.6414672497483742
CID000004609,drug similarity,mean components,0.5958907409174994
CID003468412,drug similarity,mean components,0.5678783970906962
CID000060147,drug similarity,mean components,0.5792723919133292
CID000002244,drug similarity,mean components,0.48894553719713874
CID000002806,drug similarity,mean components,0.5832428695763104
CID000003446,drug similarity,mean components,0.5111453092311017
CID000005352,drug similarity,mean components,0.604342036528513
CID000004112,drug similarity,mean components,0.6318929082295679
CID000004635,drug similarity,mean components,0.5620664860845329
CID000002088,drug similarity,mean components,0.4742875739226795
CID000002311,drug similarity,mean components,0.5064255998217654
CID000000772,drug similarity,mean components,0.39541385890557024
CID000003672,drug similarity,mean components,0.5600882935785192
CID000004583,drug similarity,mean components,0.6208333029387657
CID000003639,drug similarity,mean components,0.6611354435114248
CID000004585,drug similarity,mean components,0.6810571430595082
CID000003899,drug similarity,mean components,0.5976333545640673
CID000004616,drug similarity,mean components,0.55091806187706
CID000005064,drug similarity,mean components,0.5645185093089881
CID000003929,drug similarity,mean components,0.5899398955449174
CID000051263,drug similarity,mean components,0.6322822783411319
CID000065999,drug similarity,mean components,0.6942894670964939
CID000083786,drug similarity,mean components,0.576123361335568
CID000002524,drug similarity,mean components,0.5370869177167945
CID000003405,drug similarity,mean components,0.49659521619907077
CID000667490,drug similarity,mean components,0.5840383050321415
CID000003062,drug similarity,mean components,0.450785329688394
CID000071616,drug similarity,mean components,0.5956392123382362
CID000004091,drug similarity,mean components,0.38989362693669727
CID000005090,drug similarity,mean components,0.6483003132219936
CID000004170,drug similarity,mean components,0.6187440950202843
CID000005095,drug similarity,mean components,0.6129341549566304
CID000005291,drug similarity,mean components,0.6052851093243603
CID000019090,drug similarity,mean components,0.5366222679014324
CID000002802,drug similarity,mean components,0.6070786184261001
CID000004900,drug similarity,mean components,0.6523099783955372
CID000002803,drug similarity,mean components,0.5987731730427125
CID000003365,drug similarity,mean components,0.512561957580189
CID000000942,drug similarity,mean components,0.6149091143500226
CID000062924,drug similarity,mean components,0.5751672481363194
CID000001065,drug similarity,mean components,0.534766511865448
CID000005512,drug similarity,mean components,0.6258089667446991
CID000041781,drug similarity,mean components,0.5761217354639439
CID000005039,drug similarity,mean components,0.49123759796887767
CID000004679,drug similarity,mean components,0.6089928073095717
CID000005523,drug similarity,mean components,0.633194374378647
CID000002520,drug similarity,mean components,0.4384593906609646
CID000005038,drug similarity,mean components,0.6667069992491366
CID000005035,drug similarity,mean components,0.5744370182815235
CID000005426,drug similarity,mean components,0.6125186911743982
CID000002662,drug similarity,mean components,0.502184372220814
CID000004873,drug similarity,mean components,0.6222784359954756
CID000005556,drug similarity,mean components,0.589733498175292
CID000006691,drug similarity,mean components,0.5323699169602316
CID000002666,drug similarity,mean components,0.608816260879413
CID000002749,drug similarity,mean components,0.5221918263857509
CID000004411,drug similarity,mean components,0.6398860197754089
CID000004748,drug similarity,mean components,0.6019825423234598
CID000005533,drug similarity,mean components,0.5666640924645882
CID004475485,drug similarity,mean components,0.5548458839148863
CID000003016,drug similarity,mean components,0.5739754172037642
CID000003379,drug similarity,mean components,0.4936398280341918
CID000005719,drug similarity,mean components,0.592805562992475
CID000003440,drug similarity,mean components,0.6379656800981476
CID000003325,drug similarity,mean components,0.49554862503365604
CID000003403,drug similarity,mean components,0.6098177558102756
CID000002118,drug similarity,mean components,0.5541466106716139
CID000003382,drug similarity,mean components,0.5501250317927489
CID000003463,drug similarity,mean components,0.5832163463038053
CID000004510,drug similarity,mean components,0.5526262495689012
CID000004058,drug similarity,mean components,0.5796582460150732
CID000004171,drug similarity,mean components,0.5444790165537217
CID000005647,drug similarity,mean components,0.5542699493096492
CID000003308,drug similarity,mean components,0.729280617457612
CID000004173,drug similarity,mean components,0.5144664888213397
CID000000450,drug similarity,mean components,0.46914260007171027
CID000060854,drug similarity,mean components,0.6503597838807847
CID000002895,drug similarity,mean components,0.6617184150102939
CID000005650,drug similarity,mean components,0.6126913209164717
CID000028112,drug similarity,mean components,0.536964266522378
CID000004927,drug similarity,mean components,0.5359688555897246
CID000003784,drug similarity,mean components,0.500960890789773
CID000005402,drug similarity,mean components,0.6192630808413879
CID000005732,drug similarity,mean components,0.6040034768253453
CID000003958,drug similarity,mean components,0.5970683780887851
CID000005487,drug similarity,mean components,0.6790997145817793
CID000002022,drug similarity,mean components,0.4531809406115971
CID000003345,drug similarity,mean components,0.5624213294574405
CID000003878,drug similarity,mean components,0.6509790791415823
CID000005358,drug similarity,mean components,0.6774566123302931
CID000002656,drug similarity,mean components,0.6532654544672091
CID000005391,drug similarity,mean components,0.6062636373790395
CID000004946,drug similarity,mean components,0.5980307550805807
CID000060865,drug similarity,mean components,0.5957474970007626
CID000001302,drug similarity,mean components,0.4746928295742534
CID000002678,drug similarity,mean components,0.6301961870642253
CID000004634,drug similarity,mean components,0.5638861953953537
CID000125889,drug similarity,mean components,0.4242485451437845
CID000002771,drug similarity,mean components,0.6554753641164919
CID000003640,drug similarity,mean components,0.5638438157850221
CID000000444,drug similarity,mean components,0.5744216953400466
CID000024011,drug similarity,mean components,0.6285785029490913
CID000002171,drug similarity,mean components,0.576869102819551
CID000054808,drug similarity,mean components,0.4241492700556906
