drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4112061507808462
CID000004829,drug similarity,mean components,0.4507523096357975
CID000004140,drug similarity,mean components,0.502690649708886
CID000002909,drug similarity,mean components,0.35600781386767966
CID000003676,drug similarity,mean components,0.4240900739498239
CID000003339,drug similarity,mean components,0.510402533239872
CID000005656,drug similarity,mean components,0.5540352483234502
CID000000853,drug similarity,mean components,0.4744745913229109
CID000119607,drug similarity,mean components,0.43940079133202836
CID000004889,drug similarity,mean components,0.47640384828118054
CID000003154,drug similarity,mean components,0.5423984243138711
CID000005029,drug similarity,mean components,0.502847134105022
CID000003823,drug similarity,mean components,0.5946897418111582
CID000003937,drug similarity,mean components,0.4257155170817597
CID000003883,drug similarity,mean components,0.4938399558658009
CID000004885,drug similarity,mean components,0.4625111016797121
CID000003961,drug similarity,mean components,0.4679365319446085
CID000060835,drug similarity,mean components,0.3764592328872103
CID000002622,drug similarity,mean components,0.5936246342941254
CID000004609,drug similarity,mean components,0.493536676583038
CID003468412,drug similarity,mean components,0.5069739863490407
CID000060147,drug similarity,mean components,0.4839252911567007
CID000002244,drug similarity,mean components,0.41499616751599566
CID000002806,drug similarity,mean components,0.478058462724811
CID000003446,drug similarity,mean components,0.3702426260938504
CID000005352,drug similarity,mean components,0.5422838149276815
CID000004112,drug similarity,mean components,0.47004585048763725
CID000004635,drug similarity,mean components,0.35554985190485056
CID000002088,drug similarity,mean components,0.36165890773450915
CID000002311,drug similarity,mean components,0.5198721534504633
CID000000772,drug similarity,mean components,0.3877663716411788
CID000003672,drug similarity,mean components,0.4548405919108758
CID000004583,drug similarity,mean components,0.5160200763624272
CID000003639,drug similarity,mean components,0.5406734663892415
CID000004585,drug similarity,mean components,0.6310946800867612
CID000003899,drug similarity,mean components,0.47376588929230845
CID000004616,drug similarity,mean components,0.5592789982788821
CID000005064,drug similarity,mean components,0.378555320768284
CID000003929,drug similarity,mean components,0.536877843342533
CID000051263,drug similarity,mean components,0.5465399608924497
CID000065999,drug similarity,mean components,0.6321682731386493
CID000083786,drug similarity,mean components,0.3919631295597268
CID000002524,drug similarity,mean components,0.4626390928152665
CID000003405,drug similarity,mean components,0.46361596908006875
CID000667490,drug similarity,mean components,0.5673921615741103
CID000003062,drug similarity,mean components,0.3639105177987767
CID000071616,drug similarity,mean components,0.4963171192032223
CID000004091,drug similarity,mean components,0.4003338252143265
CID000005090,drug similarity,mean components,0.45292002219062266
CID000004170,drug similarity,mean components,0.6380299174058738
CID000005095,drug similarity,mean components,0.5278622651346808
CID000005291,drug similarity,mean components,0.5221545883219245
CID000019090,drug similarity,mean components,0.5224400857780677
CID000002802,drug similarity,mean components,0.44005297319234415
CID000004900,drug similarity,mean components,0.4370329312373953
CID000002803,drug similarity,mean components,0.4974164040698883
CID000003365,drug similarity,mean components,0.4186619054846632
CID000000942,drug similarity,mean components,0.5761525145673742
CID000062924,drug similarity,mean components,0.5234252957740023
CID000001065,drug similarity,mean components,0.4888483550743985
CID000005512,drug similarity,mean components,0.4990954723238258
CID000041781,drug similarity,mean components,0.5407468758860295
CID000005039,drug similarity,mean components,0.3021091777273388
CID000004679,drug similarity,mean components,0.40627314642019985
CID000005523,drug similarity,mean components,0.5237678758792685
CID000002520,drug similarity,mean components,0.4974475710073256
CID000005038,drug similarity,mean components,0.48617986576990446
CID000005035,drug similarity,mean components,0.6042943682015265
CID000005426,drug similarity,mean components,0.5315566465709599
CID000002662,drug similarity,mean components,0.4131587280042638
CID000004873,drug similarity,mean components,0.4904616874458877
CID000005556,drug similarity,mean components,0.47119521737219305
CID000006691,drug similarity,mean components,0.3593930587327122
CID000002666,drug similarity,mean components,0.49284221451189825
CID000002749,drug similarity,mean components,0.49867991575863135
CID000004411,drug similarity,mean components,0.49945249643312983
CID000004748,drug similarity,mean components,0.5904785812896309
CID000005533,drug similarity,mean components,0.5770271972188389
CID004475485,drug similarity,mean components,0.5022921887869162
CID000003016,drug similarity,mean components,0.5052064950352311
CID000003379,drug similarity,mean components,0.4830142352883613
CID000005719,drug similarity,mean components,0.6047528627553916
CID000003440,drug similarity,mean components,0.552235163753042
CID000003325,drug similarity,mean components,0.4333391556016388
CID000003403,drug similarity,mean components,0.46960085397525486
CID000002118,drug similarity,mean components,0.46077699815508044
CID000003382,drug similarity,mean components,0.5685486653705182
CID000003463,drug similarity,mean components,0.49589531888126004
CID000004510,drug similarity,mean components,0.3509629899299307
CID000004058,drug similarity,mean components,0.5409476615812917
CID000004171,drug similarity,mean components,0.47854692448868863
CID000005647,drug similarity,mean components,0.49625374745675543
CID000003308,drug similarity,mean components,0.548478134079302
CID000004173,drug similarity,mean components,0.4451202295281085
CID000000450,drug similarity,mean components,0.45807376573137515
CID000060854,drug similarity,mean components,0.562818055583696
CID000002895,drug similarity,mean components,0.5872512645530232
CID000005650,drug similarity,mean components,0.46354620794139945
CID000028112,drug similarity,mean components,0.4008785557176324
CID000004927,drug similarity,mean components,0.43938694970756753
CID000003784,drug similarity,mean components,0.5652422373994591
CID000005402,drug similarity,mean components,0.5919445501706363
CID000005732,drug similarity,mean components,0.477726306638355
CID000003958,drug similarity,mean components,0.4957712948066302
CID000005487,drug similarity,mean components,0.5523756231157698
CID000002022,drug similarity,mean components,0.46473717895924904
CID000003345,drug similarity,mean components,0.45731303660515055
