drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.5749786459984217
CID000004829,drug similarity,mean components,0.43251976420483074
CID000004140,drug similarity,mean components,0.6069358658401812
CID000002909,drug similarity,mean components,0.4034373607590702
CID000003676,drug similarity,mean components,0.33465765165588124
CID000003339,drug similarity,mean components,0.5098441833276641
CID000005656,drug similarity,mean components,0.5994084586699818
CID000000853,drug similarity,mean components,0.42346117973889275
CID000119607,drug similarity,mean components,0.5485128768862655
CID000004889,drug similarity,mean components,0.638092041805
CID000003154,drug similarity,mean components,0.5992633424831247
CID000005029,drug similarity,mean components,0.5482604793750392
CID000003823,drug similarity,mean components,0.5748670750986261
CID000003937,drug similarity,mean components,0.523509837189448
CID000003883,drug similarity,mean components,0.6169105042065685
CID000004885,drug similarity,mean components,0.5020485624959447
CID000003961,drug similarity,mean components,0.5722634762140271
CID000060835,drug similarity,mean components,0.6168552704389603
CID000002622,drug similarity,mean components,0.625741282997367
CID000004609,drug similarity,mean components,0.49673814628199964
CID003468412,drug similarity,mean components,0.5541217805666474
CID000060147,drug similarity,mean components,0.3504422379790728
CID000002244,drug similarity,mean components,0.3495342234808154
CID000002806,drug similarity,mean components,0.3441394075874993
CID000003446,drug similarity,mean components,0.4282947561490307
CID000005352,drug similarity,mean components,0.5297559634639593
CID000004112,drug similarity,mean components,0.3544659278321335
CID000004635,drug similarity,mean components,0.3959128946128887
CID000002088,drug similarity,mean components,0.42093295668472475
CID000002311,drug similarity,mean components,0.4529246714496995
CID000000772,drug similarity,mean components,0.2867351258317179
CID000003672,drug similarity,mean components,0.40971452525538177
CID000004583,drug similarity,mean components,0.5765361060657501
CID000003639,drug similarity,mean components,0.5212108870846975
CID000004585,drug similarity,mean components,0.6088372206445215
CID000003899,drug similarity,mean components,0.5269605705902574
CID000004616,drug similarity,mean components,0.45706642950864884
CID000005064,drug similarity,mean components,0.3216691529761906
CID000003929,drug similarity,mean components,0.4462109076365397
CID000051263,drug similarity,mean components,0.5385376116909444
CID000065999,drug similarity,mean components,0.57823256727858
CID000083786,drug similarity,mean components,0.4921385764041424
CID000002524,drug similarity,mean components,0.591813669965542
CID000003405,drug similarity,mean components,0.37895744044622914
CID000667490,drug similarity,mean components,0.5523264007842797
CID000003062,drug similarity,mean components,0.2414954940160422
CID000071616,drug similarity,mean components,0.5330512016816105
CID000004091,drug similarity,mean components,0.2462043463660769
CID000005090,drug similarity,mean components,0.6141937070242897
CID000004170,drug similarity,mean components,0.5995437714298789
CID000005095,drug similarity,mean components,0.5402131688998748
CID000005291,drug similarity,mean components,0.615497965080949
CID000019090,drug similarity,mean components,0.5231884679319876
CID000002802,drug similarity,mean components,0.461416238595294
CID000004900,drug similarity,mean components,0.6026052218627496
CID000002803,drug similarity,mean components,0.6452320379547446
CID000003365,drug similarity,mean components,0.43605682359982323
CID000000942,drug similarity,mean components,0.5783251585903305
CID000062924,drug similarity,mean components,0.4771814274794327
CID000001065,drug similarity,mean components,0.47688127263177404
CID000005512,drug similarity,mean components,0.5761266313451626
CID000041781,drug similarity,mean components,0.4490973287063438
CID000005039,drug similarity,mean components,0.34565508287875013
CID000004679,drug similarity,mean components,0.657034178639857
CID000005523,drug similarity,mean components,0.5501074463635878
CID000002520,drug similarity,mean components,0.31136657266253964
CID000005038,drug similarity,mean components,0.49276516370413703
CID000005035,drug similarity,mean components,0.6037351326011204
CID000005426,drug similarity,mean components,0.5788172011734448
CID000002662,drug similarity,mean components,0.3760215578532047
CID000004873,drug similarity,mean components,0.5189147983960418
CID000005556,drug similarity,mean components,0.4899658870572725
CID000006691,drug similarity,mean components,0.5240367688638918
CID000002666,drug similarity,mean components,0.5718032091686501
CID000002749,drug similarity,mean components,0.5036411313913245
CID000004411,drug similarity,mean components,0.559178539512014
CID000004748,drug similarity,mean components,0.5490891870115527
CID000005533,drug similarity,mean components,0.5644123597548697
CID004475485,drug similarity,mean components,0.38531850450606964
CID000003016,drug similarity,mean components,0.5727199933661788
CID000003379,drug similarity,mean components,0.5236481417479476
CID000005719,drug similarity,mean components,0.496606500579978
CID000003440,drug similarity,mean components,0.47262300572948335
CID000003325,drug similarity,mean components,0.5546413968694831
CID000003403,drug similarity,mean components,0.5453028979120501
CID000002118,drug similarity,mean components,0.4668598991881885
CID000003382,drug similarity,mean components,0.5456197409556479
CID000003463,drug similarity,mean components,0.5199888141147383
CID000004510,drug similarity,mean components,0.4032508043677091
CID000004058,drug similarity,mean components,0.45470158387297854
CID000004171,drug similarity,mean components,0.4885467068659395
CID000005647,drug similarity,mean components,0.42175488200742195
CID000003308,drug similarity,mean components,0.5135615827983911
CID000004173,drug similarity,mean components,0.41786605199327354
CID000000450,drug similarity,mean components,0.4203331182721264
CID000060854,drug similarity,mean components,0.6730351811840339
CID000002895,drug similarity,mean components,0.6234526821547021
CID000005650,drug similarity,mean components,0.4938605012444569
CID000028112,drug similarity,mean components,0.3161125274805989
