epoch,runtime
1,118.22259092330933
2,118.86702847480774
3,118.79674530029297
4,118.85246396064758
5,118.77413821220398
6,118.2640426158905
7,118.95009422302246
8,118.84603238105774
9,118.85577654838562
10,118.79252123832703
11,118.24283647537231
12,118.9148051738739
13,118.83379983901978
14,118.83025598526001
15,118.8861882686615
16,118.18592739105225
17,118.87272191047668
18,118.8179440498352
19,118.83662748336792
20,118.87314200401306
21,118.21338367462158
22,118.9208493232727
23,118.86891746520996
24,118.87656307220459
25,118.82715034484863
26,118.19091939926147
27,119.01977515220642
28,118.8785674571991
29,118.87706160545349
30,118.8640878200531
31,118.2560658454895
32,118.91163873672485
33,118.83486294746399
34,118.80418729782104
35,118.83158779144287
36,118.18897676467896
37,118.92701888084412
38,118.84933924674988
39,118.84292244911194
40,118.84576535224915
41,118.16314721107483
42,118.90267515182495
43,118.84306025505066
44,118.79245567321777
45,118.83368968963623
46,118.17294073104858
47,118.86126136779785
48,118.80804181098938
49,118.82001328468323
50,118.83689999580383
51,118.2351586818695
52,118.89821362495422
53,118.90002083778381
54,118.88803958892822
55,118.91107177734375
56,118.28897285461426
57,118.91786432266235
58,118.85434937477112
59,118.87589025497437
60,118.88632035255432
61,118.31646347045898
62,118.91611433029175
63,118.88879251480103
64,118.86890530586243
65,118.86259031295776
66,118.25689387321472
67,118.90176129341125
68,118.80979418754578
69,118.79080438613892
70,118.7678165435791
71,118.15194320678711
72,118.85122609138489
73,118.79794716835022
74,118.80889439582825
75,118.798264503479
76,118.14096641540527
77,118.9092812538147
78,118.78571581840515
79,118.82347702980042
80,118.87865853309631
81,118.11606049537659
82,118.85383796691895
83,118.79230189323425
84,118.78479766845703
85,118.79376888275146
86,118.12039232254028
87,118.8286964893341
88,118.89534616470337
89,118.80210709571838
90,118.82974529266357
91,118.1072747707367
92,118.84593176841736
93,118.76644825935364
94,118.73465585708618
95,118.74817824363708
96,118.17130064964294
97,118.83852744102478
98,118.81180620193481
99,118.81419730186462
100,118.79286193847656
101,118.1668529510498
102,118.8364098072052
103,118.80301976203918
104,118.75411057472229
105,118.79034209251404
106,118.1747670173645
107,118.86568880081177
108,118.84614992141724
109,118.81768250465393
110,118.84714913368225
111,118.18868684768677
112,118.84420275688171
113,118.7900390625
114,118.73812103271484
115,118.77171993255615
116,118.16113996505737
117,118.81610226631165
118,118.79027557373047
119,118.83282852172852
120,118.77393102645874
121,118.15015411376953
122,118.8551287651062
123,118.79703426361084
124,118.78892183303833
125,118.7650351524353
126,118.19027829170227
127,118.85730528831482
128,118.7835648059845
129,118.8028290271759
130,118.78736233711243
131,118.12758326530457
132,118.88880038261414
133,118.81802201271057
134,118.83775353431702
135,118.81539154052734
136,118.18227934837341
137,118.89884376525879
138,118.81388211250305
139,118.83095812797546
140,118.81674671173096
141,118.18042707443237
142,118.92447710037231
143,118.84440779685974
144,118.85438084602356
145,118.81369018554688
146,118.17936182022095
147,118.91784191131592
148,118.7952356338501
149,118.76427555084229
150,118.73436999320984
151,118.19347596168518
152,118.88470697402954
153,118.82679748535156
154,118.80931448936462
155,118.80668258666992
156,118.12559962272644
157,118.88436961174011
158,118.8287422657013
159,118.77078104019165
160,118.79784178733826
161,118.13115191459656
162,118.8337607383728
163,118.78667545318604
164,118.76549768447876
165,118.77314186096191
166,118.18116474151611
167,118.8527774810791
168,118.81741976737976
169,118.79233956336975
170,118.83567237854004
171,118.14115881919861
172,118.85291957855225
173,118.82351088523865
174,118.77133011817932
175,118.78739786148071
176,118.10748982429504
177,118.80524587631226
178,118.8310055732727
179,118.77085709571838
180,118.78419923782349
181,118.16122579574585
182,118.88082551956177
183,118.8269784450531
184,118.81830739974976
185,118.77431535720825
186,118.13835430145264
187,118.82400321960449
188,118.7756609916687
189,118.79294085502625
190,118.75260424613953
191,118.10457801818848
192,118.85256910324097
