drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.50736377727106
CID000004829,drug similarity,mean components,0.4087741644423156
CID000004140,drug similarity,mean components,0.5591705437522136
CID000002909,drug similarity,mean components,0.4829182745886449
CID000003676,drug similarity,mean components,0.4626468905351615
CID000003339,drug similarity,mean components,0.5012152219295821
CID000005656,drug similarity,mean components,0.5871685029115103
CID000000853,drug similarity,mean components,0.528277841995464
CID000119607,drug similarity,mean components,0.44837623446403874
CID000004889,drug similarity,mean components,0.48382695928988473
CID000003154,drug similarity,mean components,0.5093480749874141
CID000005029,drug similarity,mean components,0.6660578382192293
CID000003823,drug similarity,mean components,0.6582406875424435
CID000003937,drug similarity,mean components,0.5125782278884231
CID000003883,drug similarity,mean components,0.588169890140414
CID000004885,drug similarity,mean components,0.47974666768886387
CID000003961,drug similarity,mean components,0.5164069177978136
CID000060835,drug similarity,mean components,0.5601728092314152
CID000002622,drug similarity,mean components,0.47093029297232003
CID000004609,drug similarity,mean components,0.3412375387035569
CID003468412,drug similarity,mean components,0.4746753939522186
CID000060147,drug similarity,mean components,0.41829561108297986
CID000002244,drug similarity,mean components,0.3646104760834452
CID000002806,drug similarity,mean components,0.44296126699932503
CID000003446,drug similarity,mean components,0.4891065592715438
CID000005352,drug similarity,mean components,0.4636562958849111
CID000004112,drug similarity,mean components,0.49471519360504124
CID000004635,drug similarity,mean components,0.46009051111478116
CID000002088,drug similarity,mean components,0.39075142313556066
CID000002311,drug similarity,mean components,0.3975847844527517
CID000000772,drug similarity,mean components,0.2691929305857096
CID000003672,drug similarity,mean components,0.5134039352171285
CID000004583,drug similarity,mean components,0.7039533844381725
CID000003639,drug similarity,mean components,0.36670974788768074
CID000004585,drug similarity,mean components,0.5179997662974628
CID000003899,drug similarity,mean components,0.530834955311136
CID000004616,drug similarity,mean components,0.45716197053695906
CID000005064,drug similarity,mean components,0.5207767173461476
CID000003929,drug similarity,mean components,0.4873020585225325
CID000051263,drug similarity,mean components,0.5513877569580969
CID000065999,drug similarity,mean components,0.44048788361964963
CID000083786,drug similarity,mean components,0.4137704044769548
CID000002524,drug similarity,mean components,0.501721893882176
CID000003405,drug similarity,mean components,0.46262668257264483
CID000667490,drug similarity,mean components,0.5198524815636765
CID000003062,drug similarity,mean components,0.47336848621771666
CID000071616,drug similarity,mean components,0.6341756260637381
CID000004091,drug similarity,mean components,0.4662132586935932
CID000005090,drug similarity,mean components,0.5564091552357681
CID000004170,drug similarity,mean components,0.48852304281551095
CID000005095,drug similarity,mean components,0.5498615498228375
CID000005291,drug similarity,mean components,0.4324452149181284
CID000019090,drug similarity,mean components,0.49092547558595956
CID000002802,drug similarity,mean components,0.587066071122862
CID000004900,drug similarity,mean components,0.69443360892707
CID000002803,drug similarity,mean components,0.6160530295765116
CID000003365,drug similarity,mean components,0.5240115910198953
CID000000942,drug similarity,mean components,0.39403844633074625
CID000062924,drug similarity,mean components,0.5070225898570211
CID000001065,drug similarity,mean components,0.47714330798017734
