drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.5047077901777746
CID000004829,drug similarity,mean components,0.5459883294799076
CID000004140,drug similarity,mean components,0.5902331273873428
CID000002909,drug similarity,mean components,0.39457860330422156
CID000003676,drug similarity,mean components,0.4281354945146395
CID000003339,drug similarity,mean components,0.573924415432555
CID000005656,drug similarity,mean components,0.5754275403882563
CID000000853,drug similarity,mean components,0.5314828071235888
CID000119607,drug similarity,mean components,0.5238277853799765
CID000004889,drug similarity,mean components,0.4798022034529077
CID000003154,drug similarity,mean components,0.5843419010281194
CID000005029,drug similarity,mean components,0.5354452027903797
CID000003823,drug similarity,mean components,0.5619255661732426
CID000003937,drug similarity,mean components,0.5003134962126934
CID000003883,drug similarity,mean components,0.5516809091779381
CID000004885,drug similarity,mean components,0.5222537963518349
CID000003961,drug similarity,mean components,0.5373092560098389
CID000060835,drug similarity,mean components,0.5614654131013106
CID000002622,drug similarity,mean components,0.612003956770242
CID000004609,drug similarity,mean components,0.5818380154226677
CID003468412,drug similarity,mean components,0.4960324374946954
CID000060147,drug similarity,mean components,0.5135943227837445
CID000002244,drug similarity,mean components,0.3772914143253592
CID000002806,drug similarity,mean components,0.4474171961309039
CID000003446,drug similarity,mean components,0.41474356948419344
CID000005352,drug similarity,mean components,0.5370541170403884
CID000004112,drug similarity,mean components,0.4302788231171213
CID000004635,drug similarity,mean components,0.46543576276607856
CID000002088,drug similarity,mean components,0.4469857660331893
CID000002311,drug similarity,mean components,0.4260119722837822
CID000000772,drug similarity,mean components,0.3340645555060502
CID000003672,drug similarity,mean components,0.35674338741517
CID000004583,drug similarity,mean components,0.5302690319734011
CID000003639,drug similarity,mean components,0.577398809299849
CID000004585,drug similarity,mean components,0.6190281459339819
CID000003899,drug similarity,mean components,0.5316294285037751
CID000004616,drug similarity,mean components,0.5646955788380685
CID000005064,drug similarity,mean components,0.4139964777383285
CID000003929,drug similarity,mean components,0.5250929804341261
CID000051263,drug similarity,mean components,0.5674524518818618
CID000065999,drug similarity,mean components,0.6103076090958324
CID000083786,drug similarity,mean components,0.46178299055021443
CID000002524,drug similarity,mean components,0.5343898409450164
CID000003405,drug similarity,mean components,0.4135686221008814
CID000667490,drug similarity,mean components,0.5215776425665422
CID000003062,drug similarity,mean components,0.31485756727613157
CID000071616,drug similarity,mean components,0.585678121370865
CID000004091,drug similarity,mean components,0.2404833117274402
CID000005090,drug similarity,mean components,0.581516635293711
CID000004170,drug similarity,mean components,0.618003953191371
CID000005095,drug similarity,mean components,0.5810783392874349
CID000005291,drug similarity,mean components,0.6207401335758211
CID000019090,drug similarity,mean components,0.48862154223907406
CID000002802,drug similarity,mean components,0.47913185474847475
CID000004900,drug similarity,mean components,0.5070032306647172
CID000002803,drug similarity,mean components,0.4913665045471993
