drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.542360481230777
CID000004829,drug similarity,mean components,0.6578972228020592
CID000004140,drug similarity,mean components,0.48651257946574944
CID000002909,drug similarity,mean components,0.5022954053512966
CID000003676,drug similarity,mean components,0.44820464650680814
CID000003339,drug similarity,mean components,0.5923159667886998
CID000005656,drug similarity,mean components,0.6261155778178424
CID000000853,drug similarity,mean components,0.5730476007254452
CID000119607,drug similarity,mean components,0.5957375541868627
CID000004889,drug similarity,mean components,0.5301324796348225
CID000003154,drug similarity,mean components,0.6211183172159723
CID000005029,drug similarity,mean components,0.6969871193101239
CID000003823,drug similarity,mean components,0.6091127563808391
CID000003937,drug similarity,mean components,0.5166818973238901
CID000003883,drug similarity,mean components,0.5558883302189789
CID000004885,drug similarity,mean components,0.46218699023233656
CID000003961,drug similarity,mean components,0.6570783364293684
CID000060835,drug similarity,mean components,0.5076514359997065
CID000002622,drug similarity,mean components,0.6452065761586648
CID000004609,drug similarity,mean components,0.45243695138570106
CID003468412,drug similarity,mean components,0.5513914332441581
CID000060147,drug similarity,mean components,0.5420308510286908
CID000002244,drug similarity,mean components,0.4684397861002042
CID000002806,drug similarity,mean components,0.47115591623189546
CID000003446,drug similarity,mean components,0.4810925844479297
CID000005352,drug similarity,mean components,0.5330186104388815
CID000004112,drug similarity,mean components,0.5007021552062788
CID000004635,drug similarity,mean components,0.4939346495427275
CID000002088,drug similarity,mean components,0.5193474743379848
CID000002311,drug similarity,mean components,0.510010566747985
CID000000772,drug similarity,mean components,0.4438303873235345
CID000003672,drug similarity,mean components,0.5377910263233382
CID000004583,drug similarity,mean components,0.6396351349503306
CID000003639,drug similarity,mean components,0.5343334511740461
CID000004585,drug similarity,mean components,0.689918135695407
CID000003899,drug similarity,mean components,0.6026519584081218
CID000004616,drug similarity,mean components,0.5365049303277084
CID000005064,drug similarity,mean components,0.4465826504894568
CID000003929,drug similarity,mean components,0.6305208977582307
CID000051263,drug similarity,mean components,0.5220949982812533
CID000065999,drug similarity,mean components,0.5948611808711157
CID000083786,drug similarity,mean components,0.5129534532152249
CID000002524,drug similarity,mean components,0.5449207138312746
CID000003405,drug similarity,mean components,0.5381812912735913
CID000667490,drug similarity,mean components,0.5556911158704297
CID000003062,drug similarity,mean components,0.46842490097873224
CID000071616,drug similarity,mean components,0.5534035201915275
CID000004091,drug similarity,mean components,0.5908996802112665
CID000005090,drug similarity,mean components,0.6322228977528425
CID000004170,drug similarity,mean components,0.6441869098620019
