drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.6148386558782286
CID000004829,drug similarity,mean components,0.61311439860538
CID000004140,drug similarity,mean components,0.6067518894956001
CID000002909,drug similarity,mean components,0.5608275858664689
CID000003676,drug similarity,mean components,0.5084692904626545
CID000003339,drug similarity,mean components,0.6101437219448823
CID000005656,drug similarity,mean components,0.6863941553454703
CID000000853,drug similarity,mean components,0.6281849568120458
CID000119607,drug similarity,mean components,0.5085780171329458
CID000004889,drug similarity,mean components,0.5512219414683781
CID000003154,drug similarity,mean components,0.6305084006952637
CID000005029,drug similarity,mean components,0.6706489947310725
CID000003823,drug similarity,mean components,0.6806531914600055
CID000003937,drug similarity,mean components,0.5717766562731507
CID000003883,drug similarity,mean components,0.6655215503456045
CID000004885,drug similarity,mean components,0.5264142056466949
CID000003961,drug similarity,mean components,0.5586001051004251
CID000060835,drug similarity,mean components,0.6129516889659017
CID000002622,drug similarity,mean components,0.5184614372604427
CID000004609,drug similarity,mean components,0.4836496174068199
CID003468412,drug similarity,mean components,0.5546120387996742
CID000060147,drug similarity,mean components,0.5236736312146969
CID000002244,drug similarity,mean components,0.5508422905956845
CID000002806,drug similarity,mean components,0.5144597905247742
CID000003446,drug similarity,mean components,0.5811387741847223
CID000005352,drug similarity,mean components,0.5114735596969936
CID000004112,drug similarity,mean components,0.5829134059805773
CID000004635,drug similarity,mean components,0.5596743401339466
CID000002088,drug similarity,mean components,0.47874120221222727
CID000002311,drug similarity,mean components,0.5538422863953852
CID000000772,drug similarity,mean components,0.40367084292089306
CID000003672,drug similarity,mean components,0.5998735552028327
CID000004583,drug similarity,mean components,0.7064637894056583
CID000003639,drug similarity,mean components,0.5152697848854199
CID000004585,drug similarity,mean components,0.6300478437308643
CID000003899,drug similarity,mean components,0.5312960183583453
CID000004616,drug similarity,mean components,0.551241353323104
CID000005064,drug similarity,mean components,0.5816632752608002
CID000003929,drug similarity,mean components,0.5370619672195656
CID000051263,drug similarity,mean components,0.648184489544764
CID000065999,drug similarity,mean components,0.5031475535141052
CID000083786,drug similarity,mean components,0.5122543165963811
CID000002524,drug similarity,mean components,0.5647989082965101
CID000003405,drug similarity,mean components,0.5755570920165378
CID000667490,drug similarity,mean components,0.5714900605702371
CID000003062,drug similarity,mean components,0.6065310942289333
CID000071616,drug similarity,mean components,0.6473069104453963
CID000004091,drug similarity,mean components,0.5488895365612544
CID000005090,drug similarity,mean components,0.5343229640140963
CID000004170,drug similarity,mean components,0.5004857101983686
CID000005095,drug similarity,mean components,0.6040003719543847
CID000005291,drug similarity,mean components,0.47488524885860484
CID000019090,drug similarity,mean components,0.553921845235514
CID000002802,drug similarity,mean components,0.6486732965510942
CID000004900,drug similarity,mean components,0.6965892018226052
CID000002803,drug similarity,mean components,0.6583596624414487
CID000003365,drug similarity,mean components,0.6204146540233622
CID000000942,drug similarity,mean components,0.5081318265166697
CID000062924,drug similarity,mean components,0.6292866054218936
CID000001065,drug similarity,mean components,0.6098473873244148
CID000005512,drug similarity,mean components,0.5498208783547174
CID000041781,drug similarity,mean components,0.453796643598144
CID000005039,drug similarity,mean components,0.4830093473826417
CID000004679,drug similarity,mean components,0.7356673244413852
CID000005523,drug similarity,mean components,0.6587464885164799
CID000002520,drug similarity,mean components,0.5494029577262904
CID000005038,drug similarity,mean components,0.6710735746212922
CID000005035,drug similarity,mean components,0.5643710901322369
CID000005426,drug similarity,mean components,0.6080992046035564
CID000002662,drug similarity,mean components,0.5095670373818626
CID000004873,drug similarity,mean components,0.5074291215817862
CID000005556,drug similarity,mean components,0.5953830155133629
CID000006691,drug similarity,mean components,0.5667984924484573
CID000002666,drug similarity,mean components,0.6601193288527395
CID000002749,drug similarity,mean components,0.5931871040325123
CID000004411,drug similarity,mean components,0.6327989689057144
CID000004748,drug similarity,mean components,0.6362974262084323
CID000005533,drug similarity,mean components,0.6506340566252435
CID004475485,drug similarity,mean components,0.5045296002729478
CID000003016,drug similarity,mean components,0.5692078758743675
CID000003379,drug similarity,mean components,0.5232700135851333
CID000005719,drug similarity,mean components,0.498364811570576
CID000003440,drug similarity,mean components,0.5271886628621922
CID000003325,drug similarity,mean components,0.5089676691030454
CID000003403,drug similarity,mean components,0.6332989618126558
CID000002118,drug similarity,mean components,0.506499552227316
CID000003382,drug similarity,mean components,0.5594065177177766
CID000003463,drug similarity,mean components,0.4964241451449647
CID000004510,drug similarity,mean components,0.6201231667247887
CID000004058,drug similarity,mean components,0.7023293315107291
CID000004171,drug similarity,mean components,0.5545806051957867
CID000005647,drug similarity,mean components,0.5381152244150527
CID000003308,drug similarity,mean components,0.6752572811504308
CID000004173,drug similarity,mean components,0.4664855523041811
CID000000450,drug similarity,mean components,0.5606371959460313
CID000060854,drug similarity,mean components,0.5474717476019864
CID000002895,drug similarity,mean components,0.6854478474412034
CID000005650,drug similarity,mean components,0.5839447385378161
CID000028112,drug similarity,mean components,0.5619850141046914
CID000004927,drug similarity,mean components,0.6654990174296493
CID000003784,drug similarity,mean components,0.6008164824986114
CID000005402,drug similarity,mean components,0.6118430850204858
CID000005732,drug similarity,mean components,0.5544716624900154
CID000003958,drug similarity,mean components,0.6684001233405223
CID000005487,drug similarity,mean components,0.6047675288784106
CID000002022,drug similarity,mean components,0.46445450242799624
CID000003345,drug similarity,mean components,0.5080931156565381
CID000003878,drug similarity,mean components,0.5208138140891205
CID000005358,drug similarity,mean components,0.7007727739077377
CID000002656,drug similarity,mean components,0.6770951110401846
CID000005391,drug similarity,mean components,0.5716193942641385
CID000004946,drug similarity,mean components,0.5662889965834749
CID000060865,drug similarity,mean components,0.4915742982140362
CID000001302,drug similarity,mean components,0.612789476550528
CID000002678,drug similarity,mean components,0.5234961254528446
CID000004634,drug similarity,mean components,0.6349913671144268
CID000125889,drug similarity,mean components,0.4857702614256062
CID000002771,drug similarity,mean components,0.5419630075014711
CID000003640,drug similarity,mean components,0.6558988486733583
CID000000444,drug similarity,mean components,0.5489689962723703
CID000024011,drug similarity,mean components,0.4734228034542436
CID000002171,drug similarity,mean components,0.5946159925453238
CID000054808,drug similarity,mean components,0.5135787211164109
CID000005040,drug similarity,mean components,0.6120460106981694
CID000005077,drug similarity,mean components,0.5567265155233774
CID000002083,drug similarity,mean components,0.5092192260323347
CID000002375,drug similarity,mean components,0.38611518955271995
CID006398525,drug similarity,mean components,0.5539977417768516
CID000002801,drug similarity,mean components,0.6122010154413523
CID005311297,drug similarity,mean components,0.5022482141662971
CID000005645,drug similarity,mean components,0.5884195124536016
CID000060831,drug similarity,mean components,0.5167708430252835
CID000002609,drug similarity,mean components,0.7130550767835414
CID000124087,drug similarity,mean components,0.5529497149368025
CID000003043,drug similarity,mean components,0.6398643168280357
CID000148192,drug similarity,mean components,0.6695271395579215
CID000001690,drug similarity,mean components,0.5095638704080521
CID000004053,drug similarity,mean components,0.4917356687711063
CID000003367,drug similarity,mean components,0.706910268009175
CID000002550,drug similarity,mean components,0.6447196789567367
CID000004259,drug similarity,mean components,0.6746311331161953
CID000003821,drug similarity,mean components,0.3658538329458405
CID000003488,drug similarity,mean components,0.7536191618749227
CID000005372,drug similarity,mean components,0.5524478966275989
CID000003780,drug similarity,mean components,0.5826085053740546
CID000027661,drug similarity,mean components,0.5541364602083703
CID000003032,drug similarity,mean components,0.539221512380944
CID000004943,drug similarity,mean components,0.5073040891147131
CID000163742,drug similarity,mean components,0.4841196665861852
CID000123620,drug similarity,mean components,0.48023254658440084
CID000005002,drug similarity,mean components,0.5627246707457211
CID000004856,drug similarity,mean components,0.5782503409916343
CID000002249,drug similarity,mean components,0.5408003286724462
CID000003419,drug similarity,mean components,0.5737485809005033
CID000002141,drug similarity,mean components,0.5104518819314378
CID005311039,drug similarity,mean components,0.5272041813419829
CID000002812,drug similarity,mean components,0.564503739258425
CID000005152,drug similarity,mean components,0.5926971161157945
CID000004740,drug similarity,mean components,0.5481412070186289
CID000002786,drug similarity,mean components,0.5705504739707464
CID000002092,drug similarity,mean components,0.593220989917005
CID000003890,drug similarity,mean components,0.60148315733649
CID000003003,drug similarity,mean components,0.4798583701827237
CID000003385,drug similarity,mean components,0.5593480647945757
CID000034312,drug similarity,mean components,0.6552833168485304
CID000005203,drug similarity,mean components,0.5896096946060329
