drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.5030813580405271
CID000004829,drug similarity,mean components,0.6411711071435897
CID000004140,drug similarity,mean components,0.4543290341878119
CID000002909,drug similarity,mean components,0.5461922688897106
CID000003676,drug similarity,mean components,0.5222330608442468
CID000003339,drug similarity,mean components,0.6093566106696554
CID000005656,drug similarity,mean components,0.5724030322110802
CID000000853,drug similarity,mean components,0.5332632992231722
CID000119607,drug similarity,mean components,0.5754313893580145
CID000004889,drug similarity,mean components,0.4654849851673555
CID000003154,drug similarity,mean components,0.6339666870336762
CID000005029,drug similarity,mean components,0.5949344303526105
CID000003823,drug similarity,mean components,0.5918365270208843
CID000003937,drug similarity,mean components,0.48066895566754675
CID000003883,drug similarity,mean components,0.48415414845588867
CID000004885,drug similarity,mean components,0.5036035299362873
CID000003961,drug similarity,mean components,0.5819773838059836
CID000060835,drug similarity,mean components,0.5779758792308207
CID000002622,drug similarity,mean components,0.6229200738939468
CID000004609,drug similarity,mean components,0.5520462887575962
CID003468412,drug similarity,mean components,0.5583821694583347
CID000060147,drug similarity,mean components,0.5547031768878681
CID000002244,drug similarity,mean components,0.5221271472883328
CID000002806,drug similarity,mean components,0.5314135361735276
CID000003446,drug similarity,mean components,0.5813244865573222
CID000005352,drug similarity,mean components,0.5665841990542865
CID000004112,drug similarity,mean components,0.5266577698118987
CID000004635,drug similarity,mean components,0.48431105195094604
CID000002088,drug similarity,mean components,0.48886554951122396
CID000002311,drug similarity,mean components,0.5382964717848003
CID000000772,drug similarity,mean components,0.5520969260603761
CID000003672,drug similarity,mean components,0.6256104877632632
CID000004583,drug similarity,mean components,0.5871215793379039
CID000003639,drug similarity,mean components,0.5484376483104861
CID000004585,drug similarity,mean components,0.6393980533071472
CID000003899,drug similarity,mean components,0.6042285107620013
CID000004616,drug similarity,mean components,0.5527360038472446
CID000005064,drug similarity,mean components,0.4122463171172035
CID000003929,drug similarity,mean components,0.6067756169567081
CID000051263,drug similarity,mean components,0.5506056411783266
CID000065999,drug similarity,mean components,0.6324139286652001
CID000083786,drug similarity,mean components,0.5957139773844502
CID000002524,drug similarity,mean components,0.5986782835221524
CID000003405,drug similarity,mean components,0.5477006633561314
CID000667490,drug similarity,mean components,0.5296841673909596
CID000003062,drug similarity,mean components,0.4634112040355196
CID000071616,drug similarity,mean components,0.5628561108711799
CID000004091,drug similarity,mean components,0.5246966588416467
CID000005090,drug similarity,mean components,0.5955925888029283
CID000004170,drug similarity,mean components,0.6451006503771839
CID000005095,drug similarity,mean components,0.5988980810600101
CID000005291,drug similarity,mean components,0.598043463715689
CID000019090,drug similarity,mean components,0.5733671161524021
CID000002802,drug similarity,mean components,0.5406659210770497
CID000004900,drug similarity,mean components,0.5223163149416238
CID000002803,drug similarity,mean components,0.7027939518471819
CID000003365,drug similarity,mean components,0.5999518347017375
CID000000942,drug similarity,mean components,0.6173590631503311
CID000062924,drug similarity,mean components,0.5566200488351354
CID000001065,drug similarity,mean components,0.5854275226061973
CID000005512,drug similarity,mean components,0.5112940535807436
CID000041781,drug similarity,mean components,0.583245140982067
CID000005039,drug similarity,mean components,0.6010678442286368
CID000004679,drug similarity,mean components,0.6232564197580072
CID000005523,drug similarity,mean components,0.5447402019192302
CID000002520,drug similarity,mean components,0.4769496630467924
CID000005038,drug similarity,mean components,0.5420742956350111
CID000005035,drug similarity,mean components,0.627936618420457
CID000005426,drug similarity,mean components,0.509367612417032
CID000002662,drug similarity,mean components,0.6289385555560041
CID000004873,drug similarity,mean components,0.5238567437911127
CID000005556,drug similarity,mean components,0.5719847541368048
CID000006691,drug similarity,mean components,0.5866750041120603
CID000002666,drug similarity,mean components,0.5418313955266227
CID000002749,drug similarity,mean components,0.5666859559988695
CID000004411,drug similarity,mean components,0.62544582751754
CID000004748,drug similarity,mean components,0.5825872176170914
CID000005533,drug similarity,mean components,0.6024349369280384
CID004475485,drug similarity,mean components,0.5708398986674993
CID000003016,drug similarity,mean components,0.5629728903163586
CID000003379,drug similarity,mean components,0.507232308856822
CID000005719,drug similarity,mean components,0.5815922267682686
CID000003440,drug similarity,mean components,0.6006855076738127
CID000003325,drug similarity,mean components,0.5628028941040312
CID000003403,drug similarity,mean components,0.6331364068195033
CID000002118,drug similarity,mean components,0.6204430068651594
CID000003382,drug similarity,mean components,0.4994572948689099
CID000003463,drug similarity,mean components,0.6175755470423916
CID000004510,drug similarity,mean components,0.6239364556534293
CID000004058,drug similarity,mean components,0.6806036834058994
CID000004171,drug similarity,mean components,0.6006542036953896
CID000005647,drug similarity,mean components,0.48087157431223626
CID000003308,drug similarity,mean components,0.6147297079949797
CID000004173,drug similarity,mean components,0.5276006347993818
CID000000450,drug similarity,mean components,0.5211055227571209
CID000060854,drug similarity,mean components,0.6516651254834501
CID000002895,drug similarity,mean components,0.5740042970857395
CID000005650,drug similarity,mean components,0.5931470633100187
CID000028112,drug similarity,mean components,0.610852771409922
CID000004927,drug similarity,mean components,0.6096978500162002
CID000003784,drug similarity,mean components,0.5741506188359895
CID000005402,drug similarity,mean components,0.6391386724337598
CID000005732,drug similarity,mean components,0.5893555066931215
CID000003958,drug similarity,mean components,0.5263167866503431
CID000005487,drug similarity,mean components,0.5879200006612708
CID000002022,drug similarity,mean components,0.5506420601249926
CID000003345,drug similarity,mean components,0.4448151751721665
CID000003878,drug similarity,mean components,0.6009097734630076
CID000005358,drug similarity,mean components,0.6683484941352263
CID000002656,drug similarity,mean components,0.5997680005976335
CID000005391,drug similarity,mean components,0.5643259514892366
CID000004946,drug similarity,mean components,0.6005855668475046
CID000060865,drug similarity,mean components,0.5714400004043351
CID000001302,drug similarity,mean components,0.5310363375913129
CID000002678,drug similarity,mean components,0.5251790838341325
CID000004634,drug similarity,mean components,0.6278576264346198
CID000125889,drug similarity,mean components,0.5174725164098458
CID000002771,drug similarity,mean components,0.559202372136681
CID000003640,drug similarity,mean components,0.5233326179432579
CID000000444,drug similarity,mean components,0.6100109711288263
CID000024011,drug similarity,mean components,0.5646630192119826
CID000002171,drug similarity,mean components,0.5877395975997494
CID000054808,drug similarity,mean components,0.48575368497827554
CID000005040,drug similarity,mean components,0.6059274089700823
CID000005077,drug similarity,mean components,0.5971754843078939
CID000002083,drug similarity,mean components,0.481258360474464
CID000002375,drug similarity,mean components,0.5551531594052997
CID006398525,drug similarity,mean components,0.6180756374742243
CID000002801,drug similarity,mean components,0.6148310793441196
CID005311297,drug similarity,mean components,0.6082012193953038
CID000005645,drug similarity,mean components,0.5720097635567443
CID000060831,drug similarity,mean components,0.5654837746475856
CID000002609,drug similarity,mean components,0.6127811102248107
CID000124087,drug similarity,mean components,0.5390523219153037
CID000003043,drug similarity,mean components,0.5949539340656546
CID000148192,drug similarity,mean components,0.6586233393377217
CID000001690,drug similarity,mean components,0.5736059937385252
CID000004053,drug similarity,mean components,0.5363197044287665
CID000003367,drug similarity,mean components,0.5872048390407865
CID000002550,drug similarity,mean components,0.5396049445130641
CID000004259,drug similarity,mean components,0.6187293188203002
CID000003821,drug similarity,mean components,0.4574350819648443
CID000003488,drug similarity,mean components,0.5920962187109328
CID000005372,drug similarity,mean components,0.5427507479974153
CID000003780,drug similarity,mean components,0.5824599970626209
CID000027661,drug similarity,mean components,0.4984889445049765
CID000003032,drug similarity,mean components,0.6303704289317219
CID000004943,drug similarity,mean components,0.46398528674724837
CID000163742,drug similarity,mean components,0.5611255715487199
CID000123620,drug similarity,mean components,0.5236148294260232
CID000005002,drug similarity,mean components,0.5885539050171965
CID000004856,drug similarity,mean components,0.6665677439206561
CID000002249,drug similarity,mean components,0.5710760030051014
CID000003419,drug similarity,mean components,0.6160933956102341
CID000002141,drug similarity,mean components,0.5909091511988386
CID005311039,drug similarity,mean components,0.6285353277005956
CID000002812,drug similarity,mean components,0.6663247347050624
CID000005152,drug similarity,mean components,0.5833821716038796
CID000004740,drug similarity,mean components,0.46864266914998165
CID000002786,drug similarity,mean components,0.5571861374716522
CID000002092,drug similarity,mean components,0.5230702199175443
CID000003890,drug similarity,mean components,0.529020004649319
CID000003003,drug similarity,mean components,0.4174908266210251
CID000003385,drug similarity,mean components,0.545048290202738
CID000034312,drug similarity,mean components,0.5215714457253023
CID000005203,drug similarity,mean components,0.5335854852981003
CID000002477,drug similarity,mean components,0.5648765727456775
CID000032797,drug similarity,mean components,0.5807276444955226
CID000000143,drug similarity,mean components,0.5210361329749312
CID000004595,drug similarity,mean components,0.5320680878283772
CID000003957,drug similarity,mean components,0.6076000483626216
CID000004054,drug similarity,mean components,0.5978477614730101
CID000004543,drug similarity,mean components,0.674261718224912
CID000004599,drug similarity,mean components,0.5881772999833785
CID000003042,drug similarity,mean components,0.5397767189486788
CID000003516,drug similarity,mean components,0.5846972709259043
CID000003962,drug similarity,mean components,0.5321112966579542
CID000060852,drug similarity,mean components,0.5849403501892386
CID000002250,drug similarity,mean components,0.5611604853440043
CID000002891,drug similarity,mean components,0.48412325314851357
CID000010631,drug similarity,mean components,0.6514821480974601
CID000003075,drug similarity,mean components,0.6402667898161529
CID000005073,drug similarity,mean components,0.5636068868364598
CID000004594,drug similarity,mean components,0.5303150493961315
CID000060184,drug similarity,mean components,0.5234622710883298
CID000197712,drug similarity,mean components,0.5106596662385531
CID000005267,drug similarity,mean components,0.5645074292254636
CID000003222,drug similarity,mean components,0.5618185838560256
CID000002576,drug similarity,mean components,0.4429189764566943
CID000002462,drug similarity,mean components,0.44056627158419315
CID000176168,drug similarity,mean components,0.6379404172410104
CID000002658,drug similarity,mean components,0.6505095083978217
CID000068740,drug similarity,mean components,0.6032637863639811
CID000002955,drug similarity,mean components,0.5818386662875463
CID000003324,drug similarity,mean components,0.5421607269853168
CID000004513,drug similarity,mean components,0.6165136086435645
CID000003702,drug similarity,mean components,0.5938185050080896
CID000005672,drug similarity,mean components,0.5852646056139137
CID000001983,drug similarity,mean components,0.5770501994142103
CID000002269,drug similarity,mean components,0.5997480414798633
CID000002308,drug similarity,mean components,0.4637899617669017
CID000004603,drug similarity,mean components,0.6125260408964742
CID000000598,drug similarity,mean components,0.649397295560581
CID000060877,drug similarity,mean components,0.5674470782035482
CID000000581,drug similarity,mean components,0.6096736058222151
CID000087177,drug similarity,mean components,0.4538973022283086
CID000003158,drug similarity,mean components,0.6202864058190579
CID000004666,drug similarity,mean components,0.5202864695046403
CID000002713,drug similarity,mean components,0.5965901335996779
CID000004601,drug similarity,mean components,0.5827795723631438
CID000002267,drug similarity,mean components,0.5878837530838602
CID000003386,drug similarity,mean components,0.5790623664743442
CID000002435,drug similarity,mean components,0.5688629221036067
CID000004253,drug similarity,mean components,0.48470532747325823
CID000003476,drug similarity,mean components,0.6359187177978238
CID000130881,drug similarity,mean components,0.6277228116792862
CID000003348,drug similarity,mean components,0.6007502685942852
CID000001775,drug similarity,mean components,0.535017430871581
CID000003410,drug similarity,mean components,0.6194507745813773
CID000004159,drug similarity,mean components,0.5150953028514307
CID000004819,drug similarity,mean components,0.5446181063347918
CID000000271,drug similarity,mean components,0.568733827580017
CID005353980,drug similarity,mean components,0.6764626649735724
CID000003255,drug similarity,mean components,0.5638348648092827
CID000002554,drug similarity,mean components,0.6269596580094489
CID000002617,drug similarity,mean components,0.6102154154441431
CID000054688,drug similarity,mean components,0.561152774205402
CID000004614,drug similarity,mean components,0.622728622761347
CID000005544,drug similarity,mean components,0.5013644229196842
CID000002907,drug similarity,mean components,0.49931736732168586
CID000003652,drug similarity,mean components,0.564186115850193
CID000002153,drug similarity,mean components,0.5445289381110391
CID000008953,drug similarity,mean components,0.6690909906833251
CID000000937,drug similarity,mean components,0.6146186167008346
CID000054454,drug similarity,mean components,0.46348995838989215
CID000104741,drug similarity,mean components,0.5208539657240345
CID000005514,drug similarity,mean components,0.4504503436503764
CID005282226,drug similarity,mean components,0.6330055347651206
CID000003161,drug similarity,mean components,0.6142891722178456
CID000004409,drug similarity,mean components,0.6244612857191643
CID000077999,drug similarity,mean components,0.6322962231153715
CID000110634,drug similarity,mean components,0.6562468919256563
CID000054841,drug similarity,mean components,0.5202794357416645
CID005329102,drug similarity,mean components,0.6080657687562055
CID000059708,drug similarity,mean components,0.5575454250753924
CID000004200,drug similarity,mean components,0.5770292294174934
CID000002187,drug similarity,mean components,0.5681112644447569
CID000003749,drug similarity,mean components,0.6159033342453407
CID000001071,drug similarity,mean components,0.5894725572935947
CID000002265,drug similarity,mean components,0.6289748809695608
CID000003911,drug similarity,mean components,0.47849486773248573
CID000005212,drug similarity,mean components,0.6149559358524965
CID000000159,drug similarity,mean components,0.4666972930977087
CID000152945,drug similarity,mean components,0.594105284289743
CID000004168,drug similarity,mean components,0.5644396525100775
CID000002978,drug similarity,mean components,0.5454148420443695
CID000005379,drug similarity,mean components,0.6163095180141437
CID000104865,drug similarity,mean components,0.640134595081685
CID000002949,drug similarity,mean components,0.44347118859671
CID000005472,drug similarity,mean components,0.4716630986114242
CID000091270,drug similarity,mean components,0.43987549651676394
CID000004691,drug similarity,mean components,0.6326034553832162
CID000003121,drug similarity,mean components,0.41358626716570435
CID000001134,drug similarity,mean components,0.4506497652732555
CID000003877,drug similarity,mean components,0.5782985293818568
CID000000838,drug similarity,mean components,0.5389591930107435
CID000005596,drug similarity,mean components,0.5215674427752328
CID000002471,drug similarity,mean components,0.5663600983885546
CID000003658,drug similarity,mean components,0.5556600769857332
CID000002585,drug similarity,mean components,0.6019610045410573
CID000003715,drug similarity,mean components,0.6739131004516457
CID000005401,drug similarity,mean components,0.6685046623609401
CID000002764,drug similarity,mean components,0.612066430976828
CID000005538,drug similarity,mean components,0.5905280218808799
CID000004158,drug similarity,mean components,0.5573198869760032
CID000004212,drug similarity,mean components,0.5901147604060556
CID000123631,drug similarity,mean components,0.5243906903569105
CID000216326,drug similarity,mean components,0.6315803284787206
CID000004485,drug similarity,mean components,0.5671806903304346
CID000016231,drug similarity,mean components,0.5025096695297656
CID000001046,drug similarity,mean components,0.571224941585379
CID000003869,drug similarity,mean components,0.5893072291072936
CID000003696,drug similarity,mean components,0.6521868096239058
CID000002162,drug similarity,mean components,0.5853030765636008
CID000003746,drug similarity,mean components,0.6390698847778494
CID000056959,drug similarity,mean components,0.4728998378422542
CID000003157,drug similarity,mean components,0.6190840348996249
CID000001972,drug similarity,mean components,0.510721124658061
CID000004911,drug similarity,mean components,0.5617907403983117
CID000004509,drug similarity,mean components,0.6058105578362726
CID000002284,drug similarity,mean components,0.5294251710211035
CID000003449,drug similarity,mean components,0.5133428144384852
CID000093860,drug similarity,mean components,0.6014424749142965
CID000003826,drug similarity,mean components,0.6297584494998749
CID000004178,drug similarity,mean components,0.547010014373239
CID000004107,drug similarity,mean components,0.6644216194395487
CID000004506,drug similarity,mean components,0.6116260426432562
CID000119182,drug similarity,mean components,0.5121516665652315
CID000005978,drug similarity,mean components,0.5895252127651116
CID000003461,drug similarity,mean components,0.4947536931634211
CID000002156,drug similarity,mean components,0.5832867101619703
CID000005651,drug similarity,mean components,0.5715413457583299
CID003002190,drug similarity,mean components,0.6395691768913194
CID005311048,drug similarity,mean components,0.5000005433034816
CID000003741,drug similarity,mean components,0.5905972647836881
CID000005408,drug similarity,mean components,0.5822530959368849
CID000003168,drug similarity,mean components,0.5873387203902654
CID005493381,drug similarity,mean components,0.5986813640759194
CID000002646,drug similarity,mean components,0.6362170069102558
CID000003310,drug similarity,mean components,0.5189739491337367
CID000071158,drug similarity,mean components,0.583686576750506
CID000004449,drug similarity,mean components,0.6197102417546203
CID000001117,drug similarity,mean components,0.6291293542500598
CID000004894,drug similarity,mean components,0.5044982859683292
CID000071329,drug similarity,mean components,0.6023941797984674
CID000002631,drug similarity,mean components,0.6226207919123682
CID000003902,drug similarity,mean components,0.6003482060154023
CID000005496,drug similarity,mean components,0.5639969342712031
CID000005005,drug similarity,mean components,0.5697018206903004
CID000003763,drug similarity,mean components,0.6382272158832494
CID000002973,drug similarity,mean components,0.5795935788164215
CID000005376,drug similarity,mean components,0.616447340678225
CID000003198,drug similarity,mean components,0.5162016796665457
CID005487301,drug similarity,mean components,0.583536583635538
CID000005478,drug similarity,mean components,0.6015891610090907
CID000002650,drug similarity,mean components,0.6287217114540863
CID000004607,drug similarity,mean components,0.4575577512518194
CID000004812,drug similarity,mean components,0.556795282378414
CID000004828,drug similarity,mean components,0.5757191782618536
CID000003793,drug similarity,mean components,0.5794407680224887
CID000060953,drug similarity,mean components,0.5439114087636503
CID000003397,drug similarity,mean components,0.5608116825825796
CID000154059,drug similarity,mean components,0.5595264839660471
CID000004463,drug similarity,mean components,0.5098935572728494
CID000004205,drug similarity,mean components,0.6217421149347971
CID000072938,drug similarity,mean components,0.46328530879511853
CID000060198,drug similarity,mean components,0.5635990176213926
CID000002756,drug similarity,mean components,0.6264391643432801
CID000002160,drug similarity,mean components,0.533388656002235
CID000004052,drug similarity,mean components,0.5006117548325343
CID000004674,drug similarity,mean components,0.5239089117108091
CID000003675,drug similarity,mean components,0.621695201099635
CID003085017,drug similarity,mean components,0.5770686562903382
CID000001978,drug similarity,mean components,0.6510229893474772
CID005481350,drug similarity,mean components,0.6211626541927703
CID005281104,drug similarity,mean components,0.5168568602021244
CID005311181,drug similarity,mean components,0.6153189784474928
CID000005184,drug similarity,mean components,0.5438274821618397
CID000150311,drug similarity,mean components,0.5565578458699398
CID000003559,drug similarity,mean components,0.6340259165628399
CID005311027,drug similarity,mean components,0.6681884916931478
CID000443871,drug similarity,mean components,0.5452677851770175
CID000000191,drug similarity,mean components,0.5170019895262126
CID000005726,drug similarity,mean components,0.5778872219845003
CID000060754,drug similarity,mean components,0.5322281802211152
CID000064147,drug similarity,mean components,0.5265091870455945
