epoch,runtime
1,108.67760252952576
2,106.658038854599
3,106.89358353614807
4,106.56992244720459
5,106.59478425979614
6,106.15669393539429
7,106.60325455665588
8,106.48610067367554
9,106.41584587097168
10,106.28609657287598
11,106.03198862075806
12,106.36661648750305
13,106.33687424659729
14,106.28017663955688
15,106.28727984428406
16,106.0260169506073
17,106.43858551979065
18,106.32904410362244
19,106.29560327529907
20,106.31042289733887
21,106.03129363059998
22,106.35214900970459
23,106.33878016471863
24,106.34998989105225
25,106.30939435958862
26,106.01920366287231
27,106.37415814399719
28,106.2902843952179
29,106.32589268684387
30,106.36539721488953
31,106.00276732444763
32,106.36935448646545
33,106.44407296180725
34,106.54345297813416
35,106.30497288703918
36,106.06099462509155
37,106.37517285346985
38,106.33482360839844
39,106.31703662872314
40,106.31936311721802
41,106.13659858703613
42,106.40592169761658
43,106.35299444198608
44,106.33181595802307
45,106.32516407966614
46,105.99567198753357
47,106.48090386390686
48,106.30345249176025
49,106.36423015594482
50,106.37306046485901
51,106.03783679008484
52,106.34636926651001
53,106.34425020217896
54,106.36433100700378
55,106.35570931434631
56,106.02821564674377
57,106.37233090400696
58,106.33662033081055
59,106.32255291938782
60,106.33334875106812
