drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.4328634283279311
CID000004829,drug similarity,mean components,0.43989816760688905
CID000004140,drug similarity,mean components,0.5694522028824532
CID000002909,drug similarity,mean components,0.41404016236683205
CID000003676,drug similarity,mean components,0.4198676366739461
CID000003339,drug similarity,mean components,0.4447494291872478
CID000005656,drug similarity,mean components,0.4249928080215192
CID000000853,drug similarity,mean components,0.4639897412051488
CID000119607,drug similarity,mean components,0.40787713217451904
CID000004889,drug similarity,mean components,0.3853873494908471
CID000003154,drug similarity,mean components,0.6134828174059976
CID000005029,drug similarity,mean components,0.4917902927651372
CID000003823,drug similarity,mean components,0.488687589620868
CID000003937,drug similarity,mean components,0.4183534371278457
CID000003883,drug similarity,mean components,0.377687598733238
CID000004885,drug similarity,mean components,0.44346161620202174
CID000003961,drug similarity,mean components,0.47673719379882673
CID000060835,drug similarity,mean components,0.4222759190698181
CID000002622,drug similarity,mean components,0.5457223261864459
CID000004609,drug similarity,mean components,0.4479331063128842
CID003468412,drug similarity,mean components,0.4294607720203514
CID000060147,drug similarity,mean components,0.4593968550350044
CID000002244,drug similarity,mean components,0.40104842724111744
CID000002806,drug similarity,mean components,0.422196820847878
CID000003446,drug similarity,mean components,0.3232029366490696
CID000005352,drug similarity,mean components,0.5253430546738181
CID000004112,drug similarity,mean components,0.39297648384650175
CID000004635,drug similarity,mean components,0.38360694049749
CID000002088,drug similarity,mean components,0.39494226867028925
CID000002311,drug similarity,mean components,0.532540296539419
CID000000772,drug similarity,mean components,0.3883880178332261
CID000003672,drug similarity,mean components,0.38760660878044795
CID000004583,drug similarity,mean components,0.5015485179899821
CID000003639,drug similarity,mean components,0.5214013004444293
CID000004585,drug similarity,mean components,0.521610089215225
CID000003899,drug similarity,mean components,0.4411202942532614
CID000004616,drug similarity,mean components,0.5838122950945308
CID000005064,drug similarity,mean components,0.3161240980906994
CID000003929,drug similarity,mean components,0.5137202762427523
CID000051263,drug similarity,mean components,0.6353706806374225
CID000065999,drug similarity,mean components,0.5996387805442908
CID000083786,drug similarity,mean components,0.37819787033618657
CID000002524,drug similarity,mean components,0.37032465159902883
CID000003405,drug similarity,mean components,0.3824710418639998
CID000667490,drug similarity,mean components,0.46985287360913475
CID000003062,drug similarity,mean components,0.3512023614730253
CID000071616,drug similarity,mean components,0.5004645369917924
CID000004091,drug similarity,mean components,0.3513591662822355
CID000005090,drug similarity,mean components,0.3532851766861884
CID000004170,drug similarity,mean components,0.6099115660395471
CID000005095,drug similarity,mean components,0.48675160028947073
CID000005291,drug similarity,mean components,0.49514282000359156
CID000019090,drug similarity,mean components,0.502596055076659
CID000002802,drug similarity,mean components,0.3925814740223178
CID000004900,drug similarity,mean components,0.38570636854749807
CID000002803,drug similarity,mean components,0.49453474557921684
CID000003365,drug similarity,mean components,0.43919414685565716
CID000000942,drug similarity,mean components,0.549663972809656
CID000062924,drug similarity,mean components,0.5234053042166472
CID000001065,drug similarity,mean components,0.42677379175846997
CID000005512,drug similarity,mean components,0.4073902586305935
CID000041781,drug similarity,mean components,0.5030291647174212
CID000005039,drug similarity,mean components,0.29527733912803544
CID000004679,drug similarity,mean components,0.2982820970060458
CID000005523,drug similarity,mean components,0.48533151193986424
CID000002520,drug similarity,mean components,0.47958193708689756
CID000005038,drug similarity,mean components,0.4516136192110076
CID000005035,drug similarity,mean components,0.5555718899929132
CID000005426,drug similarity,mean components,0.4222606739960144
CID000002662,drug similarity,mean components,0.31259165279151824
CID000004873,drug similarity,mean components,0.39235332867672534
CID000005556,drug similarity,mean components,0.4152644619859618
CID000006691,drug similarity,mean components,0.3597956202491954
CID000002666,drug similarity,mean components,0.44086309836779725
CID000002749,drug similarity,mean components,0.49562697851214044
CID000004411,drug similarity,mean components,0.4877631351290417
CID000004748,drug similarity,mean components,0.6801822326249268
CID000005533,drug similarity,mean components,0.4952573359146588
CID004475485,drug similarity,mean components,0.5687735906707341
CID000003016,drug similarity,mean components,0.4520732629908266
CID000003379,drug similarity,mean components,0.5149375894465177
CID000005719,drug similarity,mean components,0.5442096035863453
CID000003440,drug similarity,mean components,0.49509402760414023
CID000003325,drug similarity,mean components,0.4254210094946972
CID000003403,drug similarity,mean components,0.5353149615304955
CID000002118,drug similarity,mean components,0.45604826787172326
CID000003382,drug similarity,mean components,0.5998468288867038
CID000003463,drug similarity,mean components,0.4400695735383817
CID000004510,drug similarity,mean components,0.35164328495954567
CID000004058,drug similarity,mean components,0.520480808499158
CID000004171,drug similarity,mean components,0.3831926023213388
CID000005647,drug similarity,mean components,0.4971986868894407
CID000003308,drug similarity,mean components,0.5327959704155534
CID000004173,drug similarity,mean components,0.4202367362134968
CID000000450,drug similarity,mean components,0.4744536650921215
CID000060854,drug similarity,mean components,0.587705182283258
CID000002895,drug similarity,mean components,0.5592611381446065
CID000005650,drug similarity,mean components,0.42811237477781217
CID000028112,drug similarity,mean components,0.4317344124246927
CID000004927,drug similarity,mean components,0.3660488718814957
CID000003784,drug similarity,mean components,0.5817208362732074
CID000005402,drug similarity,mean components,0.5304395960288213
CID000005732,drug similarity,mean components,0.46212614089519244
CID000003958,drug similarity,mean components,0.4553168878443523
CID000005487,drug similarity,mean components,0.5132365995608146
CID000002022,drug similarity,mean components,0.42388879045018024
CID000003345,drug similarity,mean components,0.41021437045733067
CID000003878,drug similarity,mean components,0.49571790931662396
CID000005358,drug similarity,mean components,0.6412351713617659
CID000002656,drug similarity,mean components,0.5331002302237918
CID000005391,drug similarity,mean components,0.4096183023411021
CID000004946,drug similarity,mean components,0.42684931818739136
CID000060865,drug similarity,mean components,0.5661709423782939
CID000001302,drug similarity,mean components,0.49041236854584946
CID000002678,drug similarity,mean components,0.47748300492134266
CID000004634,drug similarity,mean components,0.5162103095266386
CID000125889,drug similarity,mean components,0.3802045028222558
CID000002771,drug similarity,mean components,0.4553768724332905
CID000003640,drug similarity,mean components,0.40050898274972324
CID000000444,drug similarity,mean components,0.4157489350476523
CID000024011,drug similarity,mean components,0.5797578186796167
CID000002171,drug similarity,mean components,0.4849640131731521
CID000054808,drug similarity,mean components,0.6208001975714401
CID000005040,drug similarity,mean components,0.5192331040214654
CID000005077,drug similarity,mean components,0.5496375066930212
CID000002083,drug similarity,mean components,0.30924010287490766
CID000002375,drug similarity,mean components,0.5304535848138331
CID006398525,drug similarity,mean components,0.4982235830549623
CID000002801,drug similarity,mean components,0.6307111215113197
CID005311297,drug similarity,mean components,0.4882357628102859
CID000005645,drug similarity,mean components,0.537413691377698
CID000060831,drug similarity,mean components,0.49773732646147784
CID000002609,drug similarity,mean components,0.5239447043214209
CID000124087,drug similarity,mean components,0.41568866059693654
CID000003043,drug similarity,mean components,0.6187623030139109
CID000148192,drug similarity,mean components,0.6523227571516864
CID000001690,drug similarity,mean components,0.48376366308350505
CID000004053,drug similarity,mean components,0.6015596199767235
CID000003367,drug similarity,mean components,0.5447823292007418
CID000002550,drug similarity,mean components,0.39260383418108336
CID000004259,drug similarity,mean components,0.5440585462596192
CID000003821,drug similarity,mean components,0.38451351164459424
CID000003488,drug similarity,mean components,0.5137688748709696
CID000005372,drug similarity,mean components,0.47781706195417695
CID000003780,drug similarity,mean components,0.5133894757201134
CID000027661,drug similarity,mean components,0.5008165361600769
CID000003032,drug similarity,mean components,0.4975597903990341
CID000004943,drug similarity,mean components,0.462683913330166
CID000163742,drug similarity,mean components,0.5756952384635781
CID000123620,drug similarity,mean components,0.5381263068329694
CID000005002,drug similarity,mean components,0.5828558334130137
CID000004856,drug similarity,mean components,0.5073346887670873
CID000002249,drug similarity,mean components,0.3565865888929065
CID000003419,drug similarity,mean components,0.5089458276697905
CID000002141,drug similarity,mean components,0.5726598591823912
CID005311039,drug similarity,mean components,0.5451461224279297
CID000002812,drug similarity,mean components,0.3237296472754809
CID000005152,drug similarity,mean components,0.5106041165758276
CID000004740,drug similarity,mean components,0.4884712242229936
CID000002786,drug similarity,mean components,0.4714382284723053
CID000002092,drug similarity,mean components,0.5100371040794373
CID000003890,drug similarity,mean components,0.4982688846905843
CID000003003,drug similarity,mean components,0.3099944225043152
CID000003385,drug similarity,mean components,0.4707505890802204
CID000034312,drug similarity,mean components,0.5008062713331618
CID000005203,drug similarity,mean components,0.3500318391553323
CID000002477,drug similarity,mean components,0.4335428191123625
CID000032797,drug similarity,mean components,0.6538791875518841
CID000000143,drug similarity,mean components,0.5223439727705602
CID000004595,drug similarity,mean components,0.3155302548299268
CID000003957,drug similarity,mean components,0.4966917233849186
CID000004054,drug similarity,mean components,0.4464398250435875
CID000004543,drug similarity,mean components,0.5029186594634368
CID000004599,drug similarity,mean components,0.4554823239198533
CID000003042,drug similarity,mean components,0.477213967099285
CID000003516,drug similarity,mean components,0.4665921016114549
CID000003962,drug similarity,mean components,0.5292075071714596
CID000060852,drug similarity,mean components,0.47066630665146025
CID000002250,drug similarity,mean components,0.3647048000156512
CID000002891,drug similarity,mean components,0.3298937655821479
CID000010631,drug similarity,mean components,0.5692968142269086
CID000003075,drug similarity,mean components,0.46870431955394254
CID000005073,drug similarity,mean components,0.40218940657834956
CID000004594,drug similarity,mean components,0.3947778566416612
CID000060184,drug similarity,mean components,0.4888541931217063
CID000197712,drug similarity,mean components,0.4363190390181403
CID000005267,drug similarity,mean components,0.5038902674917008
CID000003222,drug similarity,mean components,0.4236890906310522
CID000002576,drug similarity,mean components,0.49475859840442005
CID000002462,drug similarity,mean components,0.35117419565437213
CID000176168,drug similarity,mean components,0.5986751452343693
CID000002658,drug similarity,mean components,0.4981108881427261
CID000068740,drug similarity,mean components,0.40965054830399084
CID000002955,drug similarity,mean components,0.5181269480397479
CID000003324,drug similarity,mean components,0.4829854218117118
CID000004513,drug similarity,mean components,0.4794783661267642
CID000003702,drug similarity,mean components,0.5728399868782991
CID000005672,drug similarity,mean components,0.5626729814275959
CID000001983,drug similarity,mean components,0.4754852869045625
CID000002269,drug similarity,mean components,0.3984512773653166
CID000002308,drug similarity,mean components,0.4603326782779952
CID000004603,drug similarity,mean components,0.5123096943720427
CID000000598,drug similarity,mean components,0.5846315850281115
CID000060877,drug similarity,mean components,0.6794167973849508
CID000000581,drug similarity,mean components,0.5747737948680036
CID000087177,drug similarity,mean components,0.3943050120619369
CID000003158,drug similarity,mean components,0.5301498515879238
CID000004666,drug similarity,mean components,0.44539683712203304
CID000002713,drug similarity,mean components,0.5911153051348464
CID000004601,drug similarity,mean components,0.5827901571001873
CID000002267,drug similarity,mean components,0.5396711079722608
CID000003386,drug similarity,mean components,0.4104215260335293
CID000002435,drug similarity,mean components,0.46301483076712036
CID000004253,drug similarity,mean components,0.4102103072773866
CID000003476,drug similarity,mean components,0.49566800351432894
CID000130881,drug similarity,mean components,0.579857961771709
CID000003348,drug similarity,mean components,0.41802739541034906
CID000001775,drug similarity,mean components,0.40254088957216005
CID000003410,drug similarity,mean components,0.5680006825520985
CID000004159,drug similarity,mean components,0.3535220006476436
CID000004819,drug similarity,mean components,0.3932754052637337
CID000000271,drug similarity,mean components,0.44913963520382416
CID005353980,drug similarity,mean components,0.5404900159392204
CID000003255,drug similarity,mean components,0.495971132015822
CID000002554,drug similarity,mean components,0.49457043039639825
CID000002617,drug similarity,mean components,0.4944995344374252
CID000054688,drug similarity,mean components,0.5102795169369787
CID000004614,drug similarity,mean components,0.5121797268942747
CID000005544,drug similarity,mean components,0.4704825394253629
CID000002907,drug similarity,mean components,0.43564846206527785
CID000003652,drug similarity,mean components,0.397025609007002
CID000002153,drug similarity,mean components,0.5309769396328992
CID000008953,drug similarity,mean components,0.5399017234393495
CID000000937,drug similarity,mean components,0.41867180156971884
CID000054454,drug similarity,mean components,0.49756798523174495
CID000104741,drug similarity,mean components,0.5069163125950251
CID000005514,drug similarity,mean components,0.3785852948689944
CID005282226,drug similarity,mean components,0.5900868435654116
CID000003161,drug similarity,mean components,0.43155107177889973
CID000004409,drug similarity,mean components,0.6304480537382648
CID000077999,drug similarity,mean components,0.40899517864502244
CID000110634,drug similarity,mean components,0.5618935478389288
CID000054841,drug similarity,mean components,0.5827336211205884
CID005329102,drug similarity,mean components,0.5154367058349595
CID000059708,drug similarity,mean components,0.48162340005871607
CID000004200,drug similarity,mean components,0.5774897093333915
CID000002187,drug similarity,mean components,0.571549624632133
CID000003749,drug similarity,mean components,0.513111501994087
CID000001071,drug similarity,mean components,0.5590776810857081
CID000002265,drug similarity,mean components,0.5188255836254894
CID000003911,drug similarity,mean components,0.4501775403986037
CID000005212,drug similarity,mean components,0.4862438270647612
CID000000159,drug similarity,mean components,0.521296842686449
CID000152945,drug similarity,mean components,0.5891486054877261
CID000004168,drug similarity,mean components,0.3179025562647235
CID000002978,drug similarity,mean components,0.4814488262076826
CID000005379,drug similarity,mean components,0.5156589861718367
CID000104865,drug similarity,mean components,0.5196729489207994
CID000002949,drug similarity,mean components,0.4817619095068737
CID000005472,drug similarity,mean components,0.4929063442476693
CID000091270,drug similarity,mean components,0.5741311308413194
CID000004691,drug similarity,mean components,0.30565262936234716
CID000003121,drug similarity,mean components,0.3345042985594233
CID000001134,drug similarity,mean components,0.6500650847557696
CID000003877,drug similarity,mean components,0.5385761747552688
CID000000838,drug similarity,mean components,0.5089024917342004
CID000005596,drug similarity,mean components,0.5422596387154333
CID000002471,drug similarity,mean components,0.40980033602138843
CID000003658,drug similarity,mean components,0.5234416884611091
CID000002585,drug similarity,mean components,0.42074684496072157
CID000003715,drug similarity,mean components,0.5508143002888083
CID000005401,drug similarity,mean components,0.5218550506789874
CID000002764,drug similarity,mean components,0.37658390277916887
CID000005538,drug similarity,mean components,0.49257051497190585
CID000004158,drug similarity,mean components,0.5409896329432454
CID000004212,drug similarity,mean components,0.46272658274177214
CID000123631,drug similarity,mean components,0.5039310449305404
CID000216326,drug similarity,mean components,0.5247402553931867
CID000004485,drug similarity,mean components,0.4129616400597509
CID000016231,drug similarity,mean components,0.4892917595641989
CID000001046,drug similarity,mean components,0.5613157625819667
CID000003869,drug similarity,mean components,0.6176680575068069
CID000003696,drug similarity,mean components,0.571662557331338
CID000002162,drug similarity,mean components,0.3255121180866979
CID000003746,drug similarity,mean components,0.3730858198571734
CID000056959,drug similarity,mean components,0.6310192971719014
CID000003157,drug similarity,mean components,0.4989012479785969
CID000001972,drug similarity,mean components,0.5423395219119616
CID000004911,drug similarity,mean components,0.5118142951386537
CID000004509,drug similarity,mean components,0.5417883846602606
CID000002284,drug similarity,mean components,0.45653127951666295
CID000003449,drug similarity,mean components,0.5373990915545176
CID000093860,drug similarity,mean components,0.4115259508158078
CID000003826,drug similarity,mean components,0.6363991669916919
CID000004178,drug similarity,mean components,0.5379323508786885
CID000004107,drug similarity,mean components,0.46357095052816155
CID000004506,drug similarity,mean components,0.6172144554134266
CID000119182,drug similarity,mean components,0.6398260005200157
CID000005978,drug similarity,mean components,0.5527109105468558
CID000003461,drug similarity,mean components,0.443601037263901
CID000002156,drug similarity,mean components,0.4609664203071677
CID000005651,drug similarity,mean components,0.47069392711797275
CID003002190,drug similarity,mean components,0.5898756458360062
CID005311048,drug similarity,mean components,0.43808188630542366
CID000003741,drug similarity,mean components,0.6426259114834996
CID000005408,drug similarity,mean components,0.5523097820705579
CID000003168,drug similarity,mean components,0.6091013015430096
CID005493381,drug similarity,mean components,0.560946626090967
CID000002646,drug similarity,mean components,0.5810655117883269
CID000003310,drug similarity,mean components,0.5009297830292931
CID000071158,drug similarity,mean components,0.4106278442025765
CID000004449,drug similarity,mean components,0.5853377375930731
CID000001117,drug similarity,mean components,0.5070571324886571
CID000004894,drug similarity,mean components,0.44527912582248885
CID000071329,drug similarity,mean components,0.6186558869628243
CID000002631,drug similarity,mean components,0.6544257599106091
CID000003902,drug similarity,mean components,0.4840690601600077
CID000005496,drug similarity,mean components,0.5525680600927684
CID000005005,drug similarity,mean components,0.5768792588857432
CID000003763,drug similarity,mean components,0.5565283007238546
CID000002973,drug similarity,mean components,0.5832656153346854
CID000005376,drug similarity,mean components,0.4489061774063161
CID000003198,drug similarity,mean components,0.5455384609556181
CID005487301,drug similarity,mean components,0.5333502605178341
CID000005478,drug similarity,mean components,0.5170636538720449
CID000002650,drug similarity,mean components,0.6295486042159077
CID000004607,drug similarity,mean components,0.5994061613825307
CID000004812,drug similarity,mean components,0.5173937407302966
CID000004828,drug similarity,mean components,0.5785073397786313
CID000003793,drug similarity,mean components,0.47304845062258727
CID000060953,drug similarity,mean components,0.49379534218029564
CID000003397,drug similarity,mean components,0.5619551047637232
CID000154059,drug similarity,mean components,0.5120821570408309
CID000004463,drug similarity,mean components,0.525568450768762
CID000004205,drug similarity,mean components,0.4359978440453842
CID000072938,drug similarity,mean components,0.4916847893239785
CID000060198,drug similarity,mean components,0.5546490247729152
CID000002756,drug similarity,mean components,0.5913310110528736
CID000002160,drug similarity,mean components,0.48706048883927067
CID000004052,drug similarity,mean components,0.39482928793461225
CID000004674,drug similarity,mean components,0.426185388349421
CID000003675,drug similarity,mean components,0.5937770859794615
CID003085017,drug similarity,mean components,0.41225274965813785
CID000001978,drug similarity,mean components,0.5713722587235004
CID005481350,drug similarity,mean components,0.5277280921116817
CID005281104,drug similarity,mean components,0.47874817487367505
CID005311181,drug similarity,mean components,0.5511258404755914
CID000005184,drug similarity,mean components,0.5175955433326825
CID000150311,drug similarity,mean components,0.3978680550380399
CID000003559,drug similarity,mean components,0.5072935771818136
CID005311027,drug similarity,mean components,0.5586516605353222
CID000443871,drug similarity,mean components,0.5167043942227612
CID000000191,drug similarity,mean components,0.5605729501373263
CID000005726,drug similarity,mean components,0.6511982927669787
CID000060754,drug similarity,mean components,0.592108877263238
CID000064147,drug similarity,mean components,0.6257760818640137
CID000216239,drug similarity,mean components,0.5338361491168431
CID000005412,drug similarity,mean components,0.5169741918730196
CID000074989,drug similarity,mean components,0.4446684460481136
CID000004917,drug similarity,mean components,0.32581408144432134
CID000024486,drug similarity,mean components,0.5056369501930587
CID000002541,drug similarity,mean components,0.4824412396994281
CID000148211,drug similarity,mean components,0.48807731102744767
CID000003648,drug similarity,mean components,0.4339380976381999
CID000003825,drug similarity,mean components,0.5960386780326469
CID000002487,drug similarity,mean components,0.64431432415519
CID000003393,drug similarity,mean components,0.5808410188766007
CID000003143,drug similarity,mean components,0.4798487760685475
CID000003750,drug similarity,mean components,0.4856867588142444
CID000005466,drug similarity,mean components,0.6406361955603748
CID000004909,drug similarity,mean components,0.5342266717425911
CID000005245,drug similarity,mean components,0.431179127591672
CID000003454,drug similarity,mean components,0.6205120008697473
CID000001986,drug similarity,mean components,0.6046060128845097
CID000005234,drug similarity,mean components,0.5120635898115755
CID000151165,drug similarity,mean components,0.5973415920183106
CID000002405,drug similarity,mean components,0.5278073497274282
CID000003350,drug similarity,mean components,0.4679968702170745
CID000056339,drug similarity,mean components,0.6160125107154121
CID000003657,drug similarity,mean components,0.48444548016564903
CID000000861,drug similarity,mean components,0.4987863708699769
CID000150310,drug similarity,mean components,0.5340561918529558
CID000004236,drug similarity,mean components,0.4916411086660699
CID000002522,drug similarity,mean components,0.524547539301778
CID000001971,drug similarity,mean components,0.6014342920011478
CID000002099,drug similarity,mean components,0.5962686966498698
CID000036339,drug similarity,mean components,0.49428571974843427
CID000004138,drug similarity,mean components,0.5457802112571859
CID006447131,drug similarity,mean components,0.5294435544018765
CID000170361,drug similarity,mean components,0.4596335922651813
CID000004075,drug similarity,mean components,0.5874202026751165
CID000005394,drug similarity,mean components,0.4635375387570191
CID000005735,drug similarity,mean components,0.4257125304665559
CID000000453,drug similarity,mean components,0.528203187433161
CID000003767,drug similarity,mean components,0.5362255269061773
CID000003333,drug similarity,mean components,0.5173346164868593
CID000005076,drug similarity,mean components,0.5850695916579722
CID000002800,drug similarity,mean components,0.439958107910541
CID000003261,drug similarity,mean components,0.5649747487763852
CID000005155,drug similarity,mean components,0.5985970069546042
