drug,neighbourhood_method,vector_method,cosine_to_actual
CID000003954,drug similarity,mean components,0.9263964488602503
CID000004829,drug similarity,mean components,0.7938464025598388
CID000004140,drug similarity,mean components,0.8818754307796363
CID000002909,drug similarity,mean components,0.7586883360663459
CID000003676,drug similarity,mean components,0.8856305881894986
CID000003339,drug similarity,mean components,0.7745713501632122
CID000005656,drug similarity,mean components,0.9065589064801668
CID000000853,drug similarity,mean components,0.8690914827661026
CID000119607,drug similarity,mean components,0.6450146337032289
CID000004889,drug similarity,mean components,0.8641523088183929
CID000003154,drug similarity,mean components,0.807052664164816
CID000005029,drug similarity,mean components,0.788634148036086
CID000003823,drug similarity,mean components,0.8947941003460395
CID000003937,drug similarity,mean components,0.9038376418531099
CID000003883,drug similarity,mean components,0.8524261180948646
CID000004885,drug similarity,mean components,0.7343650990379497
CID000003961,drug similarity,mean components,0.8381668286597798
CID000060835,drug similarity,mean components,0.7395285199490539
CID000002622,drug similarity,mean components,0.826522995575528
CID000004609,drug similarity,mean components,0.4813023022483809
CID003468412,drug similarity,mean components,0.8717813266803351
CID000060147,drug similarity,mean components,0.7999431210089658
CID000002244,drug similarity,mean components,0.7790301962032796
CID000002806,drug similarity,mean components,0.8160160972592566
CID000003446,drug similarity,mean components,0.7184082183758103
CID000005352,drug similarity,mean components,0.6314348512069935
CID000004112,drug similarity,mean components,0.828499775075254
CID000004635,drug similarity,mean components,0.8923154447627066
CID000002088,drug similarity,mean components,0.8144865401443162
CID000002311,drug similarity,mean components,0.7242707736020463
CID000000772,drug similarity,mean components,0.7923419852324292
CID000003672,drug similarity,mean components,0.8742115697212383
CID000004583,drug similarity,mean components,0.8764439348264322
CID000003639,drug similarity,mean components,0.8665744958487924
CID000004585,drug similarity,mean components,0.7862300102775047
CID000003899,drug similarity,mean components,0.7511323646002737
CID000004616,drug similarity,mean components,0.9096041482874118
CID000005064,drug similarity,mean components,0.6630618246848532
CID000003929,drug similarity,mean components,0.7664455623798444
