epoch,runtime
1,108.39183449745178
2,108.79467558860779
3,108.80314707756042
4,108.65303540229797
5,107.98538327217102
6,108.16279482841492
7,108.6473867893219
8,108.36843013763428
9,108.93652176856995
10,108.26833701133728
11,108.14339780807495
12,108.53770589828491
13,109.19621920585632
14,107.64422178268433
15,108.68608212471008
16,108.42754912376404
17,108.98398351669312
18,108.3124680519104
19,108.37534022331238
20,109.09631109237671
21,107.63404202461243
22,108.23702144622803
23,108.28475284576416
24,108.47881960868835
25,107.87973523139954
26,107.92466259002686
27,107.78239107131958
28,108.36329007148743
29,107.71258878707886
30,108.32218766212463
31,108.38727903366089
32,108.08584666252136
33,108.46992754936218
34,108.23888087272644
35,108.01027607917786
36,107.89637565612793
37,107.9341950416565
38,107.91818475723267
39,108.3932294845581
40,108.40100288391113
41,107.9742820262909
42,108.40680360794067
43,108.27763891220093
44,108.55799627304077
45,108.20166897773743
46,108.50405287742615
47,108.25666093826294
48,108.02924084663391
49,108.32446455955505
50,108.97846293449402
51,109.2566511631012
52,108.53056168556213
53,108.41804599761963
54,108.45609068870544
55,107.97700190544128
56,108.20579743385315
57,108.04932713508606
58,107.9248857498169
59,108.0458414554596
60,108.79805326461792
61,107.739737033844
62,107.71034955978394
63,108.19140028953552
64,108.25494766235352
65,107.40043544769287
